base_date,emd_nm,card_use_cnt,card_use_amt
2019-07,아라동,246801,7022874410
2019-07,안덕면,52161,1690684249
2019-07,알수없음,5901,182317649
2019-07,애월읍,181847,5614678311
2019-07,연동,359561,10720999688
2019-07,영천동,28416,960201361
2019-07,예래동,19189,710901760
2019-07,오라동,116160,3472010300
2019-07,외도동,167215,4828051546
2019-07,용담1동,47884,1479058116
2019-07,용담2동,107099,3364921528
2019-07,우도면,3514,132930027
2019-07,이도1동,63112,1808859109
2019-07,이도2동,390778,11272543174
2019-07,이호동,27722,865471611
2019-07,일도1동,22813,908624822
2019-07,일도2동,233768,6714944452
2019-07,정방동,12484,476172880
2019-07,조천읍,126976,3876898894
2019-07,중문동,63296,2259568687
2019-07,중앙동,19135,802874999
2019-07,천지동,19390,778648216
2019-07,추자면,3588,145057373
2019-07,표선면,40952,1459715761
2019-07,한경면,28737,978697188
2019-07,한림읍,85403,3031615070
2019-07,화북동,175990,4971848924
2019-07,효돈동,24891,897932231
2019-08,건입동,72033,2376634236
2019-08,구좌읍,55071,1919855334
2019-08,남원읍,61135,2295853696
2019-08,노형동,497788,14517489727
2019-08,대륜동,87090,2972790753
2019-08,대정읍,112156,3711543843
2019-08,대천동,90769,2911741640
2019-08,도두동,21093,830539890
2019-08,동홍동,150965,5016863120
2019-08,봉개동,24184,775543549
2019-08,삼도1동,107341,3186671367
2019-08,삼도2동,63361,1968981090
2019-08,삼양동,179986,5256813068
2019-08,서홍동,72549,2577832605
2019-08,성산읍,54932,1901605349
2019-08,송산동,20822,813532383
2019-08,아라동,256537,7349551098
2019-08,안덕면,53474,1796903636
2019-08,알수없음,5606,202005018
2019-08,애월읍,187049,6110965837
2019-08,연동,384573,11587240252
2019-08,영천동,28587,990354409
2019-08,예래동,20489,760157284
2019-08,오라동,122019,3722187512
2019-08,외도동,174039,5026991973
2019-08,용담1동,51163,1655020128
2019-08,용담2동,112504,3480213340
2019-08,우도면,3816,166080537
2019-08,이도1동,67361,2018336670
2019-08,이도2동,412479,12214899413
2019-08,이호동,28894,939642212
2019-08,일도1동,22610,793387425
2019-08,일도2동,247277,7265214680
2019-08,정방동,13272,527672930
2019-08,조천읍,129314,4194332078
2019-08,중문동,66126,2455890131
2019-08,중앙동,19130,813191042
2019-08,천지동,19697,778442544
2019-08,추자면,3732,139021725
2019-08,표선면,44103,1588126461
2019-08,한경면,29519,1094525259
2019-08,한림읍,89071,3195321140
2019-08,화북동,182967,5321032431
2019-08,효돈동,25567,938509526
2019-09,건입동,65202,2248801315
2019-09,구좌읍,48900,1718459252
2019-09,남원읍,54141,2151764101
2019-09,노형동,444287,13641530164
2019-09,대륜동,76625,2769101947
2019-09,대정읍,102643,3459344158
2019-09,대천동,80865,2657903270
2019-09,도두동,18760,741352666
2019-09,동홍동,132212,4636145097
2019-09,봉개동,22210,727058791
2019-09,삼도1동,98698,2941313553
2019-09,삼도2동,56550,1839462083
2019-09,삼양동,156754,4626349682
2019-09,서홍동,63763,2449630909
2019-09,성산읍,48931,1770240934
2019-09,송산동,18352,804446318
2019-09,아라동,229192,6811591505
2019-09,안덕면,50102,1716831734
2019-09,알수없음,5294,177061133
2019-09,애월읍,165993,5546107598
2019-09,연동,346239,10780674428
2019-09,영천동,26371,927860243
2019-09,예래동,18560,687789353
2019-09,오라동,108683,3487615830
2019-09,외도동,153726,4717637392
2019-09,용담1동,45365,1484321948
2019-09,용담2동,101219,3394912241
2019-09,우도면,2792,104302347
2019-09,이도1동,58194,1777584996
2019-09,이도2동,365607,10986743709
2019-09,이호동,26656,854726638
2019-09,일도1동,20658,805362714
2019-09,일도2동,222102,6992028838
2019-09,정방동,10696,464504994
2019-09,조천읍,113851,3654525543
2019-09,중문동,57480,2294593509
2019-09,중앙동,16753,763694067
2019-09,천지동,18018,703660107
2019-09,추자면,3206,149267564
2019-09,표선면,37702,1405206741
2019-09,한경면,25663,979927200
2019-09,한림읍,79936,2918974218
2019-09,화북동,164125,5129806500
2019-09,효돈동,22320,879207193
2019-10,건입동,68030,2202947872
2019-10,구좌읍,52998,1719898649
2019-10,남원읍,58995,2215043353
2019-10,노형동,478671,13984653738
2019-10,대륜동,81322,2712765960
2019-10,대정읍,112846,3594059813
2019-10,대천동,89882,2915684423
2019-10,도두동,20970,851876322
2019-10,동홍동,142297,4619575334
2019-10,봉개동,23994,710409621
2019-10,삼도1동,105163,2993582191
2019-10,삼도2동,62381,1869006547
2019-10,삼양동,174425,4778349612
2019-10,서홍동,67161,2419100799
2019-10,성산읍,52860,1847198100
2019-10,송산동,20301,797748518
2019-10,아라동,250691,6983717915
2019-10,안덕면,51889,1813114903
2019-10,알수없음,5876,202258401
2019-10,애월읍,180762,5652477876
2019-10,연동,372773,11073678454
2019-10,영천동,27863,975708948
2019-10,예래동,18256,725196515
2019-10,오라동,115617,3427772501
2019-10,외도동,165701,4746822728
2019-10,용담1동,48589,1529101989
2019-10,용담2동,107928,3277146966
2019-10,우도면,2905,144372356
2019-10,이도1동,64509,1912233020
2019-10,이도2동,393242,11365105553
2019-10,이호동,29496,942787663
2019-10,일도1동,23204,828816805
2019-10,일도2동,238454,6719354602
2019-10,정방동,11415,460443203
2019-10,조천읍,125596,3921841944
2019-10,중문동,62096,2276363886
2019-10,중앙동,17299,769898336
2019-10,천지동,20342,826461059
2019-10,추자면,3455,125384163
2019-10,표선면,38750,1431101223
2019-10,한경면,27555,940676871
2019-10,한림읍,87469,3054948879
2019-10,화북동,176114,4887367536
2019-10,효돈동,22614,879065662
2019-11,건입동,65447,2147913543
2019-11,구좌읍,49722,1621862330
2019-11,남원읍,56581,2147049922
2019-11,노형동,452760,13373811044
2019-11,대륜동,79082,2702803965
2019-11,대정읍,106996,3424143549
2019-11,대천동,83363,2669000445
2019-11,도두동,20673,726887624
2019-11,동홍동,133919,4474935049
2019-11,봉개동,22495,693977876
2019-11,삼도1동,101021,2965071181
2019-11,삼도2동,58185,1760502139
2019-11,삼양동,167870,4754441018
2019-11,서홍동,63112,2222186525
2019-11,성산읍,49938,1790483533
2019-11,송산동,19790,823962800
2019-11,아라동,241403,6719350930
2019-11,안덕면,48258,1637706178
2019-11,알수없음,5585,196369681
2019-11,애월읍,172420,5491958493
2019-11,연동,354786,10746290130
2019-11,영천동,26555,932300416
2019-11,예래동,17734,674229398
2019-11,오라동,109209,3347915789
2019-11,외도동,160110,4498277862
2019-11,용담1동,45470,1415621881
2019-11,용담2동,103136,3060752452
2019-11,우도면,2761,122016551
2019-11,이도1동,62015,1851655729
2019-11,이도2동,370373,10790383169
2019-11,이호동,27137,840041552
2019-11,일도1동,21538,720107721
2019-11,일도2동,227219,6627585883
2019-11,정방동,10808,408087729
2019-11,조천읍,119268,3660489391
2019-11,중문동,59307,2464064100
2019-11,중앙동,16857,731130768
2019-11,천지동,18438,833748534
2019-11,추자면,3554,118410667
2019-11,표선면,37771,1328253998
2019-11,한경면,25025,864757011
2019-11,한림읍,82888,2971842982
2019-11,화북동,167609,4916902726
2019-11,효돈동,22371,818889421
2019-12,건입동,67271,2326009491
2019-12,구좌읍,51112,1677995037
2019-12,남원읍,57597,2358832170
2019-12,노형동,468864,14539282917
2019-12,대륜동,80914,2799412915
2019-12,대정읍,102294,3535882579
2019-12,대천동,87974,2850321051
2019-12,도두동,21196,784140459
2019-12,동홍동,139881,4883219735
2019-12,봉개동,24128,804064747
2019-12,삼도1동,102023,3122924041
2019-12,삼도2동,58793,1873695363
2019-12,삼양동,175959,5116664176
2019-12,서홍동,65507,2392107401
2019-12,성산읍,52589,1876260855
2019-12,송산동,19601,817353080
2019-12,아라동,248259,7533610231
2019-12,안덕면,49880,1758030934
2019-12,알수없음,5784,179502914
2019-12,애월읍,180618,6104484871
2019-12,연동,368119,11452420672
2019-12,영천동,27578,1008864341
2019-12,예래동,19008,736187593
2019-12,오라동,115496,3652965223
2019-12,외도동,163655,5103154399
2019-12,용담1동,48836,1528072602
2019-12,용담2동,105883,3368687015
2019-12,우도면,2561,106976174
2019-12,이도1동,62915,1989787247
2019-12,이도2동,389348,11891738008
2019-12,이호동,27577,890143198
2019-12,일도1동,21370,787973543
2019-12,일도2동,236722,7248762733
2019-12,정방동,11329,469768292
2019-12,조천읍,122186,4022769031
2019-12,중문동,63064,2483191112
2019-12,중앙동,17896,867140798
2019-12,천지동,20175,832892945
2019-12,추자면,2975,136628478
2019-12,표선면,40297,1410539325
2019-12,한경면,26939,990645566
2019-12,한림읍,84847,3059718489
2019-12,화북동,171650,5290134364
2019-12,효돈동,23662,927411701
2020-01,건입동,64591,2199376505
2020-01,구좌읍,48216,1662043234
2020-01,남원읍,54896,2209610333
2020-01,노형동,446100,13911571758
2020-01,대륜동,76614,2696348519
2020-01,대정읍,101918,3654628318
2020-01,대천동,78616,2780890647
2020-01,도두동,20382,722146286
2020-01,동홍동,136841,5028824931
2020-01,봉개동,22918,758960714
2020-01,삼도1동,95712,3119166026
2020-01,삼도2동,56939,1853296176
2020-01,삼양동,167034,4909486787
2020-01,서홍동,63956,2551116778
2020-01,성산읍,50872,1940059861
2020-01,송산동,18485,850255527
2020-01,아라동,233111,7280723913
2020-01,안덕면,46296,1720193770
2020-01,알수없음,5628,182277366
2020-01,애월읍,169786,5920332825
2020-01,연동,352278,11168872880
2020-01,영천동,25762,972856462
2020-01,예래동,18888,699912133
2020-01,오라동,110141,3621957298
2020-01,외도동,154775,4726504541
2020-01,용담1동,46297,1592890223
2020-01,용담2동,103054,3344603966
2020-01,우도면,2191,97764435
2020-01,이도1동,59720,1895572796
2020-01,이도2동,371146,11564936727
2020-01,이호동,27738,952655719
2020-01,일도1동,21815,788173584
2020-01,일도2동,228270,7200903681
2020-01,정방동,11068,464207916
2020-01,조천읍,113914,3786912775
2020-01,중문동,59732,2399310953
2020-01,중앙동,18558,853581563
2020-01,천지동,20174,826647168
2020-01,추자면,2865,107484234
2020-01,표선면,36867,1361306944
2020-01,한경면,25770,982580903
2020-01,한림읍,81403,3048863475
2020-01,화북동,161328,5179124581
2020-01,효돈동,23040,944955387
2020-02,건입동,58081,1932334160
2020-02,구좌읍,43809,1397173286
2020-02,남원읍,46866,1849987492
2020-02,노형동,404237,11835853905
2020-02,대륜동,68181,2261277151
2020-02,대정읍,93240,3122714120
2020-02,대천동,70651,2241133657
2020-02,도두동,17249,511197796
2020-02,동홍동,122060,4112882167
2020-02,봉개동,21750,672280432
2020-02,삼도1동,88546,2712875987
2020-02,삼도2동,50001,1540509600
2020-02,삼양동,156516,4441620226
2020-02,서홍동,55330,1961624490
2020-02,성산읍,44372,1518201609
2020-02,송산동,17828,660945788
2020-02,아라동,216002,6375541255
2020-02,안덕면,43120,1490346976
2020-02,알수없음,5296,144287056
2020-02,애월읍,152374,4970769830
2020-02,연동,321102,9634699615
2020-02,영천동,23224,750060156
2020-02,예래동,16091,568278103
2020-02,오라동,100023,3014625016
2020-02,외도동,143115,4248972567
2020-02,용담1동,41874,1347399305
2020-02,용담2동,91148,2685692359
2020-02,우도면,2354,80992508
2020-02,이도1동,56367,1677281622
2020-02,이도2동,341409,10107656936
2020-02,이호동,23575,736119640
2020-02,일도1동,17854,579737347
2020-02,일도2동,202482,5883195176
2020-02,정방동,9820,379221054
2020-02,조천읍,106158,3331707048
2020-02,중문동,53058,1822002869
2020-02,중앙동,16070,672012026
2020-02,천지동,16486,699748632
2020-02,추자면,2730,117560582
2020-02,표선면,34767,1120063326
2020-02,한경면,22644,786377224
2020-02,한림읍,73139,2566885527
2020-02,화북동,149184,4475716193
2020-02,효돈동,20095,762292506
2020-03,건입동,63515,2102154780
2020-03,구좌읍,50270,1597845440
2020-03,남원읍,52035,1963966880
2020-03,노형동,450630,12970281610
2020-03,대륜동,78145,2525870905
2020-03,대정읍,104375,3514820160
2020-03,대천동,80255,2600029795
2020-03,도두동,18120,548476060
2020-03,동홍동,135655,4533272810
2020-03,봉개동,24850,823751060
2020-03,삼도1동,99235,2880977780
2020-03,삼도2동,53295,1621065315
2020-03,삼양동,170385,4812160720
2020-03,서홍동,60660,2234034650
2020-03,성산읍,51185,1701518560
2020-03,송산동,19585,737976280
2020-03,아라동,237920,6839785880
2020-03,안덕면,47625,1630749360
2020-03,알수없음,6040,197273750
2020-03,애월읍,169780,5517492375
2020-03,연동,345085,10053396680
2020-03,영천동,25180,839734930
2020-03,예래동,18290,675614910
2020-03,오라동,112100,3447747915
2020-03,외도동,158600,4624688425
2020-03,용담1동,47135,1465749060
2020-03,용담2동,100110,2855166465
2020-03,우도면,3360,124543500
2020-03,이도1동,62785,1797134760
2020-03,이도2동,379460,10867485055
2020-03,이호동,25600,772201700
2020-03,일도1동,19840,688883200
2020-03,일도2동,224500,6502677270
2020-03,정방동,10525,446048300
2020-03,조천읍,117645,3753479595
2020-03,중문동,59265,2017135800
2020-03,중앙동,17165,699588355
2020-03,천지동,17945,683299545
2020-03,추자면,3160,108149900
2020-03,표선면,39075,1246398520
2020-03,한경면,26725,986796600
2020-03,한림읍,80920,2774680315
2020-03,화북동,166740,4900358410
2020-03,효돈동,21400,740560190
2020-04,건입동,63865,2055786262
2020-04,구좌읍,51703,1593327223
2020-04,남원읍,54791,2006436259
2020-04,노형동,453920,13179797313
2020-04,대륜동,79311,2553892454
2020-04,대정읍,101927,3493657345
2020-04,대천동,82099,2607006052
2020-04,도두동,19218,611006268
2020-04,동홍동,138376,4529676476
2020-04,봉개동,25518,761542559
2020-04,삼도1동,98504,2878447669
2020-04,삼도2동,52053,1594483108
2020-04,삼양동,173664,4819633050
2020-04,서홍동,61609,2222871414
2020-04,성산읍,52272,1786870859
2020-04,송산동,18792,699669601
2020-04,아라동,247021,7152908107
2020-04,안덕면,48657,1651335090
2020-04,알수없음,6432,207309895
2020-04,애월읍,170561,5686864375
2020-04,연동,352275,10120161842
2020-04,영천동,26511,899908927
2020-04,예래동,19111,696652395
2020-04,오라동,113794,3445010633
2020-04,외도동,156486,4617968296
2020-04,용담1동,47615,1430372333
2020-04,용담2동,102591,2889018068
2020-04,우도면,3440,130642469
2020-04,이도1동,61735,1873166589
2020-04,이도2동,382236,11017900372
2020-04,이호동,26166,783873895
2020-04,일도1동,19516,631807611
2020-04,일도2동,227425,6666893319
2020-04,정방동,11040,426526824
2020-04,조천읍,121263,3900471484
2020-04,중문동,59418,1990342846
2020-04,중앙동,17321,703662131
2020-04,천지동,17760,665519638
2020-04,추자면,3218,138280591
2020-04,표선면,40505,1336521796
2020-04,한경면,27321,937511998
2020-04,한림읍,82157,2815657375
2020-04,화북동,166981,5073226572
2020-04,효돈동,22653,776379024
2020-05,건입동,71925,2407278063
2020-05,구좌읍,64303,2162521226
2020-05,남원읍,60696,2374787213
2020-05,노형동,517815,15545211214
2020-05,대륜동,87036,2801378197
2020-05,대정읍,121951,4142967886
2020-05,대천동,97066,3059719263
2020-05,도두동,21531,693846064
2020-05,동홍동,148857,5390808815
2020-05,봉개동,29510,1030280348
2020-05,삼도1동,111579,3409075479
2020-05,삼도2동,60874,1906924744
2020-05,삼양동,199158,5771068353
2020-05,서홍동,70716,2580897768
2020-05,성산읍,58941,2093568527
2020-05,송산동,20751,813858591
2020-05,아라동,272185,8397558123
2020-05,안덕면,55774,1950618126
2020-05,알수없음,8414,266037857
2020-05,애월읍,194101,6595906433
2020-05,연동,394416,12036567119
2020-05,영천동,28247,939609373
2020-05,예래동,22064,833505660
2020-05,오라동,127685,4030053423
2020-05,외도동,177696,5364278559
2020-05,용담1동,52742,1620032622
2020-05,용담2동,115272,3542262870
2020-05,우도면,4178,150454654
2020-05,이도1동,71149,2165232061
2020-05,이도2동,431535,12958392935
2020-05,이호동,30110,954802761
2020-05,일도1동,23236,839433171
2020-05,일도2동,256530,7805064463
2020-05,정방동,12556,523268380
2020-05,조천읍,142591,4621925808
2020-05,중문동,68330,2328989440
2020-05,중앙동,19329,817875743
2020-05,천지동,21039,811131627
2020-05,추자면,3421,139788141
2020-05,표선면,46323,1572098927
2020-05,한경면,30158,1116712287
2020-05,한림읍,96077,3447782966
2020-05,화북동,188001,5596834752
2020-05,효돈동,25652,936685749
2020-06,건입동,68355,2217314587
2020-06,구좌읍,59708,1945344694
2020-06,남원읍,56820,2153720509
2020-06,노형동,478702,13733434740
2020-06,대륜동,80359,2547567987
2020-06,대정읍,112548,3724716315
2020-06,대천동,88645,2803272088
2020-06,도두동,20175,662288395
2020-06,동홍동,137937,4741418946
2020-06,봉개동,27672,852553258
2020-06,삼도1동,103985,3031999618
2020-06,삼도2동,57543,1752944702
2020-06,삼양동,179507,4973995493
2020-06,서홍동,64959,2403060881
2020-06,성산읍,56125,1940655591
2020-06,송산동,19905,792593808
2020-06,아라동,253021,7410321365
2020-06,안덕면,51583,1723914335
2020-06,알수없음,8865,297824869
2020-06,애월읍,183124,5892741771
2020-06,연동,363382,10580489562
2020-06,영천동,27297,934919107
2020-06,예래동,20281,747838688
2020-06,오라동,119578,3568854009
2020-06,외도동,168118,4763712715
2020-06,용담1동,48451,1456818379
2020-06,용담2동,104376,2930623888
2020-06,우도면,4335,182775502
2020-06,이도1동,67683,1958558554
2020-06,이도2동,396579,11325963317
2020-06,이호동,26920,838865411
2020-06,일도1동,20538,712188546
2020-06,일도2동,240461,6928532089
2020-06,정방동,11931,447207831
2020-06,조천읍,132705,4151434039
2020-06,중문동,63841,2071626767
2020-06,중앙동,18752,830379684
2020-06,천지동,19287,717484404
2020-06,추자면,3214,125520027
2020-06,표선면,42105,1414310288
2020-06,한경면,27066,985400281
2020-06,한림읍,87328,3169521238
2020-06,화북동,173343,5034293248
2020-06,효돈동,23071,839345874
2020-07,건입동,69904,2218013652
2020-07,구좌읍,62099,1993199116
2020-07,남원읍,61896,2405885355
2020-07,노형동,487593,14329453160
2020-07,대륜동,87067,2792513815
2020-07,대정읍,109575,3773104624
2020-07,대천동,88877,2837819952
2020-07,도두동,21127,717906584
2020-07,동홍동,145061,5204740388
2020-07,봉개동,27924,826762561
2020-07,삼도1동,108459,3260244854
2020-07,삼도2동,58794,1760652593
2020-07,삼양동,183056,5131708438
2020-07,서홍동,66886,2451449701
2020-07,성산읍,58437,2007179623
2020-07,송산동,20553,752512359
2020-07,아라동,260834,7572355375
2020-07,안덕면,52701,1945308384
2020-07,알수없음,6129,212088143
2020-07,애월읍,183694,6042869839
2020-07,연동,379886,11160067768
2020-07,영천동,28173,942841528
2020-07,예래동,22212,826188031
2020-07,오라동,122949,3706747776
2020-07,외도동,172950,4957346418
2020-07,용담1동,50703,1483361073
2020-07,용담2동,108403,3166311494
2020-07,우도면,4152,184330846
2020-07,이도1동,69143,2034484377
2020-07,이도2동,409268,11696893314
2020-07,이호동,27939,871754459
2020-07,일도1동,22107,736230051
2020-07,일도2동,246354,7117788640
2020-07,정방동,12029,465303302
2020-07,조천읍,134028,4141116728
2020-07,중문동,66077,2250800621
2020-07,중앙동,19019,801649402
2020-07,천지동,21001,836650881
2020-07,추자면,3135,129526608
2020-07,표선면,43968,1538136782
2020-07,한경면,29152,1001057189
2020-07,한림읍,90184,3166405131
2020-07,화북동,179097,5179206997
2020-07,효돈동,25920,934851932
2020-08,건입동,76019,2431587029
2020-08,구좌읍,66932,2200399291
2020-08,남원읍,66892,2604583349
2020-08,노형동,518714,15157188605
2020-08,대륜동,91936,3036589950
2020-08,대정읍,120431,4139891740
2020-08,대천동,91299,3060798077
2020-08,도두동,22591,752943567
2020-08,동홍동,158031,5485929254
2020-08,봉개동,28850,911370081
2020-08,삼도1동,115795,3456161762
2020-08,삼도2동,64030,1993833537
2020-08,삼양동,194103,5645452742
2020-08,서홍동,75328,2776825072
2020-08,성산읍,63862,2465630570
2020-08,송산동,22540,892940180
2020-08,아라동,274848,8136525714
2020-08,안덕면,58437,2127662906
2020-08,알수없음,6640,205674492
2020-08,애월읍,198843,6736369767
2020-08,연동,403937,12152697491
2020-08,영천동,29403,1109512215
2020-08,예래동,24194,865785992
2020-08,오라동,129463,4079021348
2020-08,외도동,185835,5417101473
2020-08,용담1동,52898,1765490326
2020-08,용담2동,118833,3495943984
2020-08,우도면,4485,264889627
2020-08,이도1동,71769,2110403225
2020-08,이도2동,439787,12891924644
2020-08,이호동,29110,911014670
2020-08,일도1동,23232,901922595
2020-08,일도2동,260772,7931312137
2020-08,정방동,12635,513924436
2020-08,조천읍,141455,4516197562
2020-08,중문동,68283,2430837472
2020-08,중앙동,20172,886465040
2020-08,천지동,22749,843699393
2020-08,추자면,3106,137689304
2020-08,표선면,46787,1621550976
2020-08,한경면,32027,1201998662
2020-08,한림읍,95960,3680983016
2020-08,화북동,189403,5869295042
2020-08,효돈동,27607,1020424144
2020-09,건입동,72747,2467082637
2020-09,구좌읍,62204,2155606996
2020-09,남원읍,60749,2449919194
2020-09,노형동,491009,14986648922
2020-09,대륜동,85975,3039059944
2020-09,대정읍,113156,4025121762
2020-09,대천동,88007,3038282256
2020-09,도두동,21272,736123240
2020-09,동홍동,148965,5529989747
2020-09,봉개동,26326,855764683
2020-09,삼도1동,111136,3424394811
2020-09,삼도2동,61154,1978157756
2020-09,삼양동,183068,5585851270
2020-09,서홍동,71148,2739581308
2020-09,성산읍,58031,2238406314
2020-09,송산동,21446,910408940
2020-09,아라동,262939,8240483270
2020-09,안덕면,54248,2006553474
2020-09,알수없음,7808,263746722
2020-09,애월읍,188470,6560186788
2020-09,연동,388249,12097196871
2020-09,영천동,28792,1065338464
2020-09,예래동,20646,801794788
2020-09,오라동,119859,3834641164
2020-09,외도동,176429,5467556876
2020-09,용담1동,51808,1665930551
2020-09,용담2동,113165,3567113915
2020-09,우도면,4361,183836394
2020-09,이도1동,68885,2200831215
2020-09,이도2동,414157,12446037578
2020-09,이호동,28023,913228851
2020-09,일도1동,22561,797509516
2020-09,일도2동,247535,7700235300
2020-09,정방동,11704,493576668
2020-09,조천읍,135125,4644876859
2020-09,중문동,65091,2328651234
2020-09,중앙동,18890,907857625
2020-09,천지동,20133,876707278
2020-09,추자면,3330,136294620
2020-09,표선면,43072,1604451522
2020-09,한경면,32435,1300682583
2020-09,한림읍,91068,3401339427
2020-09,화북동,179209,5720820668
2020-09,효돈동,25620,994692273
2020-10,건입동,68711,2315902790
2020-10,구좌읍,60641,1976863695
2020-10,남원읍,60390,2548132183
2020-10,노형동,485118,14092069932
2020-10,대륜동,86098,2839319476
2020-10,대정읍,115599,3950888333
2020-10,대천동,87965,2896840531
2020-10,도두동,20937,667566325
2020-10,동홍동,145661,5039806373
2020-10,봉개동,26370,806800132
2020-10,삼도1동,109366,3247228680
2020-10,삼도2동,59157,1863374752
2020-10,삼양동,180073,5241412033
2020-10,서홍동,69348,2501156311
2020-10,성산읍,54388,1992876740
2020-10,송산동,21109,857179220
2020-10,아라동,262602,7583321752
2020-10,안덕면,54127,1885248155
2020-10,알수없음,8440,303357061
2020-10,애월읍,184267,6291233306
2020-10,연동,379985,11454644738
2020-10,영천동,27395,940649577
2020-10,예래동,19474,809869030
2020-10,오라동,118536,3576373111
2020-10,외도동,174589,5147505857
2020-10,용담1동,50233,1536015111
2020-10,용담2동,110164,3189692900
2020-10,우도면,3958,208981402
2020-10,이도1동,66559,2032953008
2020-10,이도2동,405210,11712566855
2020-10,이호동,26690,821229401
2020-10,일도1동,21611,840522398
2020-10,일도2동,238336,7249169497
2020-10,정방동,11055,443998236
2020-10,조천읍,132197,4277672548
2020-10,중문동,64141,2278215786
2020-10,중앙동,18451,854645987
2020-10,천지동,19158,726247025
2020-10,추자면,3620,137736634
2020-10,표선면,42433,1466604759
2020-10,한경면,30271,1119707134
2020-10,한림읍,85443,3211136879
2020-10,화북동,178337,5308453116
2020-10,효돈동,24925,914701058
2020-11,건입동,68450,2232551732
2020-11,구좌읍,58724,1931285873
2020-11,남원읍,59572,2651747871
2020-11,노형동,468693,14075130838
2020-11,대륜동,83684,2779368222
2020-11,대정읍,109856,3837524236
2020-11,대천동,86481,2801884148
2020-11,도두동,20583,736125798
2020-11,동홍동,144287,4949823626
2020-11,봉개동,25862,887809671
2020-11,삼도1동,104800,3184244494
2020-11,삼도2동,57922,1819800389
2020-11,삼양동,173723,5070681976
2020-11,서홍동,67314,2387487782
2020-11,성산읍,52966,2005971064
2020-11,송산동,20492,884244622
2020-11,아라동,253943,7398939165
2020-11,안덕면,51761,1935848862
2020-11,알수없음,8519,312563299
2020-11,애월읍,178588,6136499627
2020-11,연동,368229,11144937115
2020-11,영천동,27273,966066196
2020-11,예래동,19921,805315518
2020-11,오라동,116780,3602071736
2020-11,외도동,164971,4917144848
2020-11,용담1동,48953,1575677222
2020-11,용담2동,106371,3203439817
2020-11,우도면,3815,195057202
2020-11,이도1동,63623,1888760665
2020-11,이도2동,393254,11638865041
2020-11,이호동,26338,848745539
2020-11,일도1동,21763,707574701
2020-11,일도2동,231379,7160976017
2020-11,정방동,11090,387449493
2020-11,조천읍,126432,4129601310
2020-11,중문동,62003,2256311332
2020-11,중앙동,18945,788900062
2020-11,천지동,20442,811450960
2020-11,추자면,3352,136120783
2020-11,표선면,42506,1589821122
2020-11,한경면,28740,1082188757
2020-11,한림읍,81226,2947492747
2020-11,화북동,168822,5015631389
2020-11,효돈동,24742,896324037
2020-12,건입동,65320,2143873318
2020-12,구좌읍,55373,1788050003
2020-12,남원읍,59485,2390907023
2020-12,노형동,462585,13612729322
2020-12,대륜동,82606,2800405796
2020-12,대정읍,110937,3966505880
2020-12,대천동,86444,2911324825
2020-12,도두동,20229,684019062
2020-12,동홍동,146027,4878169698
2020-12,봉개동,24190,744445541
2020-12,삼도1동,105309,3128230340
2020-12,삼도2동,56016,1736634824
2020-12,삼양동,174724,5040181390
2020-12,서홍동,68127,2416191817
2020-12,성산읍,52183,1849938784
2020-12,송산동,21423,828294135
2020-12,아라동,248513,7282286820
2020-12,안덕면,51975,1887803389
2020-12,알수없음,5869,197864119
2020-12,애월읍,175409,6026457720
2020-12,연동,363586,10950834464
2020-12,영천동,27703,991007655
2020-12,예래동,18394,747717734
2020-12,오라동,113824,3461036463
2020-12,외도동,166608,5034016415
2020-12,용담1동,47158,1478435515
2020-12,용담2동,105376,3028069114
2020-12,우도면,3529,138676379
2020-12,이도1동,63117,1822613947
2020-12,이도2동,387465,11180642607
2020-12,이호동,27107,871209926
2020-12,일도1동,21225,738885966
2020-12,일도2동,228529,6729608992
2020-12,정방동,10082,360885003
2020-12,조천읍,122771,4091131754
2020-12,중문동,61961,2059084180
2020-12,중앙동,19456,900247209
2020-12,천지동,21031,854123936
2020-12,추자면,3530,128578558
2020-12,표선면,42409,1546521931
2020-12,한경면,26370,977264080
2020-12,한림읍,79251,2877238015
2020-12,화북동,168754,5204402279
2020-12,효돈동,24019,885487331
2021-01,건입동,64067,2056839831
2021-01,구좌읍,53400,1724115854
2021-01,남원읍,58074,2370300682
2021-01,노형동,445947,12984637744
2021-01,대륜동,81093,2667910643
2021-01,대정읍,108912,3751035070
2021-01,대천동,82552,2699914764
2021-01,도두동,19453,625007963
2021-01,동홍동,141595,4731105700
2021-01,봉개동,23802,764010894
2021-01,삼도1동,101054,3068006532
2021-01,삼도2동,55979,1697873458
2021-01,삼양동,165933,4827649725
2021-01,서홍동,67223,2403450259
2021-01,성산읍,48654,1661771741
2021-01,송산동,19978,815445043
2021-01,아라동,240253,7058585492
2021-01,안덕면,49387,1761505641
2021-01,알수없음,5348,180676329
2021-01,애월읍,166614,5610814447
2021-01,연동,352085,10428587959
2021-01,영천동,27114,964797322
2021-01,예래동,17845,666315640
2021-01,오라동,110273,3290458126
2021-01,외도동,162551,4834499209
2021-01,용담1동,46280,1402224228
2021-01,용담2동,99731,2911326371
2021-01,우도면,2977,123222990
2021-01,이도1동,61274,1859551737
2021-01,이도2동,374185,10780539176
2021-01,이호동,24971,787840506
2021-01,일도1동,20254,733359180
2021-01,일도2동,220848,6515884511
