base_date,emd_nm,resident_resid_reg_pop,resident_foreign_pop,resident_total_pop
2019-07,봉개동,5209,94,5303
2019-07,삼도1동,13982,148,14130
2019-07,삼도2동,8228,263,8491
2019-07,삼양동,25398,248,25646
2019-07,서홍동,10505,121,10626
2019-07,성산읍,15545,1782,17327
2019-07,송산동,4287,598,4885
2019-07,아라동,34037,1239,35276
2019-07,안덕면,11909,744,12653
2019-07,애월읍,36051,1068,37119
2019-07,연동,41513,2113,43626
2019-07,영천동,5385,189,5574
2019-07,예래동,4069,283,4352
2019-07,오라동,15191,248,15439
2019-07,외도동,21629,294,21923
2019-07,용담1동,7334,85,7419
2019-07,용담2동,15255,258,15513
2019-07,우도면,1871,34,1905
2019-07,이도1동,7690,144,7834
2019-07,이도2동,50038,658,50696
2019-07,이호동,4569,168,4737
2019-07,일도1동,2804,93,2897
2019-07,일도2동,33965,308,34273
2019-07,정방동,2324,115,2439
2019-07,조천읍,24468,595,25063
2019-07,중문동,11279,330,11609
2019-07,중앙동,3802,100,3902
2019-07,천지동,3600,119,3719
2019-07,추자면,1738,327,2065
2019-07,표선면,12369,430,12799
2019-07,한경면,9118,360,9478
2019-07,한림읍,21400,3675,25075
2019-07,화북동,24959,420,25379
2019-07,효돈동,5294,79,5373
2019-08,건입동,9380,260,9640
2019-08,구좌읍,15661,670,16331
2019-08,남원읍,19109,799,19908
2019-08,노형동,53953,2380,56333
2019-08,대륜동,14346,214,14560
2019-08,대정읍,21408,1813,23221
2019-08,대천동,13758,234,13992
2019-08,도두동,3150,153,3303
2019-08,동홍동,22948,1279,24227
2019-08,봉개동,5216,90,5306
2019-08,삼도1동,13951,149,14100
2019-08,삼도2동,8196,266,8462
2019-08,삼양동,25447,256,25703
2019-08,서홍동,10489,118,10607
2019-08,성산읍,15597,1772,17369
2019-08,송산동,4291,606,4897
2019-08,아라동,34195,1232,35427
2019-08,안덕면,11952,746,12698
2019-08,애월읍,36056,1071,37127
2019-08,연동,41522,2163,43685
2019-08,영천동,5385,190,5575
2019-08,예래동,4047,284,4331
2019-08,오라동,15235,252,15487
2019-08,외도동,21663,296,21959
2019-08,용담1동,7321,85,7406
2019-08,용담2동,15238,259,15497
2019-08,우도면,1889,35,1924
2019-08,이도1동,7655,144,7799
2019-08,이도2동,50060,674,50734
2019-08,이호동,4576,175,4751
2019-08,일도1동,2774,90,2864
2019-08,일도2동,33878,315,34193
2019-08,정방동,2304,120,2424
2019-08,조천읍,24456,587,25043
2019-08,중문동,11261,333,11594
2019-08,중앙동,3778,103,3881
2019-08,천지동,3580,120,3700
2019-08,추자면,1737,325,2062
2019-08,표선면,12335,428,12763
2019-08,한경면,9098,360,9458
2019-08,한림읍,21419,3694,25113
2019-08,화북동,24906,415,25321
2019-08,효돈동,5301,81,5382
2019-09,건입동,9380,263,9643
2019-09,구좌읍,15651,672,16323
2019-09,남원읍,19049,811,19860
2019-09,노형동,53953,2463,56416
2019-09,대륜동,14353,226,14579
2019-09,대정읍,21379,1783,23162
2019-09,대천동,13800,234,14034
2019-09,도두동,3151,145,3296
2019-09,동홍동,23023,1278,24301
2019-09,봉개동,5236,92,5328
2019-09,삼도1동,13924,152,14076
2019-09,삼도2동,8214,256,8470
2019-09,삼양동,25461,259,25720
2019-09,서홍동,10451,121,10572
2019-09,성산읍,15606,1790,17396
2019-09,송산동,4274,602,4876
2019-09,아라동,34357,1280,35637
2019-09,안덕면,11981,768,12749
2019-09,애월읍,36110,1084,37194
2019-09,연동,41522,2171,43693
2019-09,영천동,5365,191,5556
2019-09,예래동,4042,282,4324
2019-09,오라동,15266,249,15515
2019-09,외도동,21660,295,21955
2019-09,용담1동,7307,91,7398
2019-09,용담2동,15196,258,15454
2019-09,우도면,1883,32,1915
2019-09,이도1동,7660,155,7815
2019-09,이도2동,50088,676,50764
2019-09,이호동,4545,175,4720
2019-09,일도1동,2775,93,2868
2019-09,일도2동,33885,323,34208
2019-09,정방동,2284,122,2406
2019-09,조천읍,24531,583,25114
2019-09,중문동,11240,339,11579
2019-09,중앙동,3749,102,3851
2019-09,천지동,3560,117,3677
2019-09,추자면,1743,336,2079
2019-09,표선면,12330,445,12775
2019-09,한경면,9065,358,9423
2019-09,한림읍,21388,3696,25084
2019-09,화북동,24872,421,25293
2019-09,효돈동,5301,79,5380
2019-10,건입동,9359,261,9620
2019-10,구좌읍,15605,669,16274
2019-10,남원읍,18990,811,19801
2019-10,노형동,54095,2432,56527
2019-10,대륜동,14374,221,14595
2019-10,대정읍,21348,1784,23132
2019-10,대천동,13804,228,14032
2019-10,도두동,3180,135,3315
2019-10,동홍동,23061,1273,24334
2019-10,봉개동,5230,95,5325
2019-10,삼도1동,13886,156,14042
2019-10,삼도2동,8186,255,8441
2019-10,삼양동,25544,257,25801
2019-10,서홍동,10421,125,10546
2019-10,성산읍,15606,1782,17388
2019-10,송산동,4269,605,4874
2019-10,아라동,34592,1262,35854
2019-10,안덕면,11967,735,12702
2019-10,애월읍,36132,1115,37247
2019-10,연동,41465,2197,43662
2019-10,영천동,5350,195,5545
2019-10,예래동,4014,281,4295
2019-10,오라동,15287,248,15535
2019-10,외도동,21694,301,21995
2019-10,용담1동,7294,94,7388
2019-10,용담2동,15124,263,15387
2019-10,우도면,1882,33,1915
2019-10,이도1동,7656,149,7805
2019-10,이도2동,50081,686,50767
2019-10,이호동,4572,177,4749
2019-10,일도1동,2747,90,2837
2019-10,일도2동,33856,321,34177
2019-10,정방동,2294,125,2419
2019-10,조천읍,24568,587,25155
2019-10,중문동,11233,334,11567
2019-10,중앙동,3747,103,3850
2019-10,천지동,3559,119,3678
2019-10,추자면,1732,335,2067
2019-10,표선면,12309,444,12753
2019-10,한경면,9072,360,9432
2019-10,한림읍,21380,3730,25110
2019-10,화북동,24870,433,25303
2019-10,효돈동,5303,83,5386
2019-11,건입동,9335,252,9587
2019-11,구좌읍,15556,658,16214
2019-11,남원읍,18936,815,19751
2019-11,노형동,54223,2409,56632
2019-11,대륜동,14390,221,14611
2019-11,대정읍,21367,1784,23151
2019-11,대천동,13759,237,13996
2019-11,도두동,3176,131,3307
2019-11,동홍동,23104,1276,24380
2019-11,봉개동,5255,92,5347
2019-11,삼도1동,13867,154,14021
2019-11,삼도2동,8182,267,8449
2019-11,삼양동,25611,262,25873
2019-11,서홍동,10436,126,10562
2019-11,성산읍,15604,1810,17414
2019-11,송산동,4262,606,4868
2019-11,아라동,34727,1270,35997
2019-11,안덕면,11988,726,12714
2019-11,애월읍,36182,1117,37299
2019-11,연동,41474,2208,43682
2019-11,영천동,5351,192,5543
2019-11,예래동,3997,283,4280
2019-11,오라동,15300,250,15550
2019-11,외도동,21720,300,22020
2019-11,용담1동,7250,95,7345
2019-11,용담2동,15084,259,15343
2019-11,우도면,1862,32,1894
2019-11,이도1동,7617,142,7759
2019-11,이도2동,50038,683,50721
2019-11,이호동,4547,184,4731
2019-11,일도1동,2731,88,2819
2019-11,일도2동,33791,323,34114
2019-11,정방동,2289,128,2417
2019-11,조천읍,24614,624,25238
2019-11,중문동,11294,329,11623
2019-11,중앙동,3725,97,3822
2019-11,천지동,3548,117,3665
2019-11,추자면,1735,346,2081
2019-11,표선면,12318,443,12761
2019-11,한경면,9059,368,9427
2019-11,한림읍,21400,3749,25149
2019-11,화북동,24894,429,25323
2019-11,효돈동,5297,80,5377
2019-12,건입동,9311,260,9571
2019-12,구좌읍,15589,643,16232
2019-12,남원읍,18905,802,19707
2019-12,노형동,54222,2389,56611
2019-12,대륜동,14443,214,14657
2019-12,대정읍,21334,1771,23105
2019-12,대천동,13785,225,14010
2019-12,도두동,3186,128,3314
2019-12,동홍동,23118,1271,24389
2019-12,봉개동,5270,93,5363
2019-12,삼도1동,13854,151,14005
2019-12,삼도2동,8174,259,8433
2019-12,삼양동,25702,263,25965
2019-12,서홍동,10433,126,10559
2019-12,성산읍,15557,1781,17338
2019-12,송산동,4286,607,4893
2019-12,아라동,34806,1218,36024
2019-12,안덕면,12023,688,12711
2019-12,애월읍,36233,1112,37345
2019-12,연동,41513,2195,43708
2019-12,영천동,5289,196,5485
2019-12,예래동,3974,273,4247
2019-12,오라동,15334,254,15588
2019-12,외도동,21801,307,22108
2019-12,용담1동,7225,90,7315
2019-12,용담2동,15074,254,15328
2019-12,우도면,1862,30,1892
2019-12,이도1동,7649,147,7796
2019-12,이도2동,49964,691,50655
2019-12,이호동,4569,195,4764
2019-12,일도1동,2724,85,2809
2019-12,일도2동,33683,315,33998
2019-12,정방동,2276,123,2399
2019-12,조천읍,24670,643,25313
2019-12,중문동,11337,328,11665
2019-12,중앙동,3705,93,3798
2019-12,천지동,3544,112,3656
2019-12,추자면,1733,324,2057
2019-12,표선면,12284,438,12722
2019-12,한경면,9037,368,9405
2019-12,한림읍,21365,3715,25080
2019-12,화북동,24855,416,25271
2019-12,효돈동,5291,75,5366
2020-01,건입동,9230,266,9496
2020-01,구좌읍,15549,654,16203
2020-01,남원읍,18864,798,19662
2020-01,노형동,54148,2400,56548
2020-01,대륜동,14477,215,14692
2020-01,대정읍,21354,1784,23138
2020-01,대천동,13756,224,13980
2020-01,도두동,3202,128,3330
2020-01,동홍동,23137,1271,24408
2020-01,봉개동,5272,94,5366
2020-01,삼도1동,13771,149,13920
2020-01,삼도2동,8141,261,8402
2020-01,삼양동,25712,260,25972
2020-01,서홍동,10479,127,10606
2020-01,성산읍,15489,1802,17291
2020-01,송산동,4265,606,4871
2020-01,아라동,34879,1218,36097
2020-01,안덕면,12053,705,12758
2020-01,애월읍,36186,1124,37310
2020-01,연동,41487,2224,43711
2020-01,영천동,5301,194,5495
2020-01,예래동,3983,277,4260
2020-01,오라동,15397,257,15654
2020-01,외도동,21742,316,22058
2020-01,용담1동,7261,92,7353
2020-01,용담2동,15051,258,15309
2020-01,우도면,1860,30,1890
2020-01,이도1동,7688,146,7834
2020-01,이도2동,49953,692,50645
2020-01,이호동,4573,197,4770
2020-01,일도1동,2701,84,2785
2020-01,일도2동,33612,314,33926
2020-01,정방동,2258,123,2381
2020-01,조천읍,24803,651,25454
2020-01,중문동,11365,328,11693
2020-01,중앙동,3676,94,3770
2020-01,천지동,3558,111,3669
2020-01,추자면,1717,327,2044
2020-01,표선면,12248,437,12685
2020-01,한경면,9044,370,9414
2020-01,한림읍,21373,3703,25076
2020-01,화북동,24850,418,25268
2020-01,효돈동,5284,75,5359
2020-02,건입동,9209,273,9482
2020-02,구좌읍,15554,648,16202
2020-02,남원읍,18854,798,19652
2020-02,노형동,54244,2392,56636
2020-02,대륜동,14492,221,14713
2020-02,대정읍,21329,1783,23112
2020-02,대천동,13790,224,14014
2020-02,도두동,3221,130,3351
2020-02,동홍동,23136,1270,24406
2020-02,봉개동,5265,96,5361
2020-02,삼도1동,13743,149,13892
2020-02,삼도2동,8116,267,8383
2020-02,삼양동,25729,260,25989
2020-02,서홍동,10470,120,10590
2020-02,성산읍,15434,1791,17225
2020-02,송산동,4263,605,4868
2020-02,아라동,34955,1186,36141
2020-02,안덕면,12044,694,12738
2020-02,애월읍,36333,1113,37446
2020-02,연동,41486,2249,43735
2020-02,영천동,5281,190,5471
2020-02,예래동,3978,281,4259
2020-02,오라동,15425,258,15683
2020-02,외도동,21757,309,22066
2020-02,용담1동,7241,97,7338
2020-02,용담2동,15051,253,15304
2020-02,우도면,1843,29,1872
2020-02,이도1동,7702,143,7845
2020-02,이도2동,49942,700,50642
2020-02,이호동,4553,193,4746
2020-02,일도1동,2671,81,2752
2020-02,일도2동,33578,314,33892
2020-02,정방동,2259,126,2385
2020-02,조천읍,24937,652,25589
2020-02,중문동,11371,326,11697
2020-02,중앙동,3662,98,3760
2020-02,천지동,3535,110,3645
2020-02,추자면,1729,316,2045
2020-02,표선면,12252,437,12689
2020-02,한경면,9045,371,9416
2020-02,한림읍,21326,3695,25021
2020-02,화북동,24801,412,25213
2020-02,효돈동,5270,74,5344
2020-03,건입동,9202,263,9465
2020-03,구좌읍,15514,625,16139
2020-03,남원읍,18824,791,19615
2020-03,노형동,54193,2353,56546
2020-03,대륜동,14464,214,14678
2020-03,대정읍,21338,1768,23106
2020-03,대천동,13757,217,13974
2020-03,도두동,3202,125,3327
2020-03,동홍동,23187,1245,24432
2020-03,봉개동,5258,95,5353
2020-03,삼도1동,13711,147,13858
2020-03,삼도2동,8075,271,8346
2020-03,삼양동,25756,257,26013
2020-03,서홍동,10451,119,10570
2020-03,성산읍,15341,1766,17107
2020-03,송산동,4245,596,4841
2020-03,아라동,35008,1159,36167
2020-03,안덕면,12020,654,12674
2020-03,애월읍,36359,1074,37433
2020-03,연동,41435,2213,43648
2020-03,영천동,5297,184,5481
2020-03,예래동,3964,271,4235
2020-03,오라동,15522,247,15769
2020-03,외도동,21773,303,22076
2020-03,용담1동,7226,92,7318
2020-03,용담2동,15037,252,15289
2020-03,우도면,1828,26,1854
2020-03,이도1동,7691,134,7825
2020-03,이도2동,50011,683,50694
2020-03,이호동,4560,192,4752
2020-03,일도1동,2676,77,2753
2020-03,일도2동,33493,313,33806
2020-03,정방동,2243,123,2366
2020-03,조천읍,24964,644,25608
2020-03,중문동,11376,325,11701
2020-03,중앙동,3634,96,3730
2020-03,천지동,3546,106,3652
2020-03,추자면,1704,304,2008
2020-03,표선면,12263,424,12687
2020-03,한경면,9050,359,9409
2020-03,한림읍,21280,3662,24942
2020-03,화북동,24743,399,25142
2020-03,효돈동,5287,74,5361
2020-04,건입동,9170,250,9420
2020-04,구좌읍,15433,618,16051
2020-04,남원읍,18813,771,19584
2020-04,노형동,54254,2331,56585
2020-04,대륜동,14461,213,14674
2020-04,대정읍,21313,1765,23078
2020-04,대천동,13839,215,14054
2020-04,도두동,3210,126,3336
2020-04,동홍동,23179,1239,24418
2020-04,봉개동,5272,92,5364
2020-04,삼도1동,13697,154,13851
2020-04,삼도2동,8109,268,8377
2020-04,삼양동,25726,254,25980
2020-04,서홍동,10424,115,10539
2020-04,성산읍,15290,1752,17042
2020-04,송산동,4223,590,4813
2020-04,아라동,35144,1083,36227
2020-04,안덕면,11980,642,12622
2020-04,애월읍,36396,1048,37444
2020-04,연동,41500,2151,43651
2020-04,영천동,5288,181,5469
2020-04,예래동,3954,269,4223
2020-04,오라동,15611,248,15859
2020-04,외도동,21805,305,22110
2020-04,용담1동,7213,91,7304
2020-04,용담2동,15010,248,15258
2020-04,우도면,1812,26,1838
2020-04,이도1동,7686,136,7822
2020-04,이도2동,50040,676,50716
2020-04,이호동,4576,191,4767
2020-04,일도1동,2675,77,2752
2020-04,일도2동,33405,312,33717
2020-04,정방동,2238,124,2362
2020-04,조천읍,24995,651,25646
2020-04,중문동,11390,323,11713
2020-04,중앙동,3634,93,3727
2020-04,천지동,3545,107,3652
2020-04,추자면,1698,296,1994
2020-04,표선면,12286,420,12706
2020-04,한경면,9021,356,9377
2020-04,한림읍,21252,3646,24898
2020-04,화북동,24756,397,25153
2020-04,효돈동,5272,74,5346
2020-05,건입동,9164,245,9409
2020-05,구좌읍,15452,614,16066
2020-05,남원읍,18758,757,19515
2020-05,노형동,54309,2306,56615
2020-05,대륜동,14467,208,14675
2020-05,대정읍,21316,1737,23053
2020-05,대천동,13819,208,14027
2020-05,도두동,3212,121,3333
2020-05,동홍동,23185,1215,24400
2020-05,봉개동,5248,89,5337
2020-05,삼도1동,13671,155,13826
2020-05,삼도2동,8100,262,8362
2020-05,삼양동,25743,250,25993
2020-05,서홍동,10438,117,10555
2020-05,성산읍,15290,1733,17023
2020-05,송산동,4195,583,4778
2020-05,아라동,35281,1069,36350
2020-05,안덕면,11974,642,12616
2020-05,애월읍,36516,1035,37551
2020-05,연동,41528,2129,43657
2020-05,영천동,5261,178,5439
2020-05,예래동,3926,271,4197
2020-05,오라동,15703,250,15953
2020-05,외도동,21866,301,22167
2020-05,용담1동,7203,90,7293
2020-05,용담2동,14992,236,15228
2020-05,우도면,1792,26,1818
2020-05,이도1동,7676,135,7811
2020-05,이도2동,50074,666,50740
2020-05,이호동,4583,184,4767
2020-05,일도1동,2665,79,2744
2020-05,일도2동,33362,314,33676
2020-05,정방동,2231,121,2352
2020-05,조천읍,24976,599,25575
2020-05,중문동,11471,309,11780
2020-05,중앙동,3641,89,3730
2020-05,천지동,3556,105,3661
2020-05,추자면,1696,292,1988
2020-05,표선면,12277,400,12677
2020-05,한경면,9011,392,9403
2020-05,한림읍,21202,3614,24816
2020-05,화북동,24709,392,25101
2020-05,효돈동,5254,71,5325
2020-06,건입동,9150,246,9396
2020-06,구좌읍,15466,611,16077
2020-06,남원읍,18754,752,19506
2020-06,노형동,54345,2290,56635
2020-06,대륜동,14514,211,14725
2020-06,대정읍,21298,1672,22970
2020-06,대천동,13820,202,14022
2020-06,도두동,3230,122,3352
2020-06,동홍동,23166,1202,24368
2020-06,봉개동,5264,90,5354
2020-06,삼도1동,13692,150,13842
2020-06,삼도2동,8067,260,8327
2020-06,삼양동,25724,252,25976
2020-06,서홍동,10416,119,10535
2020-06,성산읍,15302,1724,17026
2020-06,송산동,4198,580,4778
2020-06,아라동,35460,1061,36521
2020-06,안덕면,11940,609,12549
2020-06,애월읍,36616,1030,37646
2020-06,연동,41660,2112,43772
2020-06,영천동,5236,178,5414
2020-06,예래동,3935,273,4208
2020-06,오라동,15730,257,15987
2020-06,외도동,21862,302,22164
2020-06,용담1동,7174,89,7263
2020-06,용담2동,14970,234,15204
2020-06,우도면,1781,24,1805
2020-06,이도1동,7670,136,7806
2020-06,이도2동,50115,667,50782
2020-06,이호동,4602,187,4789
2020-06,일도1동,2669,74,2743
2020-06,일도2동,33333,319,33652
2020-06,정방동,2245,119,2364
2020-06,조천읍,25058,586,25644
2020-06,중문동,11515,309,11824
2020-06,중앙동,3624,86,3710
2020-06,천지동,3568,106,3674
2020-06,추자면,1687,292,1979
2020-06,표선면,12276,395,12671
2020-06,한경면,9061,406,9467
2020-06,한림읍,21198,3604,24802
2020-06,화북동,24670,394,25064
2020-06,효돈동,5255,73,5328
2020-07,건입동,9136,244,9380
2020-07,구좌읍,15499,602,16101
2020-07,남원읍,18762,743,19505
2020-07,노형동,54408,2272,56680
2020-07,대륜동,14538,212,14750
2020-07,대정읍,21328,1631,22959
2020-07,대천동,13826,194,14020
2020-07,도두동,3246,118,3364
2020-07,동홍동,23215,1174,24389
2020-07,봉개동,5278,86,5364
2020-07,삼도1동,13671,148,13819
2020-07,삼도2동,8074,261,8335
2020-07,삼양동,25745,247,25992
2020-07,서홍동,10413,119,10532
2020-07,성산읍,15284,1716,17000
2020-07,송산동,4169,558,4727
2020-07,아라동,35511,1043,36554
2020-07,안덕면,11956,607,12563
2020-07,애월읍,36705,1035,37740
2020-07,연동,41744,2116,43860
2020-07,영천동,5222,181,5403
2020-07,예래동,3938,274,4212
2020-07,오라동,15747,249,15996
2020-07,외도동,21936,297,22233
2020-07,용담1동,7176,89,7265
2020-07,용담2동,14961,227,15188
2020-07,우도면,1778,24,1802
2020-07,이도1동,7664,134,7798
2020-07,이도2동,50136,649,50785
2020-07,이호동,4597,183,4780
2020-07,일도1동,2655,78,2733
2020-07,일도2동,33300,316,33616
2020-07,정방동,2238,120,2358
2020-07,조천읍,25149,583,25732
2020-07,중문동,11533,308,11841
2020-07,중앙동,3608,83,3691
2020-07,천지동,3558,108,3666
2020-07,추자면,1682,284,1966
2020-07,표선면,12290,391,12681
2020-07,한경면,9079,408,9487
2020-07,한림읍,21218,3563,24781
2020-07,화북동,24677,392,25069
2020-07,효돈동,5263,72,5335
2020-08,건입동,9116,240,9356
2020-08,구좌읍,15524,594,16118
2020-08,남원읍,18752,737,19489
2020-08,노형동,54517,2229,56746
2020-08,대륜동,14556,214,14770
2020-08,대정읍,21431,1731,23162
2020-08,대천동,13829,198,14027
2020-08,도두동,3234,116,3350
2020-08,동홍동,23202,1150,24352
2020-08,봉개동,5274,87,5361
2020-08,삼도1동,13655,142,13797
2020-08,삼도2동,8068,259,8327
2020-08,삼양동,25794,245,26039
2020-08,서홍동,10439,116,10555
2020-08,성산읍,15300,1714,17014
2020-08,송산동,4205,519,4724
2020-08,아라동,35937,1017,36954
2020-08,안덕면,11986,580,12566
2020-08,애월읍,36815,1032,37847
2020-08,연동,41678,2078,43756
2020-08,영천동,5202,179,5381
2020-08,예래동,3934,269,4203
2020-08,오라동,15789,249,16038
2020-08,외도동,21927,297,22224
2020-08,용담1동,7159,92,7251
2020-08,용담2동,14925,223,15148
2020-08,우도면,1768,24,1792
2020-08,이도1동,7645,130,7775
2020-08,이도2동,50112,634,50746
2020-08,이호동,4580,185,4765
2020-08,일도1동,2640,79,2719
2020-08,일도2동,33232,316,33548
2020-08,정방동,2217,120,2337
2020-08,조천읍,25168,574,25742
2020-08,중문동,11567,312,11879
2020-08,중앙동,3595,81,3676
2020-08,천지동,3561,108,3669
2020-08,추자면,1681,277,1958
2020-08,표선면,12310,385,12695
2020-08,한경면,9082,406,9488
2020-08,한림읍,21229,3518,24747
2020-08,화북동,24635,389,25024
2020-08,효돈동,5254,74,5328
2020-09,건입동,9101,235,9336
2020-09,구좌읍,15531,597,16128
2020-09,남원읍,18734,729,19463
2020-09,노형동,54498,2186,56684
2020-09,대륜동,14571,209,14780
2020-09,대정읍,21528,1735,23263
2020-09,대천동,13816,198,14014
2020-09,도두동,3237,118,3355
2020-09,동홍동,23258,1107,24365
2020-09,봉개동,5241,87,5328
2020-09,삼도1동,13616,140,13756
2020-09,삼도2동,8078,267,8345
2020-09,삼양동,25779,243,26022
2020-09,서홍동,10439,117,10556
2020-09,성산읍,15297,1692,16989
2020-09,송산동,4202,519,4721
2020-09,아라동,36590,1118,37708
2020-09,안덕면,12008,573,12581
2020-09,애월읍,36810,978,37788
2020-09,연동,41714,2086,43800
2020-09,영천동,5189,178,5367
2020-09,예래동,3933,266,4199
2020-09,오라동,15751,241,15992
2020-09,외도동,21941,302,22243
2020-09,용담1동,7096,94,7190
2020-09,용담2동,14852,223,15075
2020-09,우도면,1752,24,1776
2020-09,이도1동,7680,131,7811
2020-09,이도2동,49986,623,50609
2020-09,이호동,4591,185,4776
2020-09,일도1동,2633,78,2711
2020-09,일도2동,33192,316,33508
2020-09,정방동,2217,119,2336
2020-09,조천읍,25246,569,25815
2020-09,중문동,11589,306,11895
2020-09,중앙동,3584,81,3665
2020-09,천지동,3539,106,3645
2020-09,추자면,1674,276,1950
2020-09,표선면,12346,381,12727
2020-09,한경면,9052,405,9457
2020-09,한림읍,21225,3486,24711
2020-09,화북동,24580,389,24969
2020-09,효돈동,5252,73,5325
2020-10,건입동,9110,239,9349
2020-10,구좌읍,15546,595,16141
2020-10,남원읍,18744,715,19459
2020-10,노형동,54739,2161,56900
2020-10,대륜동,14625,206,14831
2020-10,대정읍,21616,1720,23336
2020-10,대천동,13890,198,14088
2020-10,도두동,3244,111,3355
2020-10,동홍동,23233,1047,24280
2020-10,봉개동,5245,85,5330
2020-10,삼도1동,13589,135,13724
2020-10,삼도2동,8077,261,8338
2020-10,삼양동,25777,243,26020
2020-10,서홍동,10553,122,10675
2020-10,성산읍,15288,1680,16968
2020-10,송산동,4174,491,4665
2020-10,아라동,36776,1093,37869
2020-10,안덕면,11965,548,12513
2020-10,애월읍,36799,988,37787
2020-10,연동,41796,2062,43858
2020-10,영천동,5188,175,5363
2020-10,예래동,3938,259,4197
2020-10,오라동,15757,231,15988
2020-10,외도동,21957,298,22255
2020-10,용담1동,7083,92,7175
2020-10,용담2동,14820,215,15035
2020-10,우도면,1750,23,1773
2020-10,이도1동,7674,125,7799
2020-10,이도2동,50006,614,50620
2020-10,이호동,4596,184,4780
2020-10,일도1동,2615,79,2694
2020-10,일도2동,33188,305,33493
2020-10,정방동,2211,119,2330
2020-10,조천읍,25295,568,25863
2020-10,중문동,11554,304,11858
2020-10,중앙동,3563,79,3642
2020-10,천지동,3526,110,3636
2020-10,추자면,1669,278,1947
2020-10,표선면,12344,378,12722
2020-10,한경면,9049,404,9453
2020-10,한림읍,21246,3421,24667
2020-10,화북동,24546,376,24922
2020-10,효돈동,5245,73,5318
2020-11,건입동,9101,236,9337
2020-11,구좌읍,15557,596,16153
2020-11,남원읍,18757,715,19472
2020-11,노형동,54895,2138,57033
2020-11,대륜동,14652,202,14854
2020-11,대정읍,21720,1708,23428
2020-11,대천동,13986,197,14183
2020-11,도두동,3255,110,3365
2020-11,동홍동,23237,1000,24237
2020-11,봉개동,5239,81,5320
2020-11,삼도1동,13596,132,13728
2020-11,삼도2동,8052,256,8308
2020-11,삼양동,25765,237,26002
2020-11,서홍동,10586,124,10710
2020-11,성산읍,15306,1669,16975
2020-11,송산동,4175,483,4658
2020-11,아라동,36912,1095,38007
2020-11,안덕면,11980,538,12518
2020-11,애월읍,36842,989,37831
2020-11,연동,41801,2045,43846
2020-11,영천동,5207,173,5380
2020-11,예래동,3944,257,4201
2020-11,오라동,15738,224,15962
2020-11,외도동,22014,299,22313
2020-11,용담1동,7072,91,7163
2020-11,용담2동,14792,218,15010
2020-11,우도면,1753,23,1776
2020-11,이도1동,7670,125,7795
2020-11,이도2동,49947,602,50549
2020-11,이호동,4573,185,4758
2020-11,일도1동,2613,82,2695
2020-11,일도2동,33118,295,33413
2020-11,정방동,2203,119,2322
2020-11,조천읍,25328,575,25903
2020-11,중문동,11551,297,11848
2020-11,중앙동,3533,77,3610
2020-11,천지동,3523,110,3633
2020-11,추자면,1671,276,1947
2020-11,표선면,12334,373,12707
2020-11,한경면,9019,395,9414
2020-11,한림읍,21248,3379,24627
2020-11,화북동,24501,369,24870
2020-11,효돈동,5235,73,5308
2020-12,건입동,9091,234,9325
2020-12,구좌읍,15546,583,16129
2020-12,남원읍,18766,703,19469
2020-12,노형동,55087,2103,57190
2020-12,대륜동,14765,198,14963
2020-12,대정읍,21761,1690,23451
2020-12,대천동,13921,189,14110
2020-12,도두동,3262,105,3367
2020-12,동홍동,23233,989,24222
2020-12,봉개동,5285,87,5372
2020-12,삼도1동,13586,133,13719
2020-12,삼도2동,8005,270,8275
2020-12,삼양동,25837,242,26079
2020-12,서홍동,10618,128,10746
2020-12,성산읍,15412,1660,17072
2020-12,송산동,4171,487,4658
2020-12,아라동,37070,1067,38137
2020-12,안덕면,11982,541,12523
2020-12,애월읍,36913,985,37898
2020-12,연동,41910,2006,43916
2020-12,영천동,5199,172,5371
2020-12,예래동,3938,262,4200
2020-12,오라동,15746,220,15966
2020-12,외도동,22055,298,22353
2020-12,용담1동,7050,90,7140
2020-12,용담2동,14798,216,15014
2020-12,우도면,1740,26,1766
2020-12,이도1동,7683,125,7808
2020-12,이도2동,49834,589,50423
2020-12,이호동,4572,174,4746
2020-12,일도1동,2584,80,2664
2020-12,일도2동,33062,291,33353
2020-12,정방동,2196,119,2315
2020-12,조천읍,25339,566,25905
2020-12,중문동,11586,291,11877
2020-12,중앙동,3519,73,3592
2020-12,천지동,3524,112,3636
2020-12,추자면,1677,286,1963
2020-12,표선면,12325,366,12691
2020-12,한경면,9029,393,9422
2020-12,한림읍,21249,3360,24609
2020-12,화북동,24456,363,24819
2020-12,효돈동,5253,71,5324
2021-01,건입동,9042,237,9279
2021-01,구좌읍,15512,587,16099
2021-01,남원읍,18756,696,19452
2021-01,노형동,55106,2077,57183
2021-01,대륜동,14826,196,15022
2021-01,대정읍,21816,1687,23503
2021-01,대천동,13900,183,14083
2021-01,도두동,3270,100,3370
2021-01,동홍동,23187,979,24166
2021-01,봉개동,5287,85,5372
2021-01,삼도1동,13579,136,13715
2021-01,삼도2동,7949,264,8213
2021-01,삼양동,25844,235,26079
2021-01,서홍동,10743,131,10874
2021-01,성산읍,15397,1656,17053
2021-01,송산동,4145,478,4623
2021-01,아라동,37416,1045,38461
2021-01,안덕면,12034,534,12568
2021-01,애월읍,36936,968,37904
2021-01,연동,41908,1991,43899
