base_date,emd_nm,long_resd_pop_cnt,long_work_pop_cnt,long_visit_pop_cnt,long_nationality_AUS,long_nationality_BGD,long_nationality_CAN,long_nationality_CHN,long_nationality_DEU,long_nationality_EGY,long_nationality_ETC,long_nationality_FRA,long_nationality_GBR,long_nationality_IDN,long_nationality_IND,long_nationality_JPN,long_nationality_KAZ,long_nationality_KGZ,long_nationality_KHM,long_nationality_LKA,long_nationality_MGL,long_nationality_MMR,long_nationality_MYS,long_nationality_NGR,long_nationality_NPL,long_nationality_NZL,long_nationality_PAK,long_nationality_PHL,long_nationality_RUS,long_nationality_THA,long_nationality_TWN,long_nationality_UKR,long_nationality_USA,long_nationality_UZB,long_nationality_VNM
2018-10,대륜동,136134.21460000004,19437.538000000004,116829.62020000002,456,6,861,1479,147,6,1245,63,623,1059,47,770,146,1,663,183,67,59,387,0,230,311,5,983,920,43,654,3,1183,131,1394
2018-10,대정읍,668537.4884000003,19972.6382,333278.0564999999,768,85,843,1488,301,0,1296,292,773,1488,747,274,627,2,1271,1439,718,732,703,0,1013,983,22,916,72,858,953,0,1230,40,1488
2018-10,대천동,90622.55050000003,9172.5258,76521.7882,263,1,592,1480,10,8,1298,19,96,695,74,181,83,2,722,46,31,38,491,0,780,24,45,584,284,61,143,2,959,116,1184
2018-10,도두동,55223.503400000016,10747.8224,58066.68920000001,159,1,206,1394,7,2,688,8,151,569,68,120,23,4,836,59,148,56,61,1,276,30,34,107,308,140,522,95,622,74,655
2018-10,동홍동,223075.2082,22167.811100000006,74110.70109999999,541,47,776,1488,16,3,1178,13,375,1202,107,866,64,4,733,48,73,100,31,0,738,29,85,891,41,109,42,5,1036,706,1137
2018-10,봉개동,52938.019700000004,5200.1099,61394.1475,47,14,239,1313,1,1,401,23,19,1425,28,120,7,20,63,733,285,944,4,1,840,12,227,126,44,359,16,2,819,59,1312
2018-10,삼도1동,78397.08440000002,10829.5902,49935.85230000001,15,0,610,1433,31,0,1130,6,64,296,164,104,36,1,59,19,200,5,11,0,450,1,25,349,176,450,40,2,615,750,862
2018-10,삼도2동,99698.07310000001,4051.107499999999,84129.38739999999,45,598,294,1436,19,1,989,54,22,565,275,497,91,31,401,199,98,336,3,112,351,37,122,342,567,45,904,2,874,101,910
2018-10,삼양동,86512.944,5118.301599999999,38519.62879999999,4,2,88,1413,2,0,785,7,62,340,21,726,4,29,758,659,666,319,2,0,1149,81,186,774,26,7,12,0,381,30,1146
2018-10,서홍동,51058.45189999997,628.5245,32816.4275,59,1,405,1451,18,1,386,40,31,45,11,66,16,1,369,13,19,125,8,0,718,9,3,288,13,8,13,0,752,7,775
2018-10,성산읍,327008.6414,21772.793599999997,184361.72770000005,567,9,1055,1488,43,6,1215,158,209,1488,795,660,776,1,779,980,227,826,44,1,868,55,69,831,716,705,75,33,1201,42,1401
2018-10,송산동,43950.88620000001,9183.895700000001,71419.9955,541,13,313,1336,40,1,540,65,17,930,357,9,5,0,7,504,40,20,4,0,16,2,59,220,115,39,4,2,845,54,1336
2018-10,아라동,1023879.8280000001,40886.277,185512.93439999997,883,758,1228,1488,30,1,1271,23,777,640,1484,1227,79,43,66,1283,1382,806,13,4,795,42,1488,1126,734,505,77,3,1123,1368,1442
2018-10,안덕면,1118457.7896000003,150757.46140000003,241294.30549999993,826,141,1311,1488,42,18,1332,572,911,1423,678,1444,84,76,765,388,716,189,1088,0,1089,1040,146,1040,299,953,1099,21,1484,762,1471
2018-10,애월읍,752249.1715999999,86365.09820000002,608808.0173000001,1428,687,1185,1488,158,2,1464,189,467,1481,697,937,711,238,1226,1010,473,1156,780,1,1471,766,299,1167,1434,1478,316,365,1429,607,1488
2018-10,연동,1886925.2707999998,251587.27780000004,517965.3636,767,105,1084,1488,126,2,1367,252,825,646,774,1122,697,784,913,1126,1283,1120,719,0,1476,38,754,1189,1132,641,1100,135,1304,757,1441
2018-10,영천동,79104.38529999998,4260.1374,83834.79560000001,80,0,149,1480,34,1,1240,14,65,1043,14,38,7,9,115,679,32,774,17,0,853,36,227,816,51,327,13,1,930,1240,1262
2018-10,예래동,141040.1719,28191.406300000006,119444.38010000001,720,41,1146,1488,162,117,1397,109,265,800,202,578,208,18,210,68,374,766,133,0,513,118,130,296,338,138,123,35,1359,87,868
2018-10,오라동,130698.07139999999,17583.699500000002,113051.1722,137,44,707,1487,4,0,1271,20,74,967,138,206,274,13,123,189,286,394,47,0,777,4,84,235,782,164,711,6,780,200,1080
2018-10,외도동,83685.9997,5236.880900000002,53138.01810000001,33,4,289,1458,14,0,792,1,9,742,4,515,37,508,373,45,53,586,27,1,895,12,85,946,225,353,5,0,661,369,845
2018-10,용담1동,28919.5271,2022.1862,34687.5355,17,1,56,1148,1,0,213,14,10,271,14,27,51,15,32,189,62,24,0,6,440,3,40,105,49,10,237,0,226,12,694
2018-10,용담2동,85441.02039999998,31540.494400000003,165776.4384,200,170,509,1476,107,22,1336,94,344,864,163,367,134,59,84,167,808,140,211,9,829,76,130,327,454,405,880,26,1258,104,1049
2018-10,우도면,15096.685200000002,2494.5770999999995,98247.4667,4,0,64,1204,3,4,443,4,21,1314,31,22,1,0,3,39,5,7,3,4,2,0,17,14,16,0,17,3,224,2,1263
2018-10,이도1동,53986.73819999998,9058.294600000001,87403.4681,27,76,495,1429,6,1,956,17,30,387,73,450,18,11,94,126,427,108,5,0,542,16,98,747,290,111,214,3,1040,384,1118
2018-10,이도2동,354290.5738999999,24749.937900000004,157992.09209999995,331,209,1063,1487,10,3,1467,722,740,338,215,813,26,18,223,171,799,34,33,1,689,11,278,796,685,640,771,0,1023,336,1175
2018-10,이호동,84151.70339999998,3448.3811000000005,43794.0407,32,0,83,1407,7,0,586,6,37,277,15,57,17,5,777,660,55,73,4,1,970,7,26,189,174,367,141,29,747,773,421
2018-10,일도1동,22233.9254,10738.7746,52714.29219999998,11,15,241,1376,6,1,751,31,17,949,238,127,61,7,100,125,37,17,4,1,680,3,35,565,88,109,54,2,222,41,700
2018-10,일도2동,169776.3864,1876.2673,55243.680799999995,253,2,451,1375,1,0,928,26,37,584,58,658,119,10,781,141,124,41,0,1,404,14,65,848,360,459,257,0,1041,63,1004
2018-10,정방동,90111.45620000002,11696.037499999999,96796.71979999999,60,1,371,1482,117,2,669,117,302,897,45,81,88,1,18,17,36,47,45,0,74,1,6,897,166,84,33,2,711,13,1252
2018-10,조천읍,392137.98020000005,34706.8369,169262.26329999996,111,47,1040,1485,191,6,1117,102,346,1416,106,806,608,673,813,1427,867,1457,99,55,987,493,204,1239,128,689,58,269,1263,833,1479
2018-10,중문동,198280.6882,2436.6932000000006,120526.74870000001,562,39,994,1479,50,19,1253,18,400,1123,238,343,455,2,119,40,527,46,137,0,1268,21,14,682,573,43,63,27,1388,63,1333
2018-10,중앙동,47926.63350000001,4372.4044,48231.63530000001,55,1,557,1295,36,3,704,3,20,163,36,75,596,0,124,55,2,16,4,0,50,6,4,480,49,505,11,0,885,39,307
2018-10,천지동,12289.529499999999,747.4770000000001,37996.8933,21,1,133,1232,148,1,231,20,41,662,4,45,39,2,5,4,24,1,20,0,91,0,6,215,35,11,44,0,297,9,926
2018-10,추자면,25387.1382,5740.8339000000005,125076.6473,51,48,23,1278,4,1,703,10,55,1284,160,21,13,3,377,869,91,662,3,4,1019,17,86,163,30,128,32,3,338,12,1473
2018-10,표선면,274975.055,16120.370899999998,115670.18860000001,81,1,1024,1484,8,4,1187,41,283,1390,69,288,658,1,500,946,858,897,22,0,1060,45,832,798,718,748,82,4,1116,784,1352
2018-10,한경면,175699.69510000004,6761.933399999999,96168.1917,71,84,630,1416,39,3,1075,41,626,1363,503,43,2,10,824,1120,49,751,21,0,1190,69,699,790,59,703,16,3,470,9,1340
2018-10,한림읍,952231.6905,140088.70790000004,324159.634,78,539,758,1488,310,1,1487,116,474,1488,488,704,531,588,1197,1434,837,1470,13,4,1413,834,516,1261,445,1453,35,13,1188,154,1488
2018-10,화북동,238226.77710000004,22435.578900000004,53975.1167,5,1,718,1451,3,0,1399,3,160,249,40,757,6,670,782,1090,741,1298,2,0,1165,24,704,1342,45,730,9,3,800,761,923
2018-10,효돈동,40051.7627,1771.8374,19892.2745,33,0,52,1236,3,1,125,2,16,379,9,14,4,0,717,847,22,64,0,0,100,2,11,741,21,2,3,1,746,173,253
2018-11,건입동,119064.48710000001,23498.260099999996,136937.7402,26,105,309,1392,1,0,785,10,43,1374,257,463,29,5,369,354,206,1108,43,4,736,48,267,1039,548,22,471,0,795,68,1241
2018-11,구좌읍,319899.9138999999,25198.654400000007,116233.84810000003,22,19,696,1416,32,7,1246,58,152,1365,213,529,51,9,769,1088,224,1270,82,0,1440,98,719,1237,495,89,96,1,1052,659,1416
2018-11,남원읍,313271.6735999999,24104.006599999997,218641.5677,135,14,273,1440,62,2,1077,266,119,1440,795,68,744,34,1318,1218,178,1328,50,1,1430,715,148,743,364,206,62,31,1354,175,1440
2018-11,노형동,1459577.9455999997,170480.90329999998,480393.96050000004,831,320,1150,1440,28,1,1350,511,805,1352,361,927,165,305,1437,1058,1351,1342,305,0,1438,53,100,1208,939,792,990,67,1292,1022,1440
2018-11,대륜동,135087.6636,27462.226199999997,127777.00270000001,882,3,1024,1440,74,37,1209,49,654,1217,86,678,111,26,741,170,144,90,363,59,630,625,24,749,567,180,730,2,1267,135,1386
2018-11,대정읍,679922.3558,25061.7481,314158.4043000001,815,56,818,1440,350,0,1010,360,866,1438,745,435,618,2,1289,1429,759,716,806,0,1028,1158,85,787,93,1268,862,1,1246,63,1411
2018-11,대천동,77428.15080000002,8259.462599999997,68228.08439999996,230,1,537,1400,25,2,886,3,130,719,58,85,257,2,787,7,43,54,533,3,775,25,11,375,227,64,134,1,1354,19,1142
2018-11,도두동,52295.041000000005,3404.4576,56910.966499999995,92,1,225,1408,31,9,743,38,137,330,43,145,122,3,607,7,114,72,30,1,218,33,5,115,293,177,417,100,541,59,617
2018-11,동홍동,237913.78459999998,17517.124499999998,88423.87999999999,407,1,774,1425,3,23,939,67,322,1261,80,703,96,1,1189,83,49,265,40,1,723,31,64,1402,63,188,33,0,1317,707,1224
2018-11,봉개동,51070.25519999999,4970.246600000001,73956.36219999999,5,12,113,1413,6,1,394,7,27,1372,141,157,7,13,174,790,146,1030,5,0,1240,5,142,123,58,215,72,2,967,127,1379
2018-11,삼도1동,84133.4482,15828.249400000002,42290.752799999995,25,2,640,1163,0,0,1098,4,45,408,116,172,21,0,33,70,208,16,5,0,413,1,30,334,218,564,28,0,692,744,892
2018-11,삼도2동,87227.1918,3073.074700000001,83314.41629999998,13,249,305,1360,32,35,944,15,46,786,337,427,49,10,473,183,112,214,42,0,387,15,160,384,613,60,779,0,924,78,840
2018-11,삼양동,86663.6195,5724.6107,39670.4308,10,16,142,1140,0,0,711,3,40,390,18,713,2,9,1028,584,610,331,2,0,673,48,98,738,23,129,138,0,320,39,1006
2018-11,서홍동,62522.7957,1484.0286000000006,28686.397100000002,49,0,285,1031,2,2,326,26,17,31,7,90,21,0,288,21,22,512,15,0,720,1,0,263,26,26,5,0,776,10,576
2018-11,성산읍,301862.2140999999,27487.061500000003,149674.50519999999,83,28,762,1440,43,8,1395,216,40,1429,736,726,720,28,818,1030,223,781,69,6,1219,17,41,826,697,780,97,4,1094,40,1430
2018-11,송산동,38677.87210000001,6734.0873,75177.4445,488,0,197,1190,5,0,464,39,21,1085,54,45,20,0,15,616,12,38,3,0,11,13,7,70,0,108,41,0,1151,92,1363
2018-11,아라동,1058698.4016,43099.194899999995,164942.95239999995,749,1052,972,1440,5,0,1219,12,710,832,1419,1053,53,22,86,1425,1371,747,82,0,893,22,1392,1151,744,178,118,3,1431,735,1409
2018-11,안덕면,1093726.9333,160512.35170000003,197156.4423,1232,25,1025,1440,149,8,1429,638,1322,1414,674,1371,135,15,841,522,339,273,1127,0,900,1039,21,1048,384,870,923,5,1429,799,1257
2018-11,애월읍,824452.1790999998,76175.74580000002,647050.9234,1370,701,1115,1440,45,16,1440,129,520,1440,714,876,891,316,1344,1183,497,1193,732,2,1359,124,123,1380,1419,1243,279,295,1431,724,1440
2018-11,연동,1850633.2032999997,262854.57660000003,427105.9069999999,647,70,964,1440,49,2,1417,268,834,851,895,982,581,735,657,967,1201,1285,742,0,1385,119,684,1320,1119,516,1056,112,1374,505,1417
2018-11,영천동,82540.7012,2293.8151000000003,81301.23090000001,31,1,431,1439,4,3,789,12,23,1212,153,41,17,0,147,354,23,814,3,3,900,33,363,772,48,393,3,0,978,834,1299
2018-11,예래동,126824.39430000001,26110.407600000002,97724.55830000003,668,13,1008,1439,24,8,1397,10,263,809,149,550,53,98,157,56,400,682,96,0,475,20,45,198,93,105,88,1,1314,19,976
2018-11,오라동,127410.01520000001,9309.771499999999,129086.3104,75,39,683,1434,4,1,1187,15,92,817,60,203,80,88,44,281,365,557,42,0,972,50,44,150,611,106,764,0,811,296,1275
2018-11,외도동,98198.21170000003,7793.2043,45116.59649999999,32,8,302,1367,1,0,723,42,48,642,64,482,38,474,272,6,66,651,33,0,772,3,43,857,192,360,10,4,491,332,940
2018-11,용담1동,37991.837400000004,429.24500000000006,31590.855,5,11,66,1159,0,0,404,5,4,129,28,56,16,39,9,54,62,42,16,0,378,3,9,131,99,26,190,0,204,4,693
2018-11,용담2동,81914.1588,28733.255499999996,143392.9737,258,135,523,1440,40,31,1409,135,235,950,234,436,178,39,121,57,788,222,212,1,759,57,100,320,321,517,859,34,1176,136,1199
2018-11,우도면,6751.9367,2170.6303000000003,86336.94330000001,1,7,26,1020,0,1,193,11,11,1328,45,20,5,0,32,17,11,24,2,0,22,9,0,7,10,3,18,0,342,6,1341
2018-11,이도1동,63583.7968,13760.710400000002,73588.20380000002,13,62,417,1371,2,0,818,15,112,348,231,529,8,50,153,104,289,121,34,0,654,4,98,706,266,96,313,0,945,428,922
2018-11,이도2동,316046.58100000006,31268.7729,161479.16420000006,259,559,776,1440,7,2,1367,457,824,459,690,825,5,9,256,190,766,80,43,0,566,23,291,883,635,649,799,0,1256,234,1292
2018-11,이호동,79525.0851,6679.1799,45195.69279999999,51,1,180,1422,6,1,538,17,19,362,43,29,49,1,666,689,22,97,7,24,838,4,14,232,126,349,186,12,667,679,497
2018-11,일도1동,23602.498600000006,7161.9488999999985,44921.37960000001,10,21,141,1239,1,0,834,6,24,881,126,104,41,2,73,137,30,67,12,0,690,4,102,547,53,176,29,0,255,33,619
2018-11,일도2동,135906.5133,2948.0433,65726.8518,62,1,411,1415,0,0,851,37,65,942,105,680,126,11,570,184,135,46,3,17,680,8,52,780,388,450,317,0,811,41,1233
2018-11,정방동,70636.6055,19302.5251,95422.45749999999,53,1,313,1440,29,31,594,77,267,998,40,81,35,2,32,26,17,57,45,0,339,11,101,955,38,51,51,0,694,7,1149
2018-11,조천읍,348614.6041,28527.667,165904.34950000004,44,33,884,1440,8,3,1204,56,137,1384,113,791,533,1051,731,1288,403,1438,108,0,952,703,191,1020,160,746,31,1,1371,377,1433
2018-11,중문동,188479.21790000008,12295.260899999996,192356.47869999995,581,61,945,1440,6,5,1341,79,451,1397,162,277,56,2,125,60,462,52,100,10,845,13,43,733,483,73,53,0,1092,75,1431
2018-11,중앙동,44653.117,4956.658799999999,47582.650699999984,42,0,636,1385,0,8,758,33,40,127,12,80,483,0,124,43,7,69,4,0,122,14,9,400,27,502,69,0,802,26,548
2018-11,천지동,12647.928899999999,1184.2794,36077.5819,6,2,215,1198,39,0,380,25,20,658,11,49,62,1,24,13,18,53,23,0,121,8,10,177,14,59,41,1,266,5,843
2018-11,추자면,29838.3545,3867.8124000000007,170134.46429999996,2,50,24,1365,0,0,735,22,7,1362,152,8,3,1,242,1067,97,588,38,25,1096,2,188,177,35,104,19,0,158,5,1439
2018-11,표선면,257462.62459999995,16200.171600000001,101042.26109999997,33,88,1255,1345,4,30,1355,139,221,1414,152,402,574,2,275,1043,471,868,32,0,1155,25,776,826,708,738,24,1,1125,730,1366
2018-11,한경면,169634.39570000002,6423.866,89465.0461,20,65,584,1361,6,0,1198,35,625,1368,255,26,9,8,883,1086,110,703,25,0,1399,57,665,732,41,651,12,0,431,29,1393
2018-11,한림읍,875491.1984999999,99496.69979999999,307586.98900000006,107,668,1018,1440,254,1,1411,17,442,1440,579,600,496,197,1380,1426,1151,1428,61,0,1440,459,437,983,435,1385,31,4,1248,69,1440
2018-11,화북동,243426.84910000002,27287.029000000002,52342.5021,5,6,827,1145,1,0,1148,2,81,273,16,728,11,288,879,1166,555,1418,1,4,1376,12,754,1158,69,553,84,0,815,746,921
2018-11,효돈동,43558.76879999999,3814.5618000000004,20162.3552,33,0,16,893,0,0,118,7,4,566,31,24,2,0,761,1300,8,75,5,1,224,3,62,734,8,77,3,0,1058,156,365
2018-12,건입동,130082.1147,22950.980700000007,141103.7906,39,137,175,1477,65,0,696,50,98,1469,143,419,49,14,325,840,199,1031,51,5,739,5,111,1139,529,43,507,1,769,83,1469
2018-12,구좌읍,310413.7334,30095.921,106859.3589,81,146,671,1439,7,2,1133,24,30,1471,131,670,40,2,792,1200,328,1236,34,0,1488,77,279,1195,569,50,152,0,1180,115,1485
2018-12,남원읍,316886.08269999997,29799.312299999998,234156.4493,226,87,415,1451,7,0,1104,212,124,1488,540,88,759,306,1020,1407,97,1363,7,1,1397,254,86,978,437,211,69,0,1261,155,1438
2018-12,노형동,1533676.4275999998,164890.59139999998,417310.4919000001,974,487,1073,1488,22,6,1449,487,743,1399,216,940,65,380,1426,1003,1342,844,867,0,1488,77,45,1337,562,983,1269,32,1271,1283,1487
2018-12,대륜동,159547.0995,30865.735599999993,107600.9632,985,1,1062,1488,49,0,1063,5,569,1163,10,758,206,0,662,336,68,39,370,0,663,730,3,921,700,114,684,0,1096,330,1297
2018-12,대정읍,640434.3003999998,20031.718500000003,273272.8363,860,40,858,1474,402,0,1478,397,957,1488,727,257,339,1,1445,1308,736,734,586,0,1206,860,49,747,6,1360,771,28,1245,131,1437
2018-12,대천동,86805.45240000001,8499.0386,65637.39390000001,216,0,650,1464,6,0,846,0,94,630,1,71,421,0,741,68,22,9,846,0,882,22,3,159,229,82,120,0,932,41,1039
2018-12,도두동,61906.38709999999,7195.52,68762.3387,688,3,178,1460,3,0,670,22,141,601,37,105,83,3,446,27,58,14,38,0,241,88,44,94,244,232,393,78,589,52,671
2018-12,동홍동,275324.0449,17457.9849,89532.0688,668,3,831,1433,3,0,1000,46,370,1173,88,710,286,0,753,107,40,120,35,0,828,13,13,836,68,88,33,0,1170,723,1315
2018-12,봉개동,47684.9183,7691.685,81208.02000000002,17,42,153,1407,0,0,717,4,9,1248,351,468,2,13,254,493,119,898,4,0,1258,4,242,162,28,335,9,0,814,72,1425
2018-12,삼도1동,90810.34519999998,11669.303600000003,47637.042100000006,59,2,641,1243,7,1,951,7,59,608,41,115,8,5,28,66,191,7,53,0,547,25,15,498,181,437,75,1,657,806,854
2018-12,삼도2동,81326.55810000001,6975.759100000002,83407.0337,78,60,242,1463,16,0,1212,19,28,1168,486,461,37,5,564,113,168,303,44,1,309,7,77,599,667,63,795,2,520,124,636
2018-12,삼양동,86781.80060000003,8978.216600000003,35497.5639,31,7,144,1185,1,0,902,0,50,259,7,731,6,3,781,768,1039,248,15,0,888,8,164,697,7,178,98,0,387,40,1040
2018-12,서홍동,62676.36570000001,2358.9700000000007,84631.92899999999,91,0,197,1324,1,0,427,14,36,980,495,32,88,0,321,136,31,342,23,0,1211,9,3,313,15,34,5,0,785,48,1303
2018-12,성산읍,332238.7393,24313.5762,189716.8054,196,109,1052,1487,14,0,1406,41,35,1488,754,819,888,8,744,1488,159,1147,88,0,854,53,33,821,969,842,379,0,1004,52,1477
2018-12,송산동,42421.0012,5129.4954,156354.6508,480,1,230,1314,1,0,446,62,6,1248,196,11,42,0,13,647,16,3,2,0,75,4,425,189,2,55,15,0,761,248,1404
2018-12,아라동,1054786.0269,41382.924499999994,167249.54379999998,865,1488,1325,1488,10,2,1101,8,776,727,1471,857,220,11,149,1409,1410,747,58,1,1096,98,1042,1024,1406,198,61,22,1426,778,1457
2018-12,안덕면,910877.9752999999,131675.7741,220522.20260000002,891,100,1180,1488,50,0,1318,539,892,1418,544,1262,35,9,914,611,177,255,1320,0,1124,1194,17,1158,224,868,886,58,1458,829,1337
2018-12,애월읍,822827.9532,99721.1781,617440.4511999999,911,941,1146,1488,183,41,1488,19,353,1488,776,924,342,174,1408,1249,432,1457,692,0,1488,509,53,1336,1395,1487,319,277,1442,400,1488
2018-12,연동,1952173.1073,255421.72430000003,498935.9993000001,728,345,1085,1488,130,1,1476,132,753,1193,719,932,229,124,451,704,985,1004,795,0,1433,91,257,843,1050,473,865,133,1387,518,1406
2018-12,영천동,89310.19040000002,9930.2909,149490.76959999997,105,1,318,1414,2,1,925,4,10,1461,293,26,30,0,338,166,9,792,11,2,947,2,74,748,12,471,7,24,918,1416,1465
2018-12,예래동,123379.64129999999,37940.17549999999,96199.3119,661,29,1018,1488,8,0,1370,29,117,804,120,350,74,2,218,383,378,755,79,0,704,187,31,205,143,51,74,2,1311,92,893
2018-12,오라동,128564.5926,13519.6122,145792.3366,185,146,1172,1456,12,0,1377,10,66,956,126,196,183,8,72,357,347,663,49,0,1060,29,25,300,630,134,289,15,805,229,1368
2018-12,외도동,97654.05120000002,11665.3861,49925.8631,44,5,186,1395,4,1,722,1,45,627,28,696,12,505,188,36,131,557,4,0,955,5,3,935,70,387,39,4,468,268,1241
2018-12,용담1동,38802.0002,339.83919999999995,31132.896300000004,34,3,74,1243,1,0,338,11,14,138,4,35,5,1,26,92,29,49,15,0,466,2,8,32,94,12,112,0,151,19,683
2018-12,용담2동,82895.98539999999,33060.854699999996,152918.71349999998,299,110,654,1479,43,0,1354,30,363,1016,116,449,307,46,78,134,513,197,275,0,895,159,91,308,562,565,862,37,1210,128,1085
2018-12,우도면,6280.630400000001,4004.6536,108671.67870000003,6,0,14,795,0,0,259,9,14,1386,56,10,0,0,4,10,28,4,0,0,11,12,0,1,11,0,9,0,222,2,1268
2018-12,이도1동,63070.2521,14407.2049,83628.7912,54,79,350,1480,30,0,626,10,49,855,432,576,88,12,57,136,233,26,14,0,848,7,42,1062,836,93,422,7,852,402,886
2018-12,이도2동,346202.9962,26224.761800000007,158809.28960000002,235,782,868,1487,8,0,1267,245,712,615,913,865,47,82,211,148,782,113,5,0,754,88,293,816,630,386,729,0,1063,191,1129
2018-12,이호동,91301.15990000001,4267.8236,42246.837700000004,66,1,105,1420,2,1,293,2,19,589,2,12,45,7,743,717,10,51,10,0,688,39,2,191,55,383,167,10,681,622,821
2018-12,일도1동,24225.7683,4651.6459,58387.81719999998,19,7,56,1198,10,0,724,9,35,1184,353,76,10,3,47,185,83,34,15,0,610,3,28,397,79,200,40,2,198,57,689
2018-12,일도2동,145760.96979999996,3100.147299999999,79088.28390000001,95,9,338,1488,1,0,1192,27,38,1056,91,636,20,1,551,144,70,36,3,14,746,6,79,904,596,484,219,0,745,75,1203
2018-12,정방동,87804.2798,26123.898699999998,190396.99520000003,97,1,196,1473,5,3,534,76,236,1147,62,86,86,0,42,29,12,6,51,0,143,3,2,1043,18,96,29,0,615,10,1348
2018-12,조천읍,393255.9898,18140.847600000005,139415.8131,145,74,1047,1486,15,2,1477,13,104,1356,254,778,320,785,741,1465,576,1367,31,0,1291,649,168,1363,138,475,60,1,1285,121,1456
2018-12,중문동,221795.14999999997,17724.671599999998,117942.00379999999,627,23,914,1488,11,0,1356,5,195,1326,59,72,54,15,53,412,520,26,91,0,1028,30,31,649,776,37,40,0,989,40,1367
2018-12,중앙동,41566.4358,4484.060200000001,60097.582599999994,61,0,596,1411,2,0,550,6,9,437,48,79,444,1,181,30,9,12,7,0,154,10,8,420,9,472,18,0,944,57,664
2018-12,천지동,10824.861499999999,2167.1226999999994,77199.4261,37,1,117,1308,1,4,636,30,14,905,37,30,83,1,77,34,0,13,54,0,435,5,0,340,8,13,66,0,204,21,990
2018-12,추자면,41856.02890000002,9133.097899999999,206237.98349999997,67,84,65,1462,0,0,462,3,0,1480,328,10,5,9,432,946,39,669,28,2,1228,4,130,137,8,202,14,6,145,3,1475
2018-12,표선면,246292.70430000007,20338.709199999998,115484.67720000003,30,68,1300,1448,2,0,1476,2,378,1315,169,346,172,12,464,1298,462,878,7,0,1318,5,835,821,672,699,60,0,1020,746,1421
2018-12,한경면,173689.58850000004,10275.4226,79901.12130000001,92,128,619,1459,3,0,906,4,682,1441,149,8,0,0,899,1163,79,878,2,0,1336,14,703,726,48,593,31,0,812,17,1339
2018-12,한림읍,910941.7198000001,136618.98090000002,406702.15860000014,136,577,948,1488,138,0,1407,3,322,1488,751,691,152,504,1479,1407,800,1469,64,0,1477,384,68,1051,114,1385,94,82,1112,76,1488
2018-12,화북동,273779.39530000003,21565.192000000003,41316.949599999985,7,12,846,974,1,0,1324,3,78,488,47,753,25,237,685,1129,667,1151,2,4,1197,15,603,1135,48,509,5,0,737,744,974
2018-12,효돈동,49008.20250000001,1420.2564000000002,30394.2608,65,0,67,894,1,0,741,1,0,725,3,14,14,0,742,841,6,29,2,0,327,0,85,781,55,33,1,0,1166,135,564
2019-01,건입동,97093.2384,24755.4113,150816.92140000002,77,79,98,1435,23,0,697,2,71,1458,104,380,88,1,292,725,84,1150,17,0,722,13,227,1114,431,7,455,8,829,104,1392
2019-01,구좌읍,269939.40009999997,28651.90529999999,148924.47919999994,76,289,513,1461,55,0,1191,1,64,1485,65,378,213,0,835,1470,435,1401,150,0,1488,55,509,962,517,106,104,2,983,190,1340
2019-01,남원읍,319216.90869999997,24808.796,315597.6687,130,75,214,1425,5,0,1259,470,134,1488,62,159,751,0,794,1329,173,1409,35,0,1471,20,112,814,187,103,28,1,1146,140,1488
2019-01,노형동,1283937.9459000002,136756.12960000001,500281.85810000007,919,349,1030,1488,15,0,1331,308,1168,1247,165,847,87,526,971,1124,942,1049,741,2,1488,64,64,1384,749,749,962,51,1305,830,1487
2019-01,대륜동,150424.06070000003,26474.536199999995,173062.75430000003,811,0,1095,1488,5,0,1201,33,619,1434,7,652,349,2,699,385,55,218,379,0,689,909,9,745,685,84,691,3,1268,68,1439
2019-01,대정읍,638762.1863,34407.75749999999,422084.32710000005,1229,72,1036,1474,598,0,1406,329,1382,1488,739,288,502,2,1463,1443,908,782,709,3,1170,923,26,744,25,1452,1317,142,1321,91,1439
2019-01,대천동,80147.61830000002,10584.104700000004,90466.5169,160,3,693,1465,1,0,888,23,410,835,1,64,422,1,786,34,41,47,603,0,932,13,4,100,220,17,177,0,1238,11,1177
2019-01,도두동,61817.984400000016,5187.537999999999,81375.90830000001,664,1,186,1410,2,0,634,9,85,747,41,165,85,10,622,32,60,25,64,0,230,10,53,80,335,199,488,76,448,46,725
2019-01,동홍동,241609.63689999998,14142.5895,125142.01050000002,583,24,840,1486,1,0,1209,6,275,1335,67,630,82,0,731,41,39,223,10,0,1323,64,28,1282,89,112,48,4,1039,745,1459
2019-01,봉개동,41140.68300000001,2672.234499999999,119579.88330000002,6,88,198,1334,1,0,497,0,3,1388,107,214,6,48,135,550,147,1233,8,0,1306,32,147,110,30,195,27,1,900,188,1446
2019-01,삼도1동,76342.9699,13115.6913,59058.118,13,24,618,1405,65,0,927,2,79,568,38,370,0,2,58,64,168,3,3,0,447,0,12,359,203,524,24,0,651,731,791
2019-01,삼도2동,89592.41889999999,5978.8427,85779.21960000001,76,93,208,1366,12,0,1217,5,26,1030,426,444,37,6,591,126,176,286,47,0,341,36,31,718,538,40,740,0,529,145,653
2019-01,삼양동,84389.91850000001,2968.3353000000006,55093.90550000001,4,33,230,1375,1,0,773,0,52,282,53,726,7,9,807,704,732,280,7,0,746,25,152,973,30,223,71,0,591,21,802
