base_date,emd_nm,waste_em_cnt,waste_em_g,waste_pay_amt
2019-07,삼양동,63531,127378250,3805579
2019-07,서홍동,21594,52257450,1561777
2019-07,성산읍,10931,62051614,1857266
2019-07,송산동,10514,34753550,1030516
2019-07,아라동,73778,146464000,4366542
2019-07,안덕면,10481,35578550,1064767
2019-07,애월읍,5287,9908000,295935
2019-07,연동,117094,230929350,6897382
2019-07,영천동,6745,31923300,955965
2019-07,예래동,5660,19188095,574269
2019-07,오라동,35209,73058550,2157827
2019-07,외도동,56477,112283300,3354354
2019-07,용담1동,20411,41799350,1248838
2019-07,용담2동,41712,80724950,2411361
2019-07,이도1동,25037,53054350,1585331
2019-07,이도2동,136950,273172800,8156392
2019-07,이호동,11623,25321400,756730
2019-07,일도1동,7801,21474250,642259
2019-07,일도2동,95426,186412550,5568619
2019-07,정방동,8598,30868450,923935
2019-07,중문동,28340,74250181,2168097
2019-07,중앙동,14032,58491700,1736396
2019-07,천지동,11983,40244150,1204332
2019-07,표선면,6921,31228127,905240
2019-07,화북동,74129,134815950,4025948
2019-07,효돈동,1107,3888150,116382
2019-08,건입동,26561,50759250,1516091
2019-08,남원읍,19078,66347550,1983554
2019-08,노형동,152487,285216650,8518837
2019-08,대륜동,27051,60755300,1798886
2019-08,대정읍,36484,105859200,3163967
2019-08,대천동,29686,62450130,1859211
2019-08,도두동,8766,20959850,626580
2019-08,동홍동,61215,134502400,4007463
2019-08,봉개동,9645,17698900,528605
2019-08,삼도1동,39762,79567550,2377200
2019-08,삼도2동,24765,46484250,1357175
2019-08,삼양동,63800,118668400,3544190
2019-08,서홍동,22292,52004550,1543127
2019-08,성산읍,11207,63509160,1898064
2019-08,송산동,10184,33028800,978392
2019-08,아라동,73928,141699350,4223233
2019-08,안덕면,12171,42604400,1275129
2019-08,애월읍,5390,9669800,288777
2019-08,연동,118698,228375261,6818997
2019-08,영천동,5479,26368400,789671
2019-08,예래동,5903,20235490,605590
2019-08,오라동,35696,70181500,2071006
2019-08,외도동,57207,107713250,3217145
2019-08,용담1동,21097,42579500,1272182
2019-08,용담2동,41736,78100000,2332584
2019-08,이도1동,24913,51229450,1530698
2019-08,이도2동,134060,259693200,7752570
2019-08,이호동,11645,24983650,746617
2019-08,일도1동,7466,20834500,623113
2019-08,일도2동,94476,175443050,5239807
2019-08,정방동,8613,29941650,896039
2019-08,중문동,28978,77137792,2240299
2019-08,중앙동,14570,60424950,1789290
2019-08,천지동,12011,39771150,1190117
2019-08,표선면,6502,30137218,890482
2019-08,화북동,75355,130354050,3891885
2019-08,효돈동,1207,4501400,134745
2019-09,건입동,24806,47534600,1419870
2019-09,남원읍,17315,57377000,1715490
2019-09,노형동,139536,253510600,7570769
2019-09,대륜동,24430,52395650,1549657
2019-09,대정읍,22135,51079250,1524478
2019-09,대천동,27059,55161400,1643849
2019-09,도두동,7896,18552500,554606
2019-09,동홍동,58112,125995299,3756475
2019-09,봉개동,9301,16732150,499657
2019-09,삼도1동,37519,72046850,2152076
2019-09,삼도2동,21979,40115250,1184629
2019-09,삼양동,58756,108093245,3213099
2019-09,서홍동,20694,46899350,1384363
2019-09,성산읍,8344,49593693,1472978
2019-09,송산동,9460,27761100,820609
2019-09,아라동,68472,125690350,3747065
2019-09,안덕면,6661,22078850,660723
2019-09,알수없음,320,482950,14410
2019-09,애월읍,4749,8122000,242512
2019-09,연동,108349,202175700,6036109
2019-09,영천동,3784,16944600,507387
2019-09,예래동,5123,16327346,488551
2019-09,오라동,35307,66121150,1948733
2019-09,외도동,52843,96168350,2871861
2019-09,용담1동,19488,38817250,1159663
2019-09,용담2동,37849,69717350,2082069
2019-09,이도1동,23084,47155800,1408877
2019-09,이도2동,123165,229571300,6852361
2019-09,이호동,10648,22081450,659759
2019-09,일도1동,6892,18767250,561271
2019-09,일도2동,88184,159734600,4770119
2019-09,정방동,8079,26725050,799786
2019-09,중문동,26520,66762079,1956612
2019-09,중앙동,13635,57634900,1708760
2019-09,천지동,11572,38101350,1140119
2019-09,표선면,5349,24986098,726409
2019-09,화북동,68654,117706750,3514191
2019-09,효돈동,1155,3830650,114632
2019-10,건입동,22040,40734600,1216507
2019-10,남원읍,16754,57174300,1710048
2019-10,노형동,129982,223797811,6681364
2019-10,대륜동,23606,49536650,1466479
2019-10,대정읍,29849,77633150,2318561
2019-10,대천동,26275,51590000,1538099
2019-10,도두동,7376,18124000,541885
2019-10,동홍동,54550,114124900,3396919
2019-10,봉개동,8754,14864800,443781
2019-10,삼도1동,33462,60155000,1796298
2019-10,삼도2동,19399,34224250,1015174
2019-10,삼양동,53732,92665885,2751084
2019-10,서홍동,19001,42088700,1242240
2019-10,성산읍,8527,51296900,1530550
2019-10,송산동,8847,25903350,768732
2019-10,아라동,64201,111021800,3305345
2019-10,안덕면,8470,28175450,843214
2019-10,알수없음,424,550350,16407
2019-10,애월읍,4479,7338950,219056
2019-10,연동,102100,182421200,5445097
2019-10,영천동,3702,16214500,485536
2019-10,예래동,4794,15295791,457710
2019-10,오라동,31604,56696450,1674216
2019-10,외도동,49311,85114050,2541051
2019-10,용담1동,17876,35074400,1047782
2019-10,용담2동,34583,63211900,1887755
2019-10,이도1동,21091,44486050,1329397
2019-10,이도2동,113367,202196250,6034006
2019-10,이호동,9695,19865800,593574
2019-10,일도1동,6787,19784150,591813
2019-10,일도2동,80858,138858500,4145518
2019-10,정방동,7776,26476800,792364
2019-10,중문동,25393,63536085,1864706
2019-10,중앙동,13141,53181250,1575818
2019-10,천지동,11085,36603200,1095323
2019-10,표선면,5447,25509020,760932
2019-10,화북동,62491,101150900,3018939
2019-10,효돈동,1115,3985050,119272
2019-11,건입동,20387,40990100,1224609
2019-11,구좌읍,593,2720350,81464
2019-11,남원읍,15041,55376450,1656190
2019-11,노형동,121182,230736200,6892263
2019-11,대륜동,22345,50189350,1484372
2019-11,대정읍,33506,99774700,2981811
2019-11,대천동,24704,53151631,1584999
2019-11,도두동,6909,18902350,565329
2019-11,동홍동,50938,116633800,3471068
2019-11,봉개동,8296,15031050,448860
2019-11,삼도1동,30136,58742500,1754747
2019-11,삼도2동,18375,35060900,1033139
2019-11,삼양동,50101,93866750,2788372
2019-11,서홍동,17979,43400700,1283492
2019-11,성산읍,7814,47126600,1405686
2019-11,송산동,7997,23879300,708524
2019-11,아라동,59590,113050500,3370877
2019-11,안덕면,9059,32506550,972986
2019-11,알수없음,439,621300,18531
2019-11,애월읍,6869,15380950,459809
2019-11,연동,94404,183488850,5479842
2019-11,영천동,3583,17172150,514277
2019-11,예래동,4293,14201095,424996
2019-11,오라동,27070,55212450,1641064
2019-11,외도동,45676,86091200,2571381
2019-11,용담1동,16803,35593650,1063698
2019-11,용담2동,31786,63714550,1903462
2019-11,이도1동,20385,47579550,1422304
2019-11,이도2동,105018,206554050,6166818
2019-11,이호동,8809,20064600,599737
2019-11,일도1동,6550,19832500,593334
2019-11,일도2동,76358,145292200,4339782
2019-11,정방동,7162,25792200,771992
2019-11,조천읍,1024,3136800,93841
2019-11,중문동,23433,63947036,1880079
2019-11,중앙동,12922,54153800,1605622
2019-11,천지동,10840,38178700,1142666
2019-11,표선면,4955,26473950,793010
2019-11,한경면,238,877750,26283
2019-11,한림읍,620,2279550,68273
2019-11,화북동,59138,104822800,3129891
2019-11,효돈동,1078,3928600,117585
2019-12,건입동,19300,43076900,1287491
2019-12,구좌읍,2942,11540750,345481
2019-12,남원읍,14964,60409100,1806276
2019-12,노형동,117990,247186350,7386443
2019-12,대륜동,21921,55227750,1633171
2019-12,대정읍,30188,102687000,3070106
2019-12,대천동,23135,53564700,1597133
2019-12,도두동,6527,17385050,519908
2019-12,동홍동,49347,123632700,3681748
2019-12,봉개동,7950,15966250,477011
2019-12,삼도1동,28876,64189500,1918519
2019-12,삼도2동,17166,35540150,1048907
2019-12,삼양동,49182,102451450,3043774
2019-12,서홍동,17069,44950900,1334698
2019-12,성산읍,8005,47381500,1412121
2019-12,송산동,7295,24298850,720326
2019-12,아라동,58317,120968950,3606766
2019-12,안덕면,8997,35027700,1048622
2019-12,알수없음,460,828350,24741
2019-12,애월읍,13387,40070100,1198886
2019-12,연동,91744,199559550,5961710
2019-12,영천동,3357,17544750,525532
2019-12,예래동,3980,15437297,462149
2019-12,오라동,26760,59647100,1782693
2019-12,외도동,44655,92350950,2759384
2019-12,용담1동,16518,38401950,1147933
2019-12,용담2동,29930,65067300,1944552
2019-12,이도1동,19349,49508100,1480430
2019-12,이도2동,101481,222595500,6648882
2019-12,이호동,8373,20094800,600749
2019-12,일도1동,6293,20720650,620027
2019-12,일도2동,73379,158402800,4733854
2019-12,정방동,5959,24014250,718945
2019-12,조천읍,5650,19805800,592629
2019-12,중문동,22029,65819186,1936920
2019-12,중앙동,13023,59806750,1775734
2019-12,천지동,10425,40600150,1215363
2019-12,표선면,4708,25286650,757445
2019-12,한경면,1189,3832350,114706
2019-12,한림읍,8178,31493650,942906
2019-12,화북동,57709,113107650,3378836
2019-12,효돈동,1019,4291900,128487
2020-01,건입동,20359,45356150,1355578
2020-01,구좌읍,5800,21059800,630380
2020-01,남원읍,15805,68767000,2056671
2020-01,노형동,108198,234382600,7004780
2020-01,대륜동,21953,57458199,1698951
2020-01,대정읍,30696,104173150,3113333
2020-01,대천동,23785,58420100,1742931
2020-01,도두동,6581,18797900,562288
2020-01,동홍동,49731,132288450,3939798
2020-01,봉개동,8060,16561850,494851
2020-01,삼도1동,29949,70070100,2094580
2020-01,삼도2동,15603,33954800,1001306
2020-01,삼양동,49621,108895450,3234919
2020-01,서홍동,15526,43321100,1295737
2020-01,성산읍,9759,53259250,1585672
2020-01,송산동,7237,25218900,744928
2020-01,아라동,50934,110772750,3303545
2020-01,안덕면,9399,37625800,1126491
2020-01,알수없음,388,645900,19279
2020-01,애월읍,18289,58435300,1748666
2020-01,연동,77081,173357100,5179415
2020-01,영천동,3344,17786350,532747
2020-01,예래동,4167,17346942,519386
2020-01,오라동,26824,62218300,1859830
2020-01,외도동,41858,92336746,2759670
2020-01,용담1동,16978,39746300,1188153
2020-01,용담2동,30237,67781500,2025895
2020-01,이도1동,19049,51342000,1535470
2020-01,이도2동,99481,229944100,6869890
2020-01,이호동,8681,23302900,696904
2020-01,일도1동,6356,22040850,659634
2020-01,일도2동,75178,168618250,5039814
2020-01,정방동,5893,24773550,741728
2020-01,조천읍,10538,33574800,1003044
2020-01,중문동,22288,69866086,2063872
2020-01,중앙동,12394,58053400,1723085
2020-01,천지동,10239,41595800,1245347
2020-01,표선면,4422,24304300,728048
2020-01,한경면,2855,11322700,338989
2020-01,한림읍,13042,49632850,1485891
2020-01,화북동,58976,119860500,3581188
2020-01,효돈동,824,3431850,102741
2020-02,건입동,18554,40314100,1204862
2020-02,구좌읍,6097,19992650,598248
2020-02,남원읍,14605,61501550,1838582
2020-02,노형동,112953,241766400,7225016
2020-02,대륜동,21164,53111950,1569011
2020-02,대정읍,31001,97979349,2928064
2020-02,대천동,22735,53765750,1603740
2020-02,도두동,6079,16045750,479894
2020-02,동홍동,46334,122315350,3643758
2020-02,봉개동,7796,15622400,466748
2020-02,삼도1동,27917,61990800,1852694
2020-02,삼도2동,14806,31296400,923964
2020-02,삼양동,47844,103103700,3062420
2020-02,서홍동,14629,40153050,1200977
2020-02,성산읍,8833,43668750,1301112
2020-02,송산동,6633,22466700,664009
2020-02,아라동,55782,117567400,3502877
2020-02,안덕면,8489,34189050,1023587
2020-02,알수없음,187,337600,10075
2020-02,애월읍,19199,58395800,1747240
2020-02,연동,86995,184990350,5525399
2020-02,영천동,3071,14006350,419440
2020-02,예래동,3699,13627046,407904
2020-02,오라동,25411,57683650,1724132
2020-02,외도동,43481,94108700,2812395
2020-02,용담1동,15367,35311750,1055498
2020-02,용담2동,28910,61018600,1823355
2020-02,이도1동,17733,45066950,1347590
2020-02,이도2동,98520,221645750,6620851
2020-02,이호동,8372,21174500,633123
2020-02,일도1동,5638,16871700,504740
2020-02,일도2동,70367,153378350,4583854
2020-02,정방동,5570,21198250,634594
2020-02,조천읍,11046,33456300,999864
2020-02,중문동,20652,61061781,1802421
2020-02,중앙동,11448,50037600,1481874
2020-02,천지동,9974,38546400,1153935
2020-02,표선면,4703,22631468,674260
2020-02,한경면,3101,11589200,346952
2020-02,한림읍,12264,46197050,1382985
2020-02,화북동,57567,114810400,3429921
2020-02,효돈동,968,3685450,110325
2020-03,건입동,19812,40335450,1205108
2020-03,구좌읍,7258,22170750,663286
2020-03,남원읍,16239,62658150,1871340
2020-03,노형동,125089,255138700,7623245
2020-03,대륜동,23648,56525400,1671571
2020-03,대정읍,32870,103538750,3093839
2020-03,대천동,25061,57795350,1723274
2020-03,도두동,6373,16070150,480556
2020-03,동홍동,49689,122303100,3642445
2020-03,봉개동,8563,15780450,471281
2020-03,삼도1동,29934,63840650,1907768
2020-03,삼도2동,15696,31831100,937548
2020-03,삼양동,53093,109838850,3263260
2020-03,서홍동,16255,42033800,1256945
2020-03,성산읍,9955,46373628,1333478
2020-03,송산동,7579,24734100,732471
2020-03,아라동,63040,125026900,3726467
2020-03,안덕면,9668,36068850,1079715
2020-03,애월읍,23171,66494950,1989196
2020-03,연동,96062,193495350,5778052
2020-03,영천동,3509,14617800,437644
2020-03,예래동,4111,14309895,428298
2020-03,오라동,27508,59354850,1773744
2020-03,외도동,48054,98399600,2940074
2020-03,용담1동,16189,35536300,1062031
2020-03,용담2동,31151,61010900,1822597
2020-03,이도1동,20235,48128850,1438830
2020-03,이도2동,108624,231274250,6906917
2020-03,이호동,9196,21279150,636080
2020-03,일도1동,5899,17045250,509873
2020-03,일도2동,76929,159747800,4773211
2020-03,정방동,6123,21544300,644791
2020-03,조천읍,14303,41512450,1241600
2020-03,중문동,23026,63941232,1885660
2020-03,중앙동,12066,51396000,1521022
2020-03,천지동,10464,38935750,1165470
2020-03,표선면,5875,24271100,726692
2020-03,한경면,3932,14581450,436546
2020-03,한림읍,14316,52561750,1573349
2020-03,화북동,62259,119211150,3560755
2020-03,효돈동,999,3641900,109007
2020-04,건입동,18703,36668950,1095412
2020-04,구좌읍,7488,21849950,653628
2020-04,남원읍,15672,59824450,1786816
2020-04,노형동,116837,226073450,6753460
2020-04,대륜동,22566,51090800,1505634
2020-04,대정읍,31888,95039599,2839668
2020-04,대천동,23923,51288700,1528880
2020-04,도두동,5890,14195400,424392
2020-04,동홍동,46209,107296750,3195453
2020-04,봉개동,8157,14598650,435924
2020-04,삼도1동,28097,56606000,1691147
2020-04,삼도2동,15209,29979550,883959
2020-04,삼양동,48902,95539210,2838289
2020-04,서홍동,15418,37353700,1116770
2020-04,성산읍,9863,42885800,1276845
2020-04,송산동,7604,27067150,802912
2020-04,아라동,58275,111515050,3323313
2020-04,안덕면,9656,35376349,1058947
2020-04,애월읍,23199,66115500,1977823
2020-04,연동,89161,173115250,5169094
2020-04,영천동,3340,13762750,412072
2020-04,예래동,4097,13601944,407023
2020-04,오라동,25770,53100000,1586646
2020-04,외도동,45059,89160650,2663518
2020-04,용담1동,15099,31146900,930685
2020-04,용담2동,29818,57175200,1707810
2020-04,이도1동,18783,43521000,1300983
2020-04,이도2동,101094,204602850,6109457
2020-04,이호동,8327,18466400,551919
2020-04,일도1동,5680,16343050,488898
2020-04,일도2동,71736,139834000,4177087
2020-04,정방동,5846,19841800,593800
2020-04,조천읍,14120,38425250,1149271
2020-04,중문동,22017,59149528,1750149
2020-04,중앙동,11299,47551400,1409186
2020-04,천지동,10139,35160350,1052297
2020-04,표선면,6189,24914300,745909
2020-04,한경면,4181,14346100,429403
2020-04,한림읍,14513,52242650,1563718
2020-04,화북동,58277,105266900,3143589
2020-04,효돈동,968,3389450,101449
2020-05,건입동,21611,40943550,1222972
2020-05,구좌읍,9516,27501450,822671
2020-05,남원읍,17574,63544800,1898050
2020-05,노형동,132995,249341150,7447431
2020-05,대륜동,24730,57743441,2566208
2020-05,대정읍,37916,110405348,3299551
2020-05,대천동,26363,55578850,1656863
2020-05,도두동,6872,16621200,496904
2020-05,동홍동,52324,120417978,4004644
2020-05,봉개동,9086,15886600,474318
2020-05,삼도1동,32271,62806100,1876093
2020-05,삼도2동,18126,35372900,1039187
2020-05,삼양동,55436,104476200,3099654
2020-05,서홍동,16819,39287850,1174439
2020-05,성산읍,11917,52756684,1562003
2020-05,송산동,8454,30771900,911381
2020-05,아라동,66911,125904100,3751985
2020-05,안덕면,11779,41537000,1243221
2020-05,애월읍,29041,80917650,2420785
2020-05,연동,102397,193430500,5774664
2020-05,영천동,3892,16905200,506191
2020-05,예래동,5065,16806245,502957
2020-05,오라동,29580,59632400,1781578
2020-05,외도동,50993,98045200,2928697
2020-05,용담1동,17593,34807400,1039841
2020-05,용담2동,34583,62409650,1863725
2020-05,이도1동,21339,48859650,1460524
2020-05,이도2동,117204,228796850,6830373
2020-05,이호동,9975,21388150,639153
2020-05,일도1동,6393,18849200,563905
2020-05,일도2동,82689,153382400,4580837
2020-05,정방동,6134,20607000,616651
2020-05,조천읍,17139,47353700,1416464
2020-05,중문동,25448,65612387,1942950
2020-05,중앙동,12371,49194500,1457515
2020-05,천지동,11394,39646300,1186545
2020-05,표선면,7464,30647673,1331138
2020-05,한경면,5304,18264400,546681
2020-05,한림읍,17614,61167800,1830830
2020-05,화북동,67119,117300450,3502309
2020-05,효돈동,1037,3591550,107497
2020-06,건입동,20591,40283450,1203386
2020-06,구좌읍,9180,25651800,767268
2020-06,남원읍,18020,63109150,1884639
2020-06,노형동,122308,226997876,6731271
2020-06,대륜동,23663,53387563,2029213
2020-06,대정읍,36214,103177347,3082455
2020-06,대천동,25899,54499299,1625207
2020-06,도두동,6829,16569750,495387
2020-06,동홍동,53363,121853705,3999253
2020-06,봉개동,8841,16575149,495062
2020-06,삼도1동,29910,58721055,1748512
2020-06,삼도2동,18461,37503450,1104854
2020-06,삼양동,47912,89653250,2656546
2020-06,서홍동,17108,39029650,1166578
2020-06,성산읍,11813,58983672,1650031
2020-06,송산동,8869,31989550,948505
2020-06,아라동,60043,112703700,3357659
2020-06,안덕면,11814,42982400,1286533
2020-06,알수없음,574,836200,24954
2020-06,애월읍,30249,78356550,2343428
2020-06,연동,93671,174126550,5198046
2020-06,영천동,4041,17383200,520481
2020-06,예래동,5206,18336343,548782
2020-06,오라동,29489,58819899,1757194
2020-06,외도동,46765,88248849,2635421
2020-06,용담1동,16649,33887649,1012434
2020-06,용담2동,32160,58453350,1745581
2020-06,이도1동,20107,43676550,1305313
2020-06,이도2동,111012,222943362,7512848
2020-06,이호동,8996,18843700,563072
2020-06,일도1동,6109,18194950,544319
2020-06,일도2동,77662,143034450,4271612
2020-06,정방동,5293,17835950,533815
2020-06,조천읍,20172,51258650,1532897
2020-06,중문동,26003,63883576,1890148
2020-06,중앙동,11374,43100800,1279816
2020-06,천지동,11091,37713450,1128654
2020-06,표선면,7988,40698877,4194745
2020-06,한경면,5109,17065400,510736
2020-06,한림읍,17365,55895800,1672689
2020-06,화북동,64976,116089950,3462718
2020-06,효돈동,1085,3550000,106235
2020-07,건입동,25261,46323350,1383433
2020-07,구좌읍,13077,37079550,1109175
2020-07,남원읍,19042,67019150,2002478
2020-07,노형동,154741,278924650,8329441
2020-07,대륜동,21926,49049300,1463149
2020-07,대정읍,34439,99259041,2965260
2020-07,대천동,27126,56585581,1686982
2020-07,도두동,8482,20972600,627027
2020-07,동홍동,53571,114230800,3400625
2020-07,봉개동,10706,18891000,564058
2020-07,삼도1동,36516,68090950,2033600
2020-07,삼도2동,20887,39410400,1158621
2020-07,삼양동,60173,110306150,3266366
2020-07,서홍동,18648,40746100,1217582
2020-07,성산읍,11872,59437456,1674716
2020-07,송산동,9878,32658300,967041
2020-07,아라동,74456,139674450,4159469
2020-07,안덕면,12480,43152748,1291487
2020-07,알수없음,197,1372799,41130
2020-07,애월읍,40444,104291450,3118966
2020-07,연동,118315,217649050,6497094
2020-07,영천동,6425,25272450,756605
2020-07,예래동,5863,20849041,624029
2020-07,오라동,35077,67532450,2017313
2020-07,외도동,59199,111732950,3337129
2020-07,용담1동,19977,36729700,1096982
2020-07,용담2동,40900,71460000,2133653
2020-07,이도1동,23732,49991500,1493793
2020-07,이도2동,134969,255052550,7613360
2020-07,이호동,11940,24443100,730371
2020-07,일도1동,6972,19485950,582836
2020-07,일도2동,97295,172874500,5161982
2020-07,정방동,4078,13353050,399586
2020-07,조천읍,27477,69350400,2073947
2020-07,중문동,26855,63118639,1869761
2020-07,중앙동,10211,40851800,1223045
2020-07,천지동,4459,12355100,369551
2020-07,표선면,8335,49662971,7430120
2020-07,한경면,6792,22484050,672876
2020-07,한림읍,23417,74343450,2224643
2020-07,화북동,75061,127929850,3819305
2020-07,효돈동,2913,9383500,280795
2020-08,건입동,25377,45467600,1357702
2020-08,구좌읍,14184,41169850,1231565
2020-08,남원읍,19399,71615800,2141973
2020-08,노형동,161492,290691050,8681020
2020-08,대륜동,21378,48610200,1450405
2020-08,대정읍,40025,108944848,3251131
2020-08,대천동,31292,66506000,1959986
2020-08,도두동,8578,21004750,627968
2020-08,동홍동,56313,115116700,3430406
2020-08,봉개동,10745,19456900,581081
2020-08,삼도1동,35329,66153800,1975759
2020-08,삼도2동,19954,38042250,1124558
2020-08,삼양동,60258,110548100,3297647
2020-08,서홍동,25071,56296100,1682292
2020-08,성산읍,15375,82187750,2451028
2020-08,송산동,9047,30123950,901505
2020-08,아라동,74924,141323900,4216737
2020-08,안덕면,13596,48238800,1437582
2020-08,알수없음,389,2387650,71528
2020-08,애월읍,43067,112411340,3361977
2020-08,연동,123257,227439000,6788264
2020-08,영천동,13444,50754500,1519341
2020-08,예래동,5901,20497450,613476
2020-08,오라동,36243,70038100,2092120
2020-08,외도동,58718,110243800,3292663
2020-08,용담1동,19329,36390400,1086927
2020-08,용담2동,40998,73913800,2207171
2020-08,이도1동,24147,47093800,1406820
2020-08,이도2동,136787,256440620,7653524
2020-08,이호동,12158,26576100,794257
2020-08,일도1동,6910,17930600,536197
2020-08,일도2동,97928,175090900,5228381
2020-08,정방동,7844,25730750,769978
2020-08,조천읍,29281,77823096,2312179
2020-08,중문동,29034,69976499,2076587
2020-08,중앙동,12742,48010450,1437127
2020-08,천지동,11970,35774650,1070233
2020-08,표선면,9059,37489864,1562666
2020-08,한경면,7621,26330500,788076
2020-08,한림읍,24943,80336450,2404262
2020-08,화북동,73520,126103400,3764741
2020-08,효돈동,10018,30956250,926141
2020-09,건입동,21173,35693200,1065579
2020-09,구좌읍,11770,31084150,929611
2020-09,남원읍,16302,56561100,1691503
2020-09,노형동,139314,232960150,6954576
2020-09,대륜동,18609,38982000,1162942
2020-09,대정읍,38067,92630549,2760795
2020-09,대천동,29059,56779450,1671122
2020-09,도두동,7432,16956300,506851
2020-09,동홍동,50515,98116600,2927933
2020-09,봉개동,9477,15629750,466536
2020-09,삼도1동,30342,53852800,1608016
2020-09,삼도2동,17484,30701050,910878
2020-09,삼양동,52094,88975450,2656285
2020-09,서홍동,22303,47293500,1412600
2020-09,성산읍,13867,64840500,1933199
2020-09,송산동,7024,19669000,588329
2020-09,아라동,62672,108428100,3234547
2020-09,안덕면,11245,33174850,985692
2020-09,알수없음,314,2010300,60227
2020-09,애월읍,37419,84883500,2537820
2020-09,연동,109284,187614200,5598069
2020-09,영천동,12345,42076100,1259227
2020-09,예래동,4478,12611500,377225
2020-09,오라동,30978,56426750,1685204
2020-09,외도동,51461,88884250,2653673
2020-09,용담1동,16901,31369450,936900
2020-09,용담2동,36391,59800000,1784914
2020-09,이도1동,21562,38896900,1161484
2020-09,이도2동,117482,206499100,6161735
2020-09,이호동,10064,19857650,593234
2020-09,일도1동,6510,17142050,512673
2020-09,일도2동,86260,145286600,4337115
2020-09,정방동,6722,20482100,612778
2020-09,조천읍,24718,55652450,1663711
2020-09,중문동,25933,59276999,1759683
2020-09,중앙동,12082,44658750,1336982
2020-09,천지동,11205,33188300,992848
2020-09,표선면,9008,33151850,992336
2020-09,한경면,6262,19161200,573336
2020-09,한림읍,21807,70032800,2095806
2020-09,화북동,62448,100829150,3009268
2020-09,효돈동,9103,27372150,818933
2020-10,건입동,21072,36567550,1091729
2020-10,구좌읍,11513,31478700,941467
2020-10,남원읍,15179,57684950,1725913
2020-10,노형동,135035,232088700,6929436
2020-10,대륜동,17296,37333600,1113819
2020-10,대정읍,36538,96266900,2851291
2020-10,대천동,27287,57481400,1694438
2020-10,도두동,7681,18218650,544635
2020-10,동홍동,46279,93397850,2788398
2020-10,봉개동,9248,15425650,460453
2020-10,삼도1동,30585,54576750,1629726
2020-10,삼도2동,16851,30367250,902817
2020-10,삼양동,49636,86136310,2571872
2020-10,서홍동,19742,43249150,1291847
2020-10,성산읍,13068,65917800,1965802
2020-10,송산동,6113,17237900,515662
2020-10,아라동,59808,105955960,3160805
2020-10,안덕면,10918,35010700,1038353
2020-10,알수없음,300,2226900,66733
2020-10,애월읍,36791,87842750,2626511
2020-10,연동,103635,181125650,5404373
2020-10,영천동,10639,38365800,1148332
2020-10,예래동,4241,11937750,357097
2020-10,오라동,30489,56171250,1677534
2020-10,외도동,49949,89881050,2684024
2020-10,용담1동,16743,30243500,903153
2020-10,용담2동,36094,62033400,1852058
2020-10,이도1동,21457,37657550,1124427
2020-10,이도2동,115415,207863950,6203907
2020-10,이호동,10220,21155300,632124
2020-10,일도1동,6689,17780350,531752
2020-10,일도2동,84532,145502700,4344056
2020-10,정방동,6135,20256550,606171
2020-10,조천읍,23921,54787850,1637863
2020-10,중문동,24234,58051000,1723223
2020-10,중앙동,12985,41457850,1241133
2020-10,천지동,9768,30162250,902406
2020-10,표선면,7582,32658650,977911
2020-10,한경면,6217,18672150,558640
2020-10,한림읍,21947,73234800,2191865
2020-10,화북동,62294,101544850,3030874
2020-10,효돈동,8106,25263300,755849
2020-11,건입동,18837,35796000,1069165
2020-11,구좌읍,10253,30118550,901009
2020-11,남원읍,12979,53573900,1603690
2020-11,노형동,123836,231329350,6909285
2020-11,대륜동,15613,36899550,1100683
2020-11,대정읍,34724,100047750,2938732
2020-11,대천동,26015,57841350,1703284
2020-11,도두동,7114,18714300,559617
2020-11,동홍동,39548,88411450,2642520
2020-11,봉개동,8097,14457800,431744
2020-11,삼도1동,27238,53469800,1597386
2020-11,삼도2동,15278,30242650,900453
2020-11,삼양동,43932,84711750,2530398
2020-11,서홍동,15516,35093100,1048372
2020-11,성산읍,11457,62781150,1872738
2020-11,송산동,5167,15650900,468238
2020-11,아라동,55773,107873600,3220533
2020-11,안덕면,10481,35431850,1052201
2020-11,알수없음,254,2088750,62593
2020-11,애월읍,34200,89782750,2685376
2020-11,연동,93837,180737600,5395328
2020-11,영천동,10483,40903000,1224491
2020-11,예래동,3968,12130850,362934
2020-11,오라동,27827,55021000,1643751
2020-11,외도동,45238,88486000,2643334
2020-11,용담1동,14329,28326650,846301
2020-11,용담2동,31301,57733300,1724203
2020-11,이도1동,19374,36796500,1099100
2020-11,이도2동,102816,199985150,5969896
2020-11,이호동,9071,20030450,598624
2020-11,일도1동,6021,18145450,542831
2020-11,일도2동,75497,140298500,4190167
2020-11,정방동,6005,22145800,662867
2020-11,조천읍,21115,51482850,1539307
2020-11,중문동,21394,55698700,1654656
2020-11,중앙동,15675,43013250,1287904
2020-11,천지동,9120,31433750,940755
2020-11,표선면,7083,34208100,1024517
2020-11,한경면,5719,19279000,576986
2020-11,한림읍,19990,70548650,2111648
2020-11,화북동,56011,98963800,2954967
2020-11,효돈동,7855,27011600,808381
2020-12,건입동,18178,37884150,1131993
2020-12,구좌읍,9802,26978450,806937
2020-12,남원읍,14848,60576700,1813426
2020-12,노형동,127389,255413000,7630954
2020-12,대륜동,17194,42350750,1262989
2020-12,대정읍,35493,107058050,3194754
2020-12,대천동,27298,62836650,1848309
