base_date,emd_nm,em_cnt,em_g,pay_amt
2018-06-16,서홍동,568,1488250,44361
2018-06-16,성산읍,119,548850,16441
2018-06-16,송산동,264,928150,27030
2018-06-16,아라동,2022,3974050,118640
2018-06-16,안덕면,92,280900,8408
2018-06-16,알수없음,71,463650,13890
2018-06-16,애월읍,127,241850,7227
2018-06-16,연동,3212,6472300,193335
2018-06-16,영천동,208,773550,23006
2018-06-16,예래동,149,522850,14537
2018-06-16,오라동,786,1786900,53405
2018-06-16,외도동,1488,3067600,91651
2018-06-16,용담1동,573,1199200,35829
2018-06-16,용담2동,1106,2151700,64275
2018-06-16,이도1동,671,1643900,49149
2018-06-16,이도2동,3818,8047700,240283
2018-06-16,이호동,294,612300,18291
2018-06-16,일도1동,226,672700,20129
2018-06-16,일도2동,2563,5108500,152275
2018-06-16,정방동,224,932550,27921
2018-06-16,중문동,645,1592700,45908
2018-06-16,중앙동,430,1651400,49435
2018-06-16,천지동,295,1141900,33411
2018-06-16,표선면,105,395150,11826
2018-06-16,화북동,1971,3568450,106570
2018-06-16,효돈동,115,337400,9925
2018-06-17,건입동,829,1701700,50850
2018-06-17,남원읍,392,1491850,44663
2018-06-17,노형동,5405,10929700,326555
2018-06-17,대륜동,900,2096500,62303
2018-06-17,대정읍,471,1547900,46309
2018-06-17,대천동,861,1827050,54325
2018-06-17,도두동,269,722650,21618
2018-06-17,동홍동,1871,4155300,122463
2018-06-17,봉개동,211,509350,15222
2018-06-17,삼도1동,1364,2850200,85142
2018-06-17,삼도2동,825,1554850,45499
2018-06-17,삼양동,1970,4262950,125560
2018-06-17,서홍동,635,1752400,52175
2018-06-17,성산읍,80,348200,10425
2018-06-17,송산동,328,1040400,30400
2018-06-17,아라동,2653,5277750,157531
2018-06-17,안덕면,143,436750,13070
2018-06-17,알수없음,44,300250,8997
2018-06-17,애월읍,157,312800,9346
2018-06-17,연동,4104,8316400,248290
2018-06-17,영천동,227,712400,21198
2018-06-17,예래동,127,495400,14726
2018-06-17,오라동,1176,2666850,79716
2018-06-17,외도동,1922,3875650,115802
2018-06-17,용담1동,643,1361550,40699
2018-06-17,용담2동,1403,2807900,83881
2018-06-17,이도1동,829,1894150,56618
2018-06-17,이도2동,4812,10166950,303654
2018-06-17,이호동,357,799350,23890
2018-06-17,일도1동,265,699550,20921
2018-06-17,일도2동,3211,6910000,206273
2018-06-17,정방동,255,912000,27292
2018-06-17,중문동,813,1869350,53070
2018-06-17,중앙동,364,1156900,34617
2018-06-17,천지동,292,918300,26943
2018-06-17,표선면,106,345000,10323
2018-06-17,화북동,2274,4414700,131874
2018-06-17,효돈동,139,404050,11904
2018-06-18,건입동,812,1613950,48206
2018-06-18,남원읍,396,1577100,47214
2018-06-18,노형동,4907,9586950,286449
2018-06-18,대륜동,818,1953850,58019
2018-06-18,대정읍,457,1502700,44968
2018-06-18,대천동,777,1540050,45743
2018-06-18,도두동,232,522300,15610
2018-06-18,동홍동,1784,3835800,112925
2018-06-18,봉개동,208,459100,13726
2018-06-18,삼도1동,1204,2490300,74408
2018-06-18,삼도2동,710,1350700,39392
2018-06-18,삼양동,1733,3417800,100860
2018-06-18,서홍동,640,1801250,53505
2018-06-18,성산읍,139,591450,17706
2018-06-18,송산동,318,1123350,32626
2018-06-18,아라동,2187,4246800,126613
2018-06-18,안덕면,126,396550,11866
2018-06-18,알수없음,59,371900,11142
2018-06-18,애월읍,149,348450,10418
2018-06-18,연동,3639,7172400,214157
2018-06-18,영천동,245,840150,25015
2018-06-18,예래동,151,592950,16613
2018-06-18,오라동,952,2072450,61934
2018-06-18,외도동,1749,3710850,110898
2018-06-18,용담1동,558,1322100,39527
2018-06-18,용담2동,1276,2601550,77733
2018-06-18,이도1동,762,1759950,52606
2018-06-18,이도2동,4297,8812400,263194
2018-06-18,이호동,336,822250,24583
2018-06-18,일도1동,227,605350,18104
2018-06-18,일도2동,3051,6150950,183407
2018-06-18,정방동,250,840300,25149
2018-06-18,중문동,757,1757400,50441
2018-06-18,중앙동,447,1806050,54064
2018-06-18,천지동,328,973800,28589
2018-06-18,표선면,116,370150,11081
2018-06-18,화북동,2147,4146900,123882
2018-06-18,효돈동,157,509450,15052
2018-06-19,건입동,568,1202600,35940
2018-06-19,남원읍,282,1019550,30521
2018-06-19,노형동,3464,6835850,204201
2018-06-19,대륜동,540,1279100,37956
2018-06-19,대정읍,294,1098950,32893
2018-06-19,대천동,557,1208200,35967
2018-06-19,도두동,159,356950,10672
2018-06-19,동홍동,1252,2678350,78605
2018-06-19,봉개동,122,270700,8092
2018-06-19,삼도1동,819,1816750,54289
2018-06-19,삼도2동,528,1075650,31117
2018-06-19,삼양동,1248,2447400,72329
2018-06-19,서홍동,464,1206800,36042
2018-06-19,성산읍,79,480150,14382
2018-06-19,송산동,227,800200,23106
2018-06-19,아라동,1581,3242450,96754
2018-06-19,안덕면,97,341950,10238
2018-06-19,알수없음,33,174300,5219
2018-06-19,애월읍,117,221750,6622
2018-06-19,연동,2529,5171800,154481
2018-06-19,영천동,180,897050,26505
2018-06-19,예래동,59,214650,5927
2018-06-19,오라동,695,1544250,46147
2018-06-19,외도동,1289,2606850,77893
2018-06-19,용담1동,482,1026650,30680
2018-06-19,용담2동,875,1830800,54709
2018-06-19,이도1동,572,1395750,41730
2018-06-19,이도2동,2780,5761400,172076
2018-06-19,이호동,204,445200,13307
2018-06-19,일도1동,200,516800,15454
2018-06-19,일도2동,1944,3821500,114028
2018-06-19,정방동,191,720550,21567
2018-06-19,중문동,499,1314250,38041
2018-06-19,중앙동,264,1160050,34731
2018-06-19,천지동,192,633100,18619
2018-06-19,표선면,70,279950,8385
2018-06-19,화북동,1574,2723900,81327
2018-06-19,효돈동,66,158550,4497
2018-06-20,건입동,905,1777500,53086
2018-06-20,남원읍,472,1904400,57016
2018-06-20,노형동,5433,10724850,320387
2018-06-20,대륜동,942,2151600,64041
2018-06-20,대정읍,518,1677150,50176
2018-06-20,대천동,892,1885000,55947
2018-06-20,도두동,275,650450,19446
2018-06-20,동홍동,1942,4181850,123274
2018-06-20,봉개동,201,482600,14431
2018-06-20,삼도1동,1433,3070100,91745
2018-06-20,삼도2동,864,1887050,55285
2018-06-20,삼양동,2174,4395750,129740
2018-06-20,서홍동,698,1902850,56793
2018-06-20,성산읍,138,573050,17154
2018-06-20,송산동,325,1266300,36888
2018-06-20,아라동,2614,5096700,152051
2018-06-20,안덕면,137,348700,10428
2018-06-20,알수없음,81,480350,14391
2018-06-20,애월읍,173,330300,9867
2018-06-20,연동,4122,8370450,250073
2018-06-20,영천동,267,1201050,35846
2018-06-20,예래동,159,596450,16563
2018-06-20,오라동,1142,2454500,73363
2018-06-20,외도동,1938,3855150,115157
2018-06-20,용담1동,735,1589300,47494
2018-06-20,용담2동,1441,2792850,83428
2018-06-20,이도1동,843,1933750,57798
2018-06-20,이도2동,4842,9858550,294390
2018-06-20,이호동,384,827350,24711
2018-06-20,일도1동,275,818350,24477
2018-06-20,일도2동,3452,7104300,211774
2018-06-20,정방동,283,1044450,31264
2018-06-20,중문동,782,1858300,53627
2018-06-20,중앙동,483,1845050,55234
2018-06-20,천지동,349,1130050,33118
2018-06-20,표선면,145,425050,12713
2018-06-20,화북동,2517,4698400,140331
2018-06-20,효돈동,151,484700,14256
2018-06-21,건입동,817,1711500,51139
2018-06-21,남원읍,407,1325150,39644
2018-06-21,노형동,4859,9393250,280629
2018-06-21,대륜동,760,1714600,50948
2018-06-21,대정읍,476,1581100,47322
2018-06-21,대천동,790,1543000,45519
2018-06-21,도두동,230,539200,16120
2018-06-21,동홍동,1703,3512750,102966
2018-06-21,봉개동,155,334300,9986
2018-06-21,삼도1동,1297,2506800,74887
2018-06-21,삼도2동,837,1579050,46320
2018-06-21,삼양동,1787,3391700,100044
2018-06-21,서홍동,628,1572450,46927
2018-06-21,성산읍,114,493750,14788
2018-06-21,송산동,304,927900,26936
2018-06-21,아라동,2321,4732700,141252
2018-06-21,안덕면,129,406750,12173
2018-06-21,알수없음,69,360050,10784
2018-06-21,애월읍,149,285250,8524
2018-06-21,연동,3722,7120600,212621
2018-06-21,영천동,221,892750,25884
2018-06-21,예래동,148,570450,15724
2018-06-21,오라동,951,1968850,58832
2018-06-21,외도동,1790,3548050,105987
2018-06-21,용담1동,669,1570250,46936
2018-06-21,용담2동,1316,2494350,74488
2018-06-21,이도1동,769,1877400,56127
2018-06-21,이도2동,4322,8717850,260346
2018-06-21,이호동,335,694550,20747
2018-06-21,일도1동,277,709100,21208
2018-06-21,일도2동,3066,6318000,188622
2018-06-21,정방동,253,815250,24395
2018-06-21,중문동,708,1570350,44999
2018-06-21,중앙동,398,1524050,45628
2018-06-21,천지동,316,1055800,30922
2018-06-21,표선면,110,357200,10689
2018-06-21,화북동,2187,3940850,117661
2018-06-21,효돈동,137,446050,13235
2018-06-22,건입동,749,1633050,48801
2018-06-22,남원읍,366,1288050,38550
2018-06-22,노형동,4407,8317850,248402
2018-06-22,대륜동,698,1722000,51129
2018-06-22,대정읍,433,1427650,42724
2018-06-22,대천동,655,1262500,37388
2018-06-22,도두동,229,723600,21653
2018-06-22,동홍동,1522,3199700,93599
2018-06-22,봉개동,180,435100,13009
2018-06-22,삼도1동,1128,2336900,69814
2018-06-22,삼도2동,695,1285350,37299
2018-06-22,삼양동,1594,3118000,92060
2018-06-22,서홍동,512,1294000,38547
2018-06-22,성산읍,126,593400,17771
2018-06-22,송산동,299,1002450,28727
2018-06-22,아라동,2066,4018500,119938
2018-06-22,안덕면,110,356700,10671
2018-06-22,알수없음,63,332350,9955
2018-06-22,애월읍,134,254500,7599
2018-06-22,연동,3453,6707250,200300
2018-06-22,영천동,199,758050,22468
2018-06-22,예래동,124,410700,11574
2018-06-22,오라동,880,1782300,53248
2018-06-22,외도동,1569,3013950,90025
2018-06-22,용담1동,614,1321900,39497
2018-06-22,용담2동,1154,2190800,65440
2018-06-22,이도1동,756,1797750,53736
2018-06-22,이도2동,3837,7579650,226353
2018-06-22,이호동,310,686350,20511
2018-06-22,일도1동,210,561300,16785
2018-06-22,일도2동,2714,5253500,156659
2018-06-22,정방동,243,864750,25878
2018-06-22,중문동,627,1510800,43343
2018-06-22,중앙동,380,1470650,44026
2018-06-22,천지동,285,984000,28891
2018-06-22,표선면,118,432400,12943
2018-06-22,화북동,1915,3316300,98997
2018-06-22,효돈동,104,355750,10426
2018-06-23,건입동,823,1673000,49980
2018-06-23,남원읍,398,1725400,51662
2018-06-23,노형동,4684,9402200,280923
2018-06-23,대륜동,804,1843950,54646
2018-06-23,대정읍,429,1485300,44457
2018-06-23,대천동,745,1494850,44210
2018-06-23,도두동,218,538600,16105
2018-06-23,동홍동,1680,3641450,107430
2018-06-23,봉개동,192,414350,12387
2018-06-23,삼도1동,1246,2593250,77468
2018-06-23,삼도2동,740,1478800,43159
2018-06-23,삼양동,1782,3536900,104469
2018-06-23,서홍동,586,1598700,47404
2018-06-23,성산읍,109,557900,16710
2018-06-23,송산동,361,1370800,39853
2018-06-23,아라동,2320,4659650,139016
2018-06-23,안덕면,129,395050,11818
2018-06-23,알수없음,57,386950,11596
2018-06-23,애월읍,143,288650,8623
2018-06-23,연동,3628,7300000,217998
2018-06-23,영천동,234,906550,26811
2018-06-23,예래동,134,370100,10335
2018-06-23,오라동,953,2178550,65123
2018-06-23,외도동,1722,3585750,107152
2018-06-23,용담1동,641,1399100,41802
2018-06-23,용담2동,1296,2546050,76055
2018-06-23,이도1동,736,1799100,53786
2018-06-23,이도2동,4183,8778400,262196
2018-06-23,이호동,325,676700,20221
2018-06-23,일도1동,236,641800,19194
2018-06-23,일도2동,2951,6021100,179629
2018-06-23,정방동,228,923550,27652
2018-06-23,중문동,689,1687100,48707
2018-06-23,중앙동,408,1615450,48362
2018-06-23,천지동,310,1100850,32167
2018-06-23,표선면,112,473100,14166
2018-06-23,화북동,2154,3968550,118525
2018-06-23,효돈동,111,402350,11840
2018-06-24,건입동,918,1894250,56600
2018-06-24,남원읍,424,1559800,46690
2018-06-24,노형동,5489,10970350,327725
2018-06-24,대륜동,884,2000700,59582
2018-06-24,대정읍,441,1465450,43858
2018-06-24,대천동,888,1919050,56823
2018-06-24,도두동,276,614450,18369
2018-06-24,동홍동,1875,4251750,124975
2018-06-24,봉개동,217,532450,15917
2018-06-24,삼도1동,1475,3028550,90486
2018-06-24,삼도2동,803,1600700,47350
2018-06-24,삼양동,2092,4349850,127973
2018-06-24,서홍동,675,1725000,51361
2018-06-24,성산읍,88,434950,13027
2018-06-24,송산동,302,1060500,31016
2018-06-24,아라동,2728,5480650,163382
2018-06-24,안덕면,131,432900,12954
2018-06-24,알수없음,54,224450,6720
2018-06-24,애월읍,165,329650,9851
2018-06-24,연동,4166,8179200,244231
2018-06-24,영천동,221,909050,27123
2018-06-24,예래동,131,422150,11807
2018-06-24,오라동,1151,2504450,74848
2018-06-24,외도동,1985,4004050,119627
2018-06-24,용담1동,686,1542650,46113
2018-06-24,용담2동,1442,3031650,90572
2018-06-24,이도1동,885,2101050,62811
2018-06-24,이도2동,5087,10579400,315770
2018-06-24,이호동,393,881100,26338
2018-06-24,일도1동,251,765500,22900
2018-06-24,일도2동,3442,7202850,214826
2018-06-24,정방동,265,851850,25483
2018-06-24,중문동,736,2075350,59697
2018-06-24,중앙동,406,1420250,42509
2018-06-24,천지동,288,1072850,31365
2018-06-24,표선면,86,318300,9530
2018-06-24,화북동,2478,4632900,138385
2018-06-24,효돈동,147,418650,12297
2018-06-25,건입동,860,1802550,53854
2018-06-25,남원읍,428,1472150,44064
2018-06-25,노형동,5053,10107465,301980
2018-06-25,대륜동,863,2028450,60522
2018-06-25,대정읍,426,1414350,42324
2018-06-25,대천동,805,1669400,49507
2018-06-25,도두동,250,533000,15922
2018-06-25,동홍동,1920,3962800,116872
2018-06-25,봉개동,206,445600,13316
2018-06-25,삼도1동,1287,2737600,81793
2018-06-25,삼도2동,772,1485850,43345
2018-06-25,삼양동,1895,3938200,116169
2018-06-25,서홍동,654,1699400,50551
2018-06-25,성산읍,146,662600,19841
2018-06-25,송산동,316,1134850,32822
2018-06-25,아라동,2434,4870950,145245
2018-06-25,안덕면,124,315300,9432
2018-06-25,알수없음,80,369400,11061
2018-06-25,애월읍,157,303100,9059
2018-06-25,연동,3872,7553250,225561
2018-06-25,영천동,245,1018500,30076
2018-06-25,예래동,168,618000,17464
2018-06-25,오라동,1025,2228700,66596
2018-06-25,외도동,1860,3522650,105218
2018-06-25,용담1동,653,1414650,42272
2018-06-25,용담2동,1360,2685300,80218
2018-06-25,이도1동,831,2028850,60661
2018-06-25,이도2동,4560,9401100,280791
2018-06-25,이호동,346,765300,22870
2018-06-25,일도1동,273,745100,22286
2018-06-25,일도2동,3261,6558700,195411
2018-06-25,정방동,271,969950,29034
2018-06-25,중문동,808,1939800,56061
2018-06-25,중앙동,414,1494050,44716
2018-06-25,천지동,333,1007250,29631
2018-06-25,표선면,125,412100,12333
2018-06-25,화북동,2366,4321750,129068
2018-06-25,효돈동,172,588500,17353
2018-06-26,건입동,864,1763400,52686
2018-06-26,남원읍,383,1312150,39266
2018-06-26,노형동,4203,7985600,238499
2018-06-26,대륜동,673,1540100,45964
2018-06-26,대정읍,346,1306100,39096
2018-06-26,대천동,598,1194100,35419
2018-06-26,도두동,211,492400,14716
2018-06-26,동홍동,1635,3355900,99100
2018-06-26,봉개동,190,389500,11642
2018-06-26,삼도1동,1206,2256850,67410
2018-06-26,삼도2동,727,1463900,42401
2018-06-26,삼양동,1847,3591000,106035
2018-06-26,서홍동,597,1478500,44030
2018-06-26,성산읍,79,358650,10738
2018-06-26,송산동,313,1012250,29447
2018-06-26,아라동,2286,4463350,133185
2018-06-26,안덕면,95,253250,7574
2018-06-26,알수없음,54,288300,8635
2018-06-26,애월읍,127,231600,6916
2018-06-26,연동,3667,6963100,207903
2018-06-26,영천동,201,637400,18842
2018-06-26,예래동,104,403350,11443
2018-06-26,오라동,996,2252200,67317
2018-06-26,외도동,1757,3471450,103698
2018-06-26,용담1동,646,1467250,43869
2018-06-26,용담2동,1275,2403750,71797
2018-06-26,이도1동,792,1820850,54434
2018-06-26,이도2동,4314,8610050,257119
2018-06-26,이호동,337,729100,21783
2018-06-26,일도1동,251,635950,19013
2018-06-26,일도2동,3096,5826350,173728
2018-06-26,정방동,236,845800,25312
2018-06-26,중문동,600,1394050,40164
2018-06-26,중앙동,374,1333200,39908
2018-06-26,천지동,282,942250,27609
2018-06-26,표선면,108,333200,9969
2018-06-26,화북동,2298,4208050,125692
2018-06-26,효돈동,153,419700,11912
2018-06-27,건입동,741,1424950,42559
2018-06-27,남원읍,412,1431150,42827
2018-06-27,노형동,4626,8719800,260474
2018-06-27,대륜동,733,1563700,46503
2018-06-27,대정읍,444,1749100,52360
2018-06-27,대천동,706,1425450,42319
2018-06-27,도두동,254,743550,22244
2018-06-27,동홍동,1728,3522700,103495
2018-06-27,봉개동,178,374100,11180
2018-06-27,삼도1동,1185,2305150,68865
2018-06-27,삼도2동,695,1332850,39109
2018-06-27,삼양동,1861,3583550,105676
2018-06-27,서홍동,591,1468550,43746
2018-06-27,성산읍,113,476350,14267
2018-06-27,송산동,270,697650,19900
2018-06-27,아라동,2276,4351650,129809
2018-06-27,안덕면,98,311200,9314
2018-06-27,알수없음,65,427700,12815
2018-06-27,애월읍,133,239500,7155
2018-06-27,연동,3654,7331300,219006
2018-06-27,영천동,208,778050,23008
2018-06-27,예래동,132,447100,12331
2018-06-27,오라동,990,1979050,59120
2018-06-27,외도동,1682,3283050,98075
2018-06-27,용담1동,634,1396100,41721
2018-06-27,용담2동,1231,2327300,69514
2018-06-27,이도1동,759,1726300,51607
2018-06-27,이도2동,4180,8153300,243397
2018-06-27,이호동,309,660500,19735
2018-06-27,일도1동,227,553850,16557
2018-06-27,일도2동,2862,5507400,164113
2018-06-27,정방동,222,776600,23240
2018-06-27,중문동,645,1503100,43202
2018-06-27,중앙동,409,1516650,45400
2018-06-27,천지동,305,1183250,34853
2018-06-27,표선면,90,449600,13466
2018-06-27,화북동,2134,3800000,113470
2018-06-27,효돈동,156,466600,13516
2018-06-28,건입동,694,1409150,42094
2018-06-28,남원읍,305,961650,28779
2018-06-28,노형동,4371,8512150,254289
2018-06-28,대륜동,595,1485450,43936
2018-06-28,대정읍,327,1162050,34773
2018-06-28,대천동,594,1286850,38288
2018-06-28,도두동,195,426150,12736
2018-06-28,동홍동,1444,3058750,89955
2018-06-28,봉개동,132,240350,7177
2018-06-28,삼도1동,1112,2296650,68622
2018-06-28,삼도2동,714,1385350,40460
2018-06-28,삼양동,1666,3226600,95170
2018-06-28,서홍동,486,1335200,39934
2018-06-28,성산읍,92,373150,11171
2018-06-28,송산동,212,631150,18274
2018-06-28,아라동,1941,3703350,110559
2018-06-28,안덕면,95,291250,8712
2018-06-28,알수없음,62,312700,9366
2018-06-28,애월읍,134,260550,7784
2018-06-28,연동,3302,6441200,192371
2018-06-28,영천동,182,657850,19531
2018-06-28,예래동,96,333000,9340
2018-06-28,오라동,870,1773300,52979
2018-06-28,외도동,1585,3259500,97384
2018-06-28,용담1동,537,1074600,32115
2018-06-28,용담2동,1149,2231050,66631
2018-06-28,이도1동,723,1705850,50989
2018-06-28,이도2동,3831,7572650,226093
2018-06-28,이호동,282,569850,17022
2018-06-28,일도1동,210,506600,15146
2018-06-28,일도2동,2681,5282900,157635
2018-06-28,정방동,200,682650,20434
2018-06-28,중문동,533,1253450,35933
2018-06-28,중앙동,364,1432850,42892
2018-06-28,천지동,233,848550,25018
2018-06-28,표선면,96,427750,12808
2018-06-28,화북동,1955,3461350,103335
2018-06-28,효돈동,148,432900,12567
2018-06-29,건입동,888,1818850,54343
2018-06-29,남원읍,459,1516250,45375
2018-06-29,노형동,5047,9637000,287853
2018-06-29,대륜동,850,1942100,57441
2018-06-29,대정읍,452,1429000,42757
2018-06-29,대천동,802,1679700,49622
2018-06-29,도두동,227,517700,15472
2018-06-29,동홍동,1830,3711250,109437
2018-06-29,봉개동,182,445050,13309
2018-06-29,삼도1동,1327,2763400,82581
2018-06-29,삼도2동,813,1585850,46483
2018-06-29,삼양동,1918,3851950,113542
2018-06-29,서홍동,680,1825150,54486
2018-06-29,성산읍,138,568000,17002
2018-06-29,송산동,337,1122150,32530
2018-06-29,아라동,2472,4608700,137455
2018-06-29,안덕면,134,379800,11363
2018-06-29,알수없음,71,347000,10396
2018-06-29,애월읍,150,296450,8857
2018-06-29,연동,3964,7686250,229477
2018-06-29,영천동,276,1065000,31513
2018-06-29,예래동,156,589150,16863
2018-06-29,오라동,1020,2142150,64016
2018-06-29,외도동,1852,3531150,105462
2018-06-29,용담1동,719,1622150,48491
2018-06-29,용담2동,1382,2679600,80034
2018-06-29,이도1동,859,1856950,55496
2018-06-29,이도2동,4605,9157850,273411
2018-06-29,이호동,354,716950,21416
2018-06-29,일도1동,271,680200,20345
2018-06-29,일도2동,3277,6457000,192665
2018-06-29,정방동,286,898000,26865
2018-06-29,중문동,741,1946200,56045
2018-06-29,중앙동,463,1803050,53968
2018-06-29,천지동,367,1391600,40797
2018-06-29,표선면,112,341850,10227
2018-06-29,화북동,2319,4122400,123092
2018-06-29,효돈동,175,430300,12192
2018-06-30,건입동,716,1537650,45961
2018-06-30,남원읍,289,1061900,31780
2018-06-30,노형동,4232,8519000,254535
2018-06-30,대륜동,661,1660750,49022
2018-06-30,대정읍,365,1272200,38073
2018-06-30,대천동,625,1342900,39933
2018-06-30,도두동,220,502450,15023
2018-06-30,동홍동,1373,3088600,90773
2018-06-30,봉개동,139,315000,9415
2018-06-30,삼도1동,1043,2274800,67987
2018-06-30,삼도2동,641,1241900,36413
2018-06-30,삼양동,1406,2907050,85708
2018-06-30,서홍동,508,1336550,39900
2018-06-30,성산읍,91,463850,13895
2018-06-30,송산동,235,825050,23964
2018-06-30,아라동,1892,3929550,117242
2018-06-30,안덕면,101,329100,9845
2018-06-30,알수없음,49,434700,13028
2018-06-30,애월읍,151,297000,8871
2018-06-30,연동,3065,6199000,185169
2018-06-30,영천동,187,762550,22653
2018-06-30,예래동,123,429650,12138
2018-06-30,오라동,846,1975200,59056
2018-06-30,외도동,1543,3109150,92881
2018-06-30,용담1동,545,1141850,34118
2018-06-30,용담2동,1063,2084950,62272
2018-06-30,이도1동,646,1512200,45196
2018-06-30,이도2동,3391,7295400,217894
2018-06-30,이호동,289,605700,18101
2018-06-30,일도1동,174,554750,16604
2018-06-30,일도2동,2354,4951600,147776
2018-06-30,정방동,202,868100,25989
2018-06-30,중문동,612,1695350,48794
2018-06-30,중앙동,346,1484950,44466
2018-06-30,천지동,241,931050,27544
2018-06-30,표선면,73,310800,9309
2018-06-30,화북동,1746,3322750,99246
2018-06-30,효돈동,111,328350,9482
2018-07-01,건입동,982,1999100,59733
2018-07-01,남원읍,525,2033700,60876
2018-07-01,노형동,5791,11839050,353753
2018-07-01,대륜동,1025,2444400,70982
2018-07-01,대정읍,493,2015350,60336
2018-07-01,대천동,812,1691100,50077
2018-07-01,도두동,308,685600,20493
2018-07-01,동홍동,2151,4678700,137387
2018-07-01,봉개동,226,589850,17635
2018-07-01,삼도1동,1492,2990100,89338
2018-07-01,삼도2동,866,1771700,51954
2018-07-01,삼양동,2318,4844250,143261
2018-07-01,서홍동,739,1840050,54766
2018-07-01,성산읍,77,332150,9945
2018-07-01,송산동,384,968650,28083
2018-07-01,아라동,2650,5128000,153123
2018-07-01,안덕면,134,387700,11596
2018-07-01,알수없음,64,274750,8228
2018-07-01,애월읍,182,388450,11607
2018-07-01,연동,4348,8977750,268146
2018-07-01,영천동,282,985600,29114
2018-07-01,예래동,136,503850,14267
2018-07-01,오라동,1182,2553500,76325
2018-07-01,외도동,2222,4793650,143257
2018-07-01,용담1동,758,1707000,51022
2018-07-01,용담2동,1556,3139100,93793
2018-07-01,이도1동,846,1840950,55011
2018-07-01,이도2동,4945,10420750,311078
2018-07-01,이호동,419,844450,25225
2018-07-01,일도1동,263,667050,19941
2018-07-01,일도2동,3498,7526900,224723
2018-07-01,정방동,262,818050,24488
2018-07-01,중문동,916,2227350,63671
2018-07-01,중앙동,524,1987900,59505
2018-07-01,천지동,346,1099750,32305
2018-07-01,표선면,119,359150,10743
2018-07-01,화북동,2666,5180500,154759
2018-07-01,효돈동,157,453450,13025
2018-07-02,건입동,916,1790300,53463
2018-07-02,남원읍,443,1641650,49139
2018-07-02,노형동,5668,11174450,333837
2018-07-02,대륜동,873,2089150,60433
2018-07-02,대정읍,427,1445500,43262
2018-07-02,대천동,839,1682100,49729
2018-07-02,도두동,261,777450,23262
2018-07-02,동홍동,1851,3849350,113753
2018-07-02,봉개동,249,515250,15396
2018-07-02,삼도1동,1494,2882700,86105
2018-07-02,삼도2동,861,1692250,49733
2018-07-02,삼양동,2241,4650150,137249
2018-07-02,서홍동,693,1907700,56889
2018-07-02,성산읍,144,639100,19136
2018-07-02,송산동,347,1006850,29152
2018-07-02,아라동,2749,5708900,170431
2018-07-02,안덕면,142,412200,12330
2018-07-02,알수없음,71,379200,11358
2018-07-02,애월읍,164,334250,9991
2018-07-02,연동,4280,8397150,250696
2018-07-02,영천동,263,1009850,29908
2018-07-02,예래동,138,470050,13252
2018-07-02,오라동,1201,2446000,73085
2018-07-02,외도동,2031,3884450,116025
2018-07-02,용담1동,737,1616400,48310
2018-07-02,용담2동,1546,3083450,92097
2018-07-02,이도1동,920,2099200,62744
2018-07-02,이도2동,5429,10867000,324543
2018-07-02,이호동,373,786800,23512
2018-07-02,일도1동,254,720250,21547
2018-07-02,일도2동,3545,7188250,214215
2018-07-02,정방동,303,946550,28318
2018-07-02,중문동,764,1850400,53163
2018-07-02,중앙동,465,1679650,50269
2018-07-02,천지동,300,1123550,33114
2018-07-02,표선면,138,562550,16844
2018-07-02,화북동,2483,4733000,141362
2018-07-02,효돈동,125,328700,9320
2018-07-03,건입동,797,1521700,45445
2018-07-03,남원읍,364,1277950,38250
2018-07-03,노형동,4839,8866800,264795
2018-07-03,대륜동,752,1762850,51188
2018-07-03,대정읍,423,1366600,40892
2018-07-03,대천동,735,1435300,42574
2018-07-03,도두동,242,463400,13843
2018-07-03,동홍동,1628,3205150,94576
2018-07-03,봉개동,188,349550,10436
2018-07-03,삼도1동,1267,2402450,71767
2018-07-03,삼도2동,766,1461000,42818
2018-07-03,삼양동,1854,3606050,106454
2018-07-03,서홍동,587,1412650,42035
2018-07-03,성산읍,98,340800,10197
2018-07-03,송산동,299,845250,24497
2018-07-03,아라동,2304,4541750,135596
2018-07-03,안덕면,125,352500,10545
2018-07-03,알수없음,39,222500,6664
2018-07-03,애월읍,140,217300,6482
2018-07-03,연동,3690,6985150,208561
2018-07-03,영천동,194,665400,19497
2018-07-03,예래동,140,439750,11870
2018-07-03,오라동,1039,1978450,59096
2018-07-03,외도동,1892,3687200,110140
2018-07-03,용담1동,619,1334550,39883
2018-07-03,용담2동,1269,2400150,71685
2018-07-03,이도1동,801,1750450,52307
2018-07-03,이도2동,4228,8196850,244686
2018-07-03,이호동,341,671450,20056
2018-07-03,일도1동,231,612100,18306
2018-07-03,일도2동,3045,5763100,171914
2018-07-03,정방동,230,733300,21939
2018-07-03,중문동,651,1558400,44323
2018-07-03,중앙동,415,1539850,46094
2018-07-03,천지동,295,1068250,31505
2018-07-03,표선면,106,390200,11678
2018-07-03,화북동,2167,3824350,114194
2018-07-03,효돈동,110,286250,8093
2018-07-04,건입동,879,1671800,49933
2018-07-04,남원읍,450,1432700,42870
2018-07-04,노형동,5107,9536600,284836
2018-07-04,대륜동,842,1843950,53493
2018-07-04,대정읍,430,1430700,42812
2018-07-04,대천동,768,1410750,41910
2018-07-04,도두동,226,443150,13234
2018-07-04,동홍동,1819,3722750,109358
2018-07-04,봉개동,203,473800,14165
