base_date,emd_nm,card_use_cnt,card_use_amt
2018-03-11,표선면,1038,36848094
2018-03-11,한경면,709,24676161
2018-03-11,한림읍,2313,84712904
2018-03-11,화북동,5422,166791296
2018-03-11,효돈동,733,27329567
2018-03-12,건입동,1802,59613130
2018-03-12,구좌읍,1411,49194194
2018-03-12,남원읍,1456,51249180
2018-03-12,노형동,12074,357847590
2018-03-12,대륜동,2056,63802486
2018-03-12,대정읍,2633,78012061
2018-03-12,대천동,1880,63145788
2018-03-12,도두동,435,13603112
2018-03-12,동홍동,3637,129242299
2018-03-12,봉개동,468,14104115
2018-03-12,삼도1동,2825,76784177
2018-03-12,삼도2동,1540,49425336
2018-03-12,삼양동,3937,110990328
2018-03-12,서홍동,1775,65991911
2018-03-12,성산읍,1191,45495880
2018-03-12,송산동,504,25010328
2018-03-12,아라동,5850,162702530
2018-03-12,안덕면,1226,37610055
2018-03-12,알수없음,199,5425678
2018-03-12,애월읍,4487,136036918
2018-03-12,연동,9181,249444738
2018-03-12,영천동,675,24108098
2018-03-12,예래동,477,14893184
2018-03-12,오라동,2642,82344268
2018-03-12,외도동,4237,128294535
2018-03-12,용담1동,1254,40254357
2018-03-12,용담2동,3015,110453262
2018-03-12,우도면,134,5734423
2018-03-12,이도1동,1875,44563638
2018-03-12,이도2동,10026,279009983
2018-03-12,이호동,641,19920292
2018-03-12,일도1동,675,23894128
2018-03-12,일도2동,6578,189525240
2018-03-12,정방동,384,13178762
2018-03-12,조천읍,3076,100502808
2018-03-12,중문동,1359,42713964
2018-03-12,중앙동,625,24670848
2018-03-12,천지동,548,20838758
2018-03-12,추자면,94,4769546
2018-03-12,표선면,1103,33770584
2018-03-12,한경면,777,26699807
2018-03-12,한림읍,2009,72734525
2018-03-12,화북동,4748,124099521
2018-03-12,효돈동,523,18745249
2018-03-13,건입동,1871,55154922
2018-03-13,구좌읍,1500,62845375
2018-03-13,남원읍,1535,50891152
2018-03-13,노형동,13595,391824800
2018-03-13,대륜동,1957,62515241
2018-03-13,대정읍,2742,89177853
2018-03-13,대천동,2086,62584319
2018-03-13,도두동,466,14945140
2018-03-13,동홍동,3676,144158312
2018-03-13,봉개동,501,13460775
2018-03-13,삼도1동,3087,86680855
2018-03-13,삼도2동,1442,38416344
2018-03-13,삼양동,4213,125590283
2018-03-13,서홍동,1864,79686534
2018-03-13,성산읍,1177,48435776
2018-03-13,송산동,512,15131952
2018-03-13,아라동,6185,158033156
2018-03-13,안덕면,1427,41845731
2018-03-13,알수없음,139,3873417
2018-03-13,애월읍,4540,129741531
2018-03-13,연동,9815,342443069
2018-03-13,영천동,773,27605037
2018-03-13,예래동,572,28422201
2018-03-13,오라동,2722,98736676
2018-03-13,외도동,4691,122083946
2018-03-13,용담1동,1476,44428977
2018-03-13,용담2동,3303,133664002
2018-03-13,우도면,79,3685375
2018-03-13,이도1동,1752,45205599
2018-03-13,이도2동,10637,310909315
2018-03-13,이호동,757,21118756
2018-03-13,일도1동,568,20515563
2018-03-13,일도2동,6764,187692195
2018-03-13,정방동,409,14897342
2018-03-13,조천읍,3080,94620900
2018-03-13,중문동,1590,44831335
2018-03-13,중앙동,556,34379533
2018-03-13,천지동,531,19287680
2018-03-13,추자면,80,1392212
2018-03-13,표선면,1116,34291072
2018-03-13,한경면,625,19647873
2018-03-13,한림읍,2422,80342862
2018-03-13,화북동,4728,119379176
2018-03-13,효돈동,591,19892888
2018-03-14,건입동,1783,50767561
2018-03-14,구좌읍,1397,46012430
2018-03-14,남원읍,1663,60405448
2018-03-14,노형동,13545,368487045
2018-03-14,대륜동,2243,67591404
2018-03-14,대정읍,2569,72554256
2018-03-14,대천동,2176,62166118
2018-03-14,도두동,513,14462783
2018-03-14,동홍동,3771,134399832
2018-03-14,봉개동,458,14358578
2018-03-14,삼도1동,2998,81289815
2018-03-14,삼도2동,1501,40194432
2018-03-14,삼양동,4478,120578229
2018-03-14,서홍동,1812,61831461
2018-03-14,성산읍,1387,45238662
2018-03-14,송산동,488,17444451
2018-03-14,아라동,6480,193562002
2018-03-14,안덕면,1284,49781742
2018-03-14,알수없음,149,4225444
2018-03-14,애월읍,4595,141764732
2018-03-14,연동,10407,264265402
2018-03-14,영천동,601,22641938
2018-03-14,예래동,557,20031288
2018-03-14,오라동,2912,93994631
2018-03-14,외도동,4590,134516613
2018-03-14,용담1동,1343,43479369
2018-03-14,용담2동,3267,91929561
2018-03-14,우도면,98,1856021
2018-03-14,이도1동,1920,50768152
2018-03-14,이도2동,10982,308685425
2018-03-14,이호동,719,20837331
2018-03-14,일도1동,661,24996158
2018-03-14,일도2동,7124,223451394
2018-03-14,정방동,419,11889081
2018-03-14,조천읍,3248,105538133
2018-03-14,중문동,1517,48690731
2018-03-14,중앙동,509,43601892
2018-03-14,천지동,513,19246499
2018-03-14,추자면,74,2348414
2018-03-14,표선면,1147,35125603
2018-03-14,한경면,704,22622210
2018-03-14,한림읍,2213,70335926
2018-03-14,화북동,5018,133242210
2018-03-14,효돈동,689,33518287
2018-03-15,건입동,1777,56706296
2018-03-15,구좌읍,1196,39996452
2018-03-15,남원읍,1635,57232884
2018-03-15,노형동,11577,320603977
2018-03-15,대륜동,1884,67499201
2018-03-15,대정읍,2524,76953228
2018-03-15,대천동,1920,68471148
2018-03-15,도두동,433,11260257
2018-03-15,동홍동,3460,144629845
2018-03-15,봉개동,502,16747336
2018-03-15,삼도1동,2711,73633655
2018-03-15,삼도2동,1512,52018472
2018-03-15,삼양동,4222,106609068
2018-03-15,서홍동,1501,57323608
2018-03-15,성산읍,1245,32832838
2018-03-15,송산동,405,14019589
2018-03-15,아라동,5614,176350118
2018-03-15,안덕면,995,27016950
2018-03-15,알수없음,109,3465795
2018-03-15,애월읍,4331,171842192
2018-03-15,연동,9175,304221509
2018-03-15,영천동,611,23725962
2018-03-15,예래동,503,15817161
2018-03-15,오라동,2850,87049707
2018-03-15,외도동,4285,114875948
2018-03-15,용담1동,1171,30790295
2018-03-15,용담2동,2800,84765352
2018-03-15,우도면,50,2698866
2018-03-15,이도1동,1623,42879207
2018-03-15,이도2동,10075,277326722
2018-03-15,이호동,719,17424918
2018-03-15,일도1동,513,22691532
2018-03-15,일도2동,6244,177332496
2018-03-15,정방동,335,14917145
2018-03-15,조천읍,2898,92609504
2018-03-15,중문동,1339,48471988
2018-03-15,중앙동,468,34285414
2018-03-15,천지동,522,18021517
2018-03-15,추자면,54,2375179
2018-03-15,표선면,1009,52568134
2018-03-15,한경면,709,24604970
2018-03-15,한림읍,2023,94291751
2018-03-15,화북동,4310,129792454
2018-03-15,효돈동,671,25202946
2018-03-16,건입동,1972,58450338
2018-03-16,구좌읍,1211,41668464
2018-03-16,남원읍,1748,68458947
2018-03-16,노형동,13477,409773993
2018-03-16,대륜동,2239,79448259
2018-03-16,대정읍,3120,110893298
2018-03-16,대천동,1836,63449747
2018-03-16,도두동,518,14437690
2018-03-16,동홍동,3919,159521849
2018-03-16,봉개동,551,21386305
2018-03-16,삼도1동,3011,88010386
2018-03-16,삼도2동,1786,55522053
2018-03-16,삼양동,4231,118823561
2018-03-16,서홍동,1722,77289658
2018-03-16,성산읍,1186,60398756
2018-03-16,송산동,503,18063338
2018-03-16,아라동,6401,202359699
2018-03-16,안덕면,1171,46395502
2018-03-16,알수없음,217,7351415
2018-03-16,애월읍,4817,153289291
2018-03-16,연동,10529,309773729
2018-03-16,영천동,650,29661105
2018-03-16,예래동,543,16856314
2018-03-16,오라동,2967,95012014
2018-03-16,외도동,4768,126269832
2018-03-16,용담1동,1422,47840702
2018-03-16,용담2동,3165,98450429
2018-03-16,우도면,85,2811288
2018-03-16,이도1동,1875,54130528
2018-03-16,이도2동,10626,293516475
2018-03-16,이호동,683,17650205
2018-03-16,일도1동,625,19565118
2018-03-16,일도2동,6884,196152872
2018-03-16,정방동,440,20390103
2018-03-16,조천읍,3130,94266019
2018-03-16,중문동,1615,132687234
2018-03-16,중앙동,494,20783310
2018-03-16,천지동,448,18810390
2018-03-16,추자면,108,3625449
2018-03-16,표선면,1151,39917141
2018-03-16,한경면,792,36170020
2018-03-16,한림읍,2058,77716099
2018-03-16,화북동,4769,178975972
2018-03-16,효돈동,552,20829509
2018-03-17,건입동,2047,65704977
2018-03-17,구좌읍,1465,42623829
2018-03-17,남원읍,1736,71029645
2018-03-17,노형동,14780,444454615
2018-03-17,대륜동,2529,83451023
2018-03-17,대정읍,3542,134976485
2018-03-17,대천동,2076,75288989
2018-03-17,도두동,577,35538341
2018-03-17,동홍동,4389,147659089
2018-03-17,봉개동,424,14812201
2018-03-17,삼도1동,3522,109334110
2018-03-17,삼도2동,1876,60074774
2018-03-17,삼양동,5259,176924333
2018-03-17,서홍동,2147,78323300
2018-03-17,성산읍,1438,48405568
2018-03-17,송산동,620,25023760
2018-03-17,아라동,7180,227016976
2018-03-17,안덕면,1265,41723420
2018-03-17,알수없음,172,6879685
2018-03-17,애월읍,5037,161713562
2018-03-17,연동,11119,369514770
2018-03-17,영천동,715,24114888
2018-03-17,예래동,596,17188955
2018-03-17,오라동,3178,103098698
2018-03-17,외도동,5156,170908402
2018-03-17,용담1동,1417,51740737
2018-03-17,용담2동,3428,99823652
2018-03-17,우도면,143,6354672
2018-03-17,이도1동,1974,67418907
2018-03-17,이도2동,12551,404766580
2018-03-17,이호동,827,26540153
2018-03-17,일도1동,714,21939510
2018-03-17,일도2동,8123,255759780
2018-03-17,정방동,607,26674173
2018-03-17,조천읍,3665,135265658
2018-03-17,중문동,1738,54603980
2018-03-17,중앙동,616,24825435
2018-03-17,천지동,640,30223019
2018-03-17,추자면,109,4508590
2018-03-17,표선면,1173,38577425
2018-03-17,한경면,783,29066621
2018-03-17,한림읍,2520,92966303
2018-03-17,화북동,5564,174587824
2018-03-17,효돈동,669,25279255
2018-03-18,건입동,2121,70324512
2018-03-18,구좌읍,1333,47542747
2018-03-18,남원읍,1624,62249611
2018-03-18,노형동,14055,451837844
2018-03-18,대륜동,2239,83383964
2018-03-18,대정읍,3317,114534363
2018-03-18,대천동,1993,62853788
2018-03-18,도두동,522,16325101
2018-03-18,동홍동,4079,151017235
2018-03-18,봉개동,566,26098829
2018-03-18,삼도1동,3222,95497595
2018-03-18,삼도2동,1831,74820113
2018-03-18,삼양동,4695,144646254
2018-03-18,서홍동,1870,66478892
2018-03-18,성산읍,1320,37594999
2018-03-18,송산동,504,18113374
2018-03-18,아라동,6907,219949456
2018-03-18,안덕면,1191,46070437
2018-03-18,알수없음,227,5754629
2018-03-18,애월읍,4664,160661123
2018-03-18,연동,10948,353558360
2018-03-18,영천동,630,29589963
2018-03-18,예래동,538,16954419
2018-03-18,오라동,3321,106633178
2018-03-18,외도동,5008,185502569
2018-03-18,용담1동,1492,46684502
2018-03-18,용담2동,3467,115396387
2018-03-18,우도면,80,1442248
2018-03-18,이도1동,2003,60364956
2018-03-18,이도2동,11499,377088430
2018-03-18,이호동,842,26172728
2018-03-18,일도1동,719,24770921
2018-03-18,일도2동,7163,236119459
2018-03-18,정방동,374,15273697
2018-03-18,조천읍,3458,113772982
2018-03-18,중문동,1594,51910083
2018-03-18,중앙동,577,23376987
2018-03-18,천지동,592,19218406
2018-03-18,추자면,99,3196721
2018-03-18,표선면,1013,40696715
2018-03-18,한경면,831,37207451
2018-03-18,한림읍,2092,74115814
2018-03-18,화북동,5141,163064249
2018-03-18,효돈동,665,23080950
2018-03-19,건입동,1694,58213933
2018-03-19,구좌읍,1422,52992631
2018-03-19,남원읍,1284,50105624
2018-03-19,노형동,12099,337846339
2018-03-19,대륜동,2067,68415306
2018-03-19,대정읍,2569,86603316
2018-03-19,대천동,1997,58725562
2018-03-19,도두동,379,11329530
2018-03-19,동홍동,3552,111237313
2018-03-19,봉개동,483,17019116
2018-03-19,삼도1동,2537,59580412
2018-03-19,삼도2동,1492,48992327
2018-03-19,삼양동,3941,104475265
2018-03-19,서홍동,1728,62008433
2018-03-19,성산읍,1364,56063204
2018-03-19,송산동,513,18426384
2018-03-19,아라동,5649,159077278
2018-03-19,안덕면,1392,44097566
2018-03-19,알수없음,139,2739505
2018-03-19,애월읍,4576,133030256
2018-03-19,연동,10268,275016710
2018-03-19,영천동,655,22039632
2018-03-19,예래동,557,18097875
2018-03-19,오라동,2466,73127387
2018-03-19,외도동,4424,119749012
2018-03-19,용담1동,1305,42284251
2018-03-19,용담2동,2873,83004975
2018-03-19,우도면,90,6321265
2018-03-19,이도1동,1819,52259945
2018-03-19,이도2동,9570,278496206
2018-03-19,이호동,715,21111278
2018-03-19,일도1동,571,17534338
2018-03-19,일도2동,6309,170014486
2018-03-19,정방동,409,15759695
2018-03-19,조천읍,3020,97619098
2018-03-19,중문동,1314,43026649
2018-03-19,중앙동,390,15164966
2018-03-19,천지동,577,23505497
2018-03-19,추자면,108,3465304
2018-03-19,표선면,1063,37414632
2018-03-19,한경면,703,22834162
2018-03-19,한림읍,2027,72779174
2018-03-19,화북동,4133,111543869
2018-03-19,효돈동,586,16413071
2018-03-20,건입동,1697,60863648
2018-03-20,구좌읍,1249,39976820
2018-03-20,남원읍,1516,48641334
2018-03-20,노형동,11021,356054052
2018-03-20,대륜동,1904,67627466
2018-03-20,대정읍,2529,69736031
2018-03-20,대천동,1640,53391692
2018-03-20,도두동,498,11881603
2018-03-20,동홍동,3312,102981356
2018-03-20,봉개동,419,17023052
2018-03-20,삼도1동,2308,71607253
2018-03-20,삼도2동,1526,45651056
2018-03-20,삼양동,3825,108302091
2018-03-20,서홍동,1663,57306093
2018-03-20,성산읍,1118,31986199
2018-03-20,송산동,433,14364333
2018-03-20,아라동,5530,164452428
2018-03-20,안덕면,1123,40948028
2018-03-20,알수없음,105,4603004
2018-03-20,애월읍,4271,126548574
2018-03-20,연동,9260,251152717
2018-03-20,영천동,586,20097629
2018-03-20,예래동,555,19660468
2018-03-20,오라동,2563,73662683
2018-03-20,외도동,4207,113943535
2018-03-20,용담1동,1128,35007818
2018-03-20,용담2동,2691,66702162
2018-03-20,우도면,50,673302
2018-03-20,이도1동,1521,44673945
2018-03-20,이도2동,9466,281755579
2018-03-20,이호동,655,19456730
2018-03-20,일도1동,611,17607745
2018-03-20,일도2동,6127,170685034
2018-03-20,정방동,395,11474916
2018-03-20,조천읍,2573,78058358
2018-03-20,중문동,1186,33564279
2018-03-20,중앙동,474,15587544
2018-03-20,천지동,400,20270892
2018-03-20,추자면,89,3389584
2018-03-20,표선면,1063,37224474
2018-03-20,한경면,695,29628388
2018-03-20,한림읍,2347,81363565
2018-03-20,화북동,4123,115731931
2018-03-20,효돈동,576,24022884
2018-03-21,건입동,1914,77995826
2018-03-21,구좌읍,1487,49725209
2018-03-21,남원읍,1727,70916093
2018-03-21,노형동,12221,411760802
2018-03-21,대륜동,2190,79097704
2018-03-21,대정읍,2499,84430595
2018-03-21,대천동,1884,60487464
2018-03-21,도두동,473,19118402
2018-03-21,동홍동,3538,135441204
2018-03-21,봉개동,487,15459082
2018-03-21,삼도1동,2742,87426530
2018-03-21,삼도2동,1662,53674641
2018-03-21,삼양동,4083,119087320
2018-03-21,서홍동,1835,66230826
2018-03-21,성산읍,1212,35241123
2018-03-21,송산동,497,16577792
2018-03-21,아라동,5810,141013450
2018-03-21,안덕면,1394,47471702
2018-03-21,알수없음,139,3553913
2018-03-21,애월읍,4476,134496170
2018-03-21,연동,9152,257813117
2018-03-21,영천동,625,24173337
2018-03-21,예래동,409,14666422
2018-03-21,오라동,2617,101623205
2018-03-21,외도동,4587,122937443
2018-03-21,용담1동,1301,39430651
2018-03-21,용담2동,2940,103178234
2018-03-21,우도면,94,3434357
2018-03-21,이도1동,1765,47490151
2018-03-21,이도2동,10219,297496297
2018-03-21,이호동,601,15285455
2018-03-21,일도1동,630,21735084
2018-03-21,일도2동,6435,182362540
2018-03-21,정방동,479,18398438
2018-03-21,조천읍,3065,98501992
2018-03-21,중문동,1354,45443974
2018-03-21,중앙동,543,22515839
2018-03-21,천지동,542,25242946
2018-03-21,추자면,94,4514494
2018-03-21,표선면,1086,34973820
2018-03-21,한경면,676,48933238
2018-03-21,한림읍,2126,76443860
2018-03-21,화북동,4655,136445179
2018-03-21,효돈동,612,18767537
2018-03-22,건입동,1713,53253046
2018-03-22,구좌읍,1398,42163564
2018-03-22,남원읍,1648,47713570
2018-03-22,노형동,12733,384495737
2018-03-22,대륜동,1999,89614553
2018-03-22,대정읍,2702,100355661
2018-03-22,대천동,1985,62902445
2018-03-22,도두동,470,15030157
2018-03-22,동홍동,3730,131510764
2018-03-22,봉개동,527,19173584
2018-03-22,삼도1동,3021,104475634
2018-03-22,삼도2동,1722,58036370
2018-03-22,삼양동,4200,124884262
2018-03-22,서홍동,1874,70135682
2018-03-22,성산읍,1427,42910075
2018-03-22,송산동,557,18926109
2018-03-22,아라동,6347,177460612
2018-03-22,안덕면,1128,29677145
2018-03-22,알수없음,159,7396187
2018-03-22,애월읍,4546,146182277
2018-03-22,연동,10125,307571507
2018-03-22,영천동,694,22260343
2018-03-22,예래동,551,18414478
2018-03-22,오라동,2719,111146736
2018-03-22,외도동,4498,123466415
2018-03-22,용담1동,1411,41497937
2018-03-22,용담2동,3086,88679407
2018-03-22,우도면,65,6720179
2018-03-22,이도1동,1821,45702717
2018-03-22,이도2동,10120,285515451
2018-03-22,이호동,694,17898911
2018-03-22,일도1동,542,15923826
2018-03-22,일도2동,6390,171029975
2018-03-22,정방동,396,19308934
2018-03-22,조천읍,2868,95279293
2018-03-22,중문동,1383,39934902
2018-03-22,중앙동,522,22021575
2018-03-22,천지동,483,30303264
2018-03-22,추자면,69,1913634
2018-03-22,표선면,1064,30476694
2018-03-22,한경면,680,21145717
2018-03-22,한림읍,2111,77090299
2018-03-22,화북동,4512,113673698
2018-03-22,효돈동,629,22316136
2018-03-23,건입동,2032,67188455
2018-03-23,구좌읍,1411,51474713
2018-03-23,남원읍,1827,73327927
2018-03-23,노형동,13654,388240202
2018-03-23,대륜동,2225,84599400
2018-03-23,대정읍,2889,96101523
2018-03-23,대천동,2067,77608669
2018-03-23,도두동,546,16032312
2018-03-23,동홍동,3853,135587131
2018-03-23,봉개동,547,14303276
2018-03-23,삼도1동,3025,92010022
2018-03-23,삼도2동,1728,54447239
2018-03-23,삼양동,4277,118452298
2018-03-23,서홍동,1776,62772804
2018-03-23,성산읍,1407,50963624
2018-03-23,송산동,444,15526389
2018-03-23,아라동,6518,197332050
2018-03-23,안덕면,1355,46295085
2018-03-23,알수없음,189,5897014
2018-03-23,애월읍,5241,170604297
2018-03-23,연동,10647,310940187
2018-03-23,영천동,655,21551666
2018-03-23,예래동,531,17891335
2018-03-23,오라동,2987,89186414
2018-03-23,외도동,4596,147011764
2018-03-23,용담1동,1433,48474054
2018-03-23,용담2동,3071,88619926
2018-03-23,우도면,128,4246157
2018-03-23,이도1동,2116,66729320
2018-03-23,이도2동,11424,340312660
2018-03-23,이호동,823,33923105
2018-03-23,일도1동,649,23495263
2018-03-23,일도2동,7080,194241156
2018-03-23,정방동,321,10738540
2018-03-23,조천읍,3455,98932688
2018-03-23,중문동,1668,58184018
2018-03-23,중앙동,619,26259565
2018-03-23,천지동,570,28369507
2018-03-23,추자면,83,3478243
2018-03-23,표선면,1103,37546832
2018-03-23,한경면,671,23643404
2018-03-23,한림읍,2331,96192298
2018-03-23,화북동,5231,156383380
2018-03-23,효돈동,611,21157870
2018-03-24,건입동,2237,65191181
2018-03-24,구좌읍,1457,46464578
2018-03-24,남원읍,1817,64019729
2018-03-24,노형동,14116,401668004
2018-03-24,대륜동,2032,61911214
2018-03-24,대정읍,2957,94887523
2018-03-24,대천동,2116,57345454
2018-03-24,도두동,512,10278471
2018-03-24,동홍동,3916,124379863
2018-03-24,봉개동,409,13097827
2018-03-24,삼도1동,3251,106821662
2018-03-24,삼도2동,1906,58884675
2018-03-24,삼양동,5210,177058156
2018-03-24,서홍동,1551,44969390
2018-03-24,성산읍,1561,50295045
2018-03-24,송산동,588,22457931
2018-03-24,아라동,7326,215491582
2018-03-24,안덕면,1216,43221560
2018-03-24,알수없음,174,4522169
2018-03-24,애월읍,5052,169864721
2018-03-24,연동,11840,321121439
2018-03-24,영천동,654,22374684
2018-03-24,예래동,492,16428520
2018-03-24,오라동,3100,93750994
2018-03-24,외도동,5358,155487006
2018-03-24,용담1동,1462,43305151
2018-03-24,용담2동,3460,103141650
2018-03-24,우도면,70,3605376
2018-03-24,이도1동,2053,58344459
2018-03-24,이도2동,12080,361937882
2018-03-24,이호동,827,21749697
2018-03-24,일도1동,738,24724427
2018-03-24,일도2동,8035,223134645
2018-03-24,정방동,370,12463443
2018-03-24,조천읍,3495,114894595
2018-03-24,중문동,1659,51585589
2018-03-24,중앙동,479,12754903
2018-03-24,천지동,453,18528671
2018-03-24,추자면,123,4916605
2018-03-24,표선면,1175,37623239
2018-03-24,한경면,644,17474414
2018-03-24,한림읍,2420,76437465
2018-03-24,화북동,5500,157117302
2018-03-24,효돈동,610,35785522
2018-03-25,건입동,2061,69546463
2018-03-25,구좌읍,1354,41713718
2018-03-25,남원읍,2017,74382431
2018-03-25,노형동,14545,460613157
2018-03-25,대륜동,2377,98304897
2018-03-25,대정읍,2809,107861111
2018-03-25,대천동,2327,81475150
2018-03-25,도두동,508,14338455
2018-03-25,동홍동,4252,158251210
2018-03-25,봉개동,537,20543509
2018-03-25,삼도1동,3440,113235030
2018-03-25,삼도2동,1952,66963956
2018-03-25,삼양동,4806,144703548
2018-03-25,서홍동,2029,84325897
2018-03-25,성산읍,1522,52485822
2018-03-25,송산동,491,17249667
2018-03-25,아라동,7266,256128115
2018-03-25,안덕면,1384,49763832
2018-03-25,알수없음,168,5526931
2018-03-25,애월읍,5187,221402878
2018-03-25,연동,11204,359205608
2018-03-25,영천동,752,29698498
2018-03-25,예래동,547,21511273
2018-03-25,오라동,3322,107535240
2018-03-25,외도동,4921,155198866
2018-03-25,용담1동,1488,49566196
2018-03-25,용담2동,3736,121914451
2018-03-25,우도면,50,1996438
2018-03-25,이도1동,2012,60195630
2018-03-25,이도2동,12311,398669174
2018-03-25,이호동,600,23386826
2018-03-25,일도1동,753,22046667
2018-03-25,일도2동,7883,243827821
2018-03-25,정방동,423,13627071
2018-03-25,조천읍,3367,106777038
2018-03-25,중문동,1792,62331755
2018-03-25,중앙동,748,30346954
2018-03-25,천지동,498,21311226
2018-03-25,추자면,114,4871734
2018-03-25,표선면,1172,47749289
2018-03-25,한경면,705,26098042
2018-03-25,한림읍,2353,85004907
2018-03-25,화북동,5455,186864602
2018-03-25,효돈동,572,21673880
2018-03-26,건입동,1919,61273385
2018-03-26,구좌읍,1436,54567671
2018-03-26,남원읍,1448,61920120
2018-03-26,노형동,12492,369447375
2018-03-26,대륜동,2249,85833139
2018-03-26,대정읍,2549,95941427
2018-03-26,대천동,2224,73692547
2018-03-26,도두동,571,19972543
2018-03-26,동홍동,4074,139358213
2018-03-26,봉개동,389,14508293
2018-03-26,삼도1동,3005,80693806
2018-03-26,삼도2동,1732,61368390
2018-03-26,삼양동,4044,111006024
2018-03-26,서홍동,1742,59028094
2018-03-26,성산읍,1280,44408560
2018-03-26,송산동,483,16985464
2018-03-26,아라동,6339,170253108
2018-03-26,안덕면,1304,43529552
2018-03-26,알수없음,115,3782102
2018-03-26,애월읍,4900,150620782
2018-03-26,연동,10872,263294650
2018-03-26,영천동,718,28375510
2018-03-26,예래동,438,14739238
2018-03-26,오라동,2912,87547286
2018-03-26,외도동,4576,147145737
2018-03-26,용담1동,1447,43664557
2018-03-26,용담2동,3224,95497543
2018-03-26,우도면,94,2337738
2018-03-26,이도1동,1890,47148557
2018-03-26,이도2동,10651,334342045
2018-03-26,이호동,679,26049482
2018-03-26,일도1동,626,19537566
2018-03-26,일도2동,6972,229399477
2018-03-26,정방동,415,22673131
2018-03-26,조천읍,3214,88992270
2018-03-26,중문동,1575,60260751
2018-03-26,중앙동,508,36599093
2018-03-26,천지동,462,12874361
2018-03-26,추자면,60,1665764
2018-03-26,표선면,1108,37056505
2018-03-26,한경면,733,26207463
2018-03-26,한림읍,2253,76325608
2018-03-26,화북동,4556,163456964
2018-03-26,효돈동,605,18116620
2018-03-27,건입동,1875,63395774
2018-03-27,구좌읍,1432,46804452
2018-03-27,남원읍,1762,62609460
2018-03-27,노형동,12787,375365694
2018-03-27,대륜동,2117,75935969
2018-03-27,대정읍,2786,90633820
2018-03-27,대천동,1861,58991588
2018-03-27,도두동,405,21010762
2018-03-27,동홍동,4045,132970479
2018-03-27,봉개동,391,10962793
2018-03-27,삼도1동,2701,70862588
2018-03-27,삼도2동,1556,55445891
2018-03-27,삼양동,4330,120955267
2018-03-27,서홍동,1757,72152488
2018-03-27,성산읍,1142,34201872
2018-03-27,송산동,626,63962263
2018-03-27,아라동,6342,180372562
2018-03-27,안덕면,1348,38607437
2018-03-27,알수없음,178,7520072
2018-03-27,애월읍,4650,138395074
2018-03-27,연동,10274,290265112
2018-03-27,영천동,680,34231097
2018-03-27,예래동,536,12581128
2018-03-27,오라동,2828,98621794
2018-03-27,외도동,4522,124270984
2018-03-27,용담1동,1500,39400098
2018-03-27,용담2동,3066,109995555
2018-03-27,우도면,124,7920954
2018-03-27,이도1동,1827,46307335
2018-03-27,이도2동,10368,289403207
2018-03-27,이호동,654,19371713
2018-03-27,일도1동,651,19938595
2018-03-27,일도2동,6692,196609449
2018-03-27,정방동,449,15297068
2018-03-27,조천읍,3091,90945512
2018-03-27,중문동,1531,47633128
2018-03-27,중앙동,449,18704315
2018-03-27,천지동,477,21792648
2018-03-27,추자면,99,2936059
2018-03-27,표선면,1324,53047243
2018-03-27,한경면,651,20490176
2018-03-27,한림읍,2102,71991162
2018-03-27,화북동,4758,126447640
2018-03-27,효돈동,606,18076916
2018-03-28,건입동,1964,61892418
2018-03-28,구좌읍,1602,53688761
2018-03-28,남원읍,1802,79863458
2018-03-28,노형동,13490,381275916
2018-03-28,대륜동,2003,65306801
2018-03-28,대정읍,2682,93421669
2018-03-28,대천동,1877,79283291
2018-03-28,도두동,444,14302096
2018-03-28,동홍동,3834,129929229
2018-03-28,봉개동,503,17743242
2018-03-28,삼도1동,3277,99310790
2018-03-28,삼도2동,1753,56916331
2018-03-28,삼양동,4206,123478470
2018-03-28,서홍동,1786,55984434
2018-03-28,성산읍,1428,47069026
2018-03-28,송산동,596,21722784
2018-03-28,아라동,6456,194739061
2018-03-28,안덕면,1265,42124991
2018-03-28,알수없음,109,4354987
2018-03-28,애월읍,4867,160244203
2018-03-28,연동,11046,297908263
2018-03-28,영천동,827,27281547
2018-03-28,예래동,507,14395034
2018-03-28,오라동,2819,77915579
2018-03-28,외도동,4880,139497990
2018-03-28,용담1동,1383,44968309
2018-03-28,용담2동,3130,139102633
2018-03-28,우도면,60,2743834
2018-03-28,이도1동,1736,56153436
2018-03-28,이도2동,11149,334616369
2018-03-28,이호동,732,19651809
2018-03-28,일도1동,665,24503715
2018-03-28,일도2동,7261,215439076
2018-03-28,정방동,494,17778666
2018-03-28,조천읍,3277,108341721
2018-03-28,중문동,1726,49085088
2018-03-28,중앙동,497,19024410
2018-03-28,천지동,538,23858262
2018-03-28,추자면,79,2390480
2018-03-28,표선면,1132,38219937
2018-03-28,한경면,680,25452095
2018-03-28,한림읍,2238,80233146
2018-03-28,화북동,4926,122767012
2018-03-28,효돈동,591,23373296
2018-03-29,건입동,2076,55952947
2018-03-29,구좌읍,1442,59597830
2018-03-29,남원읍,1758,68915620
2018-03-29,노형동,13435,386619998
2018-03-29,대륜동,2392,95408837
2018-03-29,대정읍,2651,81709982
2018-03-29,대천동,2220,74499329
2018-03-29,도두동,522,18214627
2018-03-29,동홍동,3808,132816827
2018-03-29,봉개동,522,20686288
2018-03-29,삼도1동,3109,84561516
2018-03-29,삼도2동,1608,47388654
