,resident_base_year,resident_base_month,resident_emd_nm,resident_sex,resident_resid_reg_pop,resident_foreign_pop,resident_total_pop
615,2018,8,대천동,여성,6609,139,6748
616,2018,8,도두동,남성,1615,69,1684
617,2018,8,도두동,여성,1464,62,1526
618,2018,8,동홍동,남성,11217,619,11836
619,2018,8,동홍동,여성,11580,637,12217
620,2018,8,봉개동,남성,2112,40,2152
621,2018,8,봉개동,여성,1904,45,1949
622,2018,8,삼도1동,남성,7014,133,7147
623,2018,8,삼도1동,여성,7265,89,7354
624,2018,8,삼도2동,남성,4415,162,4577
625,2018,8,삼도2동,여성,4095,111,4206
626,2018,8,삼양동,남성,12373,89,12462
627,2018,8,삼양동,여성,12188,158,12346
628,2018,8,서홍동,남성,5294,55,5349
629,2018,8,서홍동,여성,5328,67,5395
630,2018,8,성산읍,남성,8082,1117,9199
631,2018,8,성산읍,여성,7413,583,7996
632,2018,8,송산동,남성,2328,394,2722
633,2018,8,송산동,여성,2080,171,2251
634,2018,8,아라동,남성,16305,530,16835
635,2018,8,아라동,여성,16458,518,16976
636,2018,8,안덕면,남성,6128,318,6446
637,2018,8,안덕면,여성,5675,352,6027
638,2018,8,애월읍,남성,18129,534,18663
639,2018,8,애월읍,여성,16916,480,17396
640,2018,8,연동,남성,20446,785,21231
641,2018,8,연동,여성,21064,946,22010
642,2018,8,영천동,남성,2668,127,2795
643,2018,8,영천동,여성,2574,62,2636
644,2018,8,예래동,남성,2075,125,2200
645,2018,8,예래동,여성,1989,113,2102
646,2018,8,오라동,남성,7280,113,7393
647,2018,8,오라동,여성,7081,113,7194
648,2018,8,외도동,남성,10806,132,10938
649,2018,8,외도동,여성,10561,156,10717
650,2018,8,용담1동,남성,3909,40,3949
651,2018,8,용담1동,여성,3686,46,3732
652,2018,8,용담2동,남성,7879,81,7960
653,2018,8,용담2동,여성,7663,160,7823
654,2018,8,우도면,남성,1000,22,1022
655,2018,8,우도면,여성,879,14,893
656,2018,8,이도1동,남성,3927,53,3980
657,2018,8,이도1동,여성,3956,73,4029
658,2018,8,이도2동,남성,24424,290,24714
659,2018,8,이도2동,여성,25393,357,25750
660,2018,8,이호동,남성,2310,73,2383
661,2018,8,이호동,여성,2134,73,2207
662,2018,8,일도1동,남성,1550,75,1625
663,2018,8,일도1동,여성,1409,38,1447
664,2018,8,일도2동,남성,17078,116,17194
665,2018,8,일도2동,여성,17619,186,17805
666,2018,8,정방동,남성,1212,61,1273
667,2018,8,정방동,여성,1166,49,1215
668,2018,8,조천읍,남성,12334,346,12680
669,2018,8,조천읍,여성,11592,257,11849
670,2018,8,중문동,남성,5731,148,5879
671,2018,8,중문동,여성,5365,153,5518
672,2018,8,중앙동,남성,1872,43,1915
673,2018,8,중앙동,여성,2041,64,2105
674,2018,8,천지동,남성,1803,63,1866
675,2018,8,천지동,여성,1763,47,1810
676,2018,8,추자면,남성,987,334,1321
677,2018,8,추자면,여성,836,13,849
678,2018,8,표선면,남성,6336,271,6607
679,2018,8,표선면,여성,6025,154,6179
680,2018,8,한경면,남성,4564,249,4813
681,2018,8,한경면,여성,4500,103,4603
682,2018,8,한림읍,남성,10930,2351,13281
683,2018,8,한림읍,여성,10260,1344,11604
684,2018,8,화북동,남성,12489,228,12717
685,2018,8,화북동,여성,12521,166,12687
686,2018,8,효돈동,남성,2702,52,2754
687,2018,8,효돈동,여성,2638,32,2670
688,2018,9,건입동,남성,5025,164,5189
689,2018,9,건입동,여성,4704,99,4803
690,2018,9,구좌읍,남성,8043,413,8456
691,2018,9,구좌읍,여성,7642,198,7840
692,2018,9,남원읍,남성,9807,505,10312
693,2018,9,남원읍,여성,9343,219,9562
694,2018,9,노형동,남성,26395,1120,27515
695,2018,9,노형동,여성,27324,920,28244
696,2018,9,대륜동,남성,7010,97,7107
697,2018,9,대륜동,여성,6893,101,6994
698,2018,9,대정읍,남성,10525,950,11475
699,2018,9,대정읍,여성,10919,763,11682
700,2018,9,대천동,남성,6930,109,7039
701,2018,9,대천동,여성,6633,139,6772
702,2018,9,도두동,남성,1615,73,1688
703,2018,9,도두동,여성,1464,61,1525
704,2018,9,동홍동,남성,11236,637,11873
705,2018,9,동홍동,여성,11599,638,12237
706,2018,9,봉개동,남성,2123,41,2164
707,2018,9,봉개동,여성,1918,45,1963
708,2018,9,삼도1동,남성,7021,127,7148
709,2018,9,삼도1동,여성,7278,84,7362
710,2018,9,삼도2동,남성,4405,154,4559
711,2018,9,삼도2동,여성,4079,108,4187
712,2018,9,삼양동,남성,12396,88,12484
713,2018,9,삼양동,여성,12226,160,12386
714,2018,9,서홍동,남성,5287,59,5346
715,2018,9,서홍동,여성,5341,68,5409
716,2018,9,성산읍,남성,8094,1142,9236
717,2018,9,성산읍,여성,7425,589,8014
718,2018,9,송산동,남성,2328,427,2755
719,2018,9,송산동,여성,2076,172,2248
720,2018,9,아라동,남성,16372,588,16960
721,2018,9,아라동,여성,16514,629,17143
722,2018,9,안덕면,남성,6145,328,6473
723,2018,9,안덕면,여성,5726,365,6091
724,2018,9,애월읍,남성,18182,544,18726
725,2018,9,애월읍,여성,16958,498,17456
726,2018,9,연동,남성,20429,784,21213
727,2018,9,연동,여성,21064,942,22006
728,2018,9,영천동,남성,2668,126,2794
729,2018,9,영천동,여성,2575,62,2637
730,2018,9,예래동,남성,2084,132,2216
731,2018,9,예래동,여성,1999,118,2117
732,2018,9,오라동,남성,7312,112,7424
733,2018,9,오라동,여성,7111,113,7224
734,2018,9,외도동,남성,10825,130,10955
735,2018,9,외도동,여성,10590,158,10748
736,2018,9,용담1동,남성,3898,39,3937
737,2018,9,용담1동,여성,3684,42,3726
738,2018,9,용담2동,남성,7878,81,7959
739,2018,9,용담2동,여성,7647,166,7813
740,2018,9,우도면,남성,1002,23,1025
741,2018,9,우도면,여성,878,15,893
742,2018,9,이도1동,남성,3914,53,3967
743,2018,9,이도1동,여성,3958,75,4033
744,2018,9,이도2동,남성,24429,301,24730
745,2018,9,이도2동,여성,25355,370,25725
746,2018,9,이호동,남성,2325,76,2401
747,2018,9,이호동,여성,2160,77,2237
748,2018,9,일도1동,남성,1537,69,1606
749,2018,9,일도1동,여성,1401,39,1440
750,2018,9,일도2동,남성,17058,120,17178
751,2018,9,일도2동,여성,17604,193,17797
752,2018,9,정방동,남성,1200,62,1262
753,2018,9,정방동,여성,1156,49,1205
754,2018,9,조천읍,남성,12362,344,12706
755,2018,9,조천읍,여성,11635,253,11888
756,2018,9,중문동,남성,5747,152,5899
757,2018,9,중문동,여성,5391,156,5547
758,2018,9,중앙동,남성,1878,44,1922
759,2018,9,중앙동,여성,2046,64,2110
760,2018,9,천지동,남성,1801,67,1868
761,2018,9,천지동,여성,1760,52,1812
762,2018,9,추자면,남성,985,338,1323
763,2018,9,추자면,여성,831,13,844
764,2018,9,표선면,남성,6349,268,6617
765,2018,9,표선면,여성,6028,154,6182
766,2018,9,한경면,남성,4559,260,4819
767,2018,9,한경면,여성,4492,105,4597
768,2018,9,한림읍,남성,10944,2377,13321
769,2018,9,한림읍,여성,10253,1339,11592
770,2018,9,화북동,남성,12497,225,12722
771,2018,9,화북동,여성,12516,172,12688
772,2018,9,효돈동,남성,2701,52,2753
773,2018,9,효돈동,여성,2634,30,2664
774,2018,10,건입동,남성,5008,155,5163
775,2018,10,건입동,여성,4694,96,4790
776,2018,10,구좌읍,남성,8020,417,8437
777,2018,10,구좌읍,여성,7649,200,7849
778,2018,10,남원읍,남성,9775,506,10281
779,2018,10,남원읍,여성,9324,226,9550
780,2018,10,노형동,남성,26473,1200,27673
781,2018,10,노형동,여성,27362,973,28335
782,2018,10,대륜동,남성,7018,97,7115
783,2018,10,대륜동,여성,6911,101,7012
784,2018,10,대정읍,남성,10511,951,11462
785,2018,10,대정읍,여성,10902,767,11669
786,2018,10,대천동,남성,6948,111,7059
787,2018,10,대천동,여성,6678,140,6818
788,2018,10,도두동,남성,1633,88,1721
789,2018,10,도두동,여성,1468,64,1532
790,2018,10,동홍동,남성,11236,636,11872
791,2018,10,동홍동,여성,11617,635,12252
792,2018,10,봉개동,남성,2133,39,2172
793,2018,10,봉개동,여성,1927,47,1974
794,2018,10,삼도1동,남성,7007,111,7118
795,2018,10,삼도1동,여성,7270,80,7350
796,2018,10,삼도2동,남성,4393,159,4552
797,2018,10,삼도2동,여성,4055,108,4163
798,2018,10,삼양동,남성,12455,92,12547
799,2018,10,삼양동,여성,12318,165,12483
800,2018,10,서홍동,남성,5294,59,5353
801,2018,10,서홍동,여성,5331,67,5398
802,2018,10,성산읍,남성,8129,1144,9273
803,2018,10,성산읍,여성,7430,591,8021
804,2018,10,송산동,남성,2333,422,2755
805,2018,10,송산동,여성,2079,178,2257
806,2018,10,아라동,남성,16418,606,17024
807,2018,10,아라동,여성,16563,624,17187
808,2018,10,안덕면,남성,6150,330,6480
809,2018,10,안덕면,여성,5721,363,6084
810,2018,10,애월읍,남성,18273,565,18838
811,2018,10,애월읍,여성,17027,529,17556
812,2018,10,연동,남성,20378,792,21170
813,2018,10,연동,여성,21070,959,22029
814,2018,10,영천동,남성,2672,129,2801
815,2018,10,영천동,여성,2583,64,2647
816,2018,10,예래동,남성,2085,141,2226
817,2018,10,예래동,여성,2007,135,2142
818,2018,10,오라동,남성,7363,118,7481
819,2018,10,오라동,여성,7152,116,7268
820,2018,10,외도동,남성,10835,129,10964
821,2018,10,외도동,여성,10605,160,10765
822,2018,10,용담1동,남성,3884,40,3924
823,2018,10,용담1동,여성,3692,45,3737
824,2018,10,용담2동,남성,7882,82,7964
825,2018,10,용담2동,여성,7645,165,7810
826,2018,10,우도면,남성,994,23,1017
827,2018,10,우도면,여성,876,17,893
828,2018,10,이도1동,남성,3901,54,3955
829,2018,10,이도1동,여성,3961,78,4039
830,2018,10,이도2동,남성,24430,312,24742
831,2018,10,이도2동,여성,25302,372,25674
832,2018,10,이호동,남성,2308,76,2384
833,2018,10,이호동,여성,2156,80,2236
834,2018,10,일도1동,남성,1537,71,1608
835,2018,10,일도1동,여성,1388,41,1429
836,2018,10,일도2동,남성,17040,121,17161
837,2018,10,일도2동,여성,17613,189,17802
838,2018,10,정방동,남성,1193,61,1254
839,2018,10,정방동,여성,1154,48,1202
840,2018,10,조천읍,남성,12368,343,12711
841,2018,10,조천읍,여성,11658,256,11914
842,2018,10,중문동,남성,5729,152,5881
843,2018,10,중문동,여성,5396,160,5556
844,2018,10,중앙동,남성,1883,44,1927
845,2018,10,중앙동,여성,2036,61,2097
846,2018,10,천지동,남성,1804,62,1866
847,2018,10,천지동,여성,1766,50,1816
848,2018,10,추자면,남성,980,328,1308
849,2018,10,추자면,여성,830,14,844
850,2018,10,표선면,남성,6367,270,6637
851,2018,10,표선면,여성,6054,165,6219
852,2018,10,한경면,남성,4564,259,4823
853,2018,10,한경면,여성,4510,104,4614
854,2018,10,한림읍,남성,10962,2358,13320
855,2018,10,한림읍,여성,10273,1340,11613
856,2018,10,화북동,남성,12468,227,12695
857,2018,10,화북동,여성,12497,174,12671
858,2018,10,효돈동,남성,2685,53,2738
859,2018,10,효돈동,여성,2617,31,2648
860,2018,11,건입동,남성,4982,153,5135
861,2018,11,건입동,여성,4676,95,4771
862,2018,11,구좌읍,남성,8023,422,8445
863,2018,11,구좌읍,여성,7631,198,7829
864,2018,11,남원읍,남성,9774,501,10275
865,2018,11,남원읍,여성,9320,227,9547
866,2018,11,노형동,남성,26492,1200,27692
867,2018,11,노형동,여성,27410,997,28407
868,2018,11,대륜동,남성,7021,99,7120
869,2018,11,대륜동,여성,6928,100,7028
870,2018,11,대정읍,남성,10491,958,11449
871,2018,11,대정읍,여성,10901,769,11670
872,2018,11,대천동,남성,6950,113,7063
873,2018,11,대천동,여성,6666,143,6809
874,2018,11,도두동,남성,1639,99,1738
875,2018,11,도두동,여성,1466,61,1527
876,2018,11,동홍동,남성,11246,641,11887
877,2018,11,동홍동,여성,11636,641,12277
878,2018,11,봉개동,남성,2258,40,2298
879,2018,11,봉개동,여성,2020,47,2067
880,2018,11,삼도1동,남성,6996,83,7079
881,2018,11,삼도1동,여성,7264,77,7341
882,2018,11,삼도2동,남성,4376,157,4533
883,2018,11,삼도2동,여성,4031,113,4144
884,2018,11,삼양동,남성,12517,85,12602
885,2018,11,삼양동,여성,12386,169,12555
886,2018,11,서홍동,남성,5272,59,5331
887,2018,11,서홍동,여성,5321,69,5390
888,2018,11,성산읍,남성,8101,1137,9238
889,2018,11,성산읍,여성,7418,595,8013
890,2018,11,송산동,남성,2332,431,2763
891,2018,11,송산동,여성,2086,177,2263
892,2018,11,아라동,남성,16484,608,17092
893,2018,11,아라동,여성,16603,630,17233
894,2018,11,안덕면,남성,6169,317,6486
895,2018,11,안덕면,여성,5735,343,6078
896,2018,11,애월읍,남성,18340,554,18894
897,2018,11,애월읍,여성,17062,540,17602
898,2018,11,연동,남성,20384,807,21191
899,2018,11,연동,여성,21059,970,22029
900,2018,11,영천동,남성,2676,126,2802
901,2018,11,영천동,여성,2588,64,2652
902,2018,11,예래동,남성,2103,140,2243
903,2018,11,예래동,여성,2015,139,2154
904,2018,11,오라동,남성,7391,107,7498
905,2018,11,오라동,여성,7204,119,7323
906,2018,11,외도동,남성,10823,125,10948
907,2018,11,외도동,여성,10615,166,10781
908,2018,11,용담1동,남성,3881,40,3921
909,2018,11,용담1동,여성,3681,43,3724
910,2018,11,용담2동,남성,7833,82,7915
911,2018,11,용담2동,여성,7616,166,7782
912,2018,11,우도면,남성,992,22,1014
913,2018,11,우도면,여성,875,18,893
914,2018,11,이도1동,남성,3898,54,3952
915,2018,11,이도1동,여성,3967,83,4050
916,2018,11,이도2동,남성,24381,290,24671
917,2018,11,이도2동,여성,25291,370,25661
918,2018,11,이호동,남성,2311,78,2389
919,2018,11,이호동,여성,2158,82,2240
920,2018,11,일도1동,남성,1522,72,1594
921,2018,11,일도1동,여성,1384,41,1425
922,2018,11,일도2동,남성,16999,107,17106
923,2018,11,일도2동,여성,17587,192,17779
924,2018,11,정방동,남성,1187,64,1251
925,2018,11,정방동,여성,1145,48,1193
926,2018,11,조천읍,남성,12412,336,12748
927,2018,11,조천읍,여성,11676,258,11934
928,2018,11,중문동,남성,5729,153,5882
929,2018,11,중문동,여성,5405,169,5574
930,2018,11,중앙동,남성,1872,46,1918
931,2018,11,중앙동,여성,2029,60,2089
932,2018,11,천지동,남성,1811,63,1874
933,2018,11,천지동,여성,1753,52,1805
934,2018,11,추자면,남성,972,330,1302
935,2018,11,추자면,여성,827,14,841
936,2018,11,표선면,남성,6358,282,6640
937,2018,11,표선면,여성,6031,165,6196
938,2018,11,한경면,남성,4573,254,4827
939,2018,11,한경면,여성,4495,106,4601
940,2018,11,한림읍,남성,10988,2345,13333
941,2018,11,한림읍,여성,10295,1355,11650
942,2018,11,화북동,남성,12454,230,12684
943,2018,11,화북동,여성,12506,179,12685
944,2018,11,효돈동,남성,2683,53,2736
945,2018,11,효돈동,여성,2606,30,2636
946,2018,12,건입동,남성,4951,152,5103
947,2018,12,건입동,여성,4659,95,4754
948,2018,12,구좌읍,남성,8026,418,8444
949,2018,12,구좌읍,여성,7644,195,7839
950,2018,12,남원읍,남성,9751,507,10258
951,2018,12,남원읍,여성,9287,233,9520
952,2018,12,노형동,남성,26551,1210,27761
953,2018,12,노형동,여성,27451,1011,28462
954,2018,12,대륜동,남성,7022,97,7119
955,2018,12,대륜동,여성,6936,101,7037
956,2018,12,대정읍,남성,10468,963,11431
957,2018,12,대정읍,여성,10896,767,11663
958,2018,12,대천동,남성,6984,112,7096
959,2018,12,대천동,여성,6691,143,6834
960,2018,12,도두동,남성,1642,96,1738
961,2018,12,도두동,여성,1459,60,1519
962,2018,12,동홍동,남성,11246,634,11880
963,2018,12,동홍동,여성,11639,644,12283
964,2018,12,봉개동,남성,2538,43,2581
965,2018,12,봉개동,여성,2304,51,2355
966,2018,12,삼도1동,남성,6951,77,7028
967,2018,12,삼도1동,여성,7239,78,7317
968,2018,12,삼도2동,남성,4374,155,4529
969,2018,12,삼도2동,여성,4023,110,4133
970,2018,12,삼양동,남성,12511,89,12600
971,2018,12,삼양동,여성,12386,167,12553
972,2018,12,서홍동,남성,5261,59,5320
973,2018,12,서홍동,여성,5309,68,5377
974,2018,12,성산읍,남성,8083,1129,9212
975,2018,12,성산읍,여성,7367,601,7968
976,2018,12,송산동,남성,2330,434,2764
977,2018,12,송산동,여성,2087,176,2263
978,2018,12,아라동,남성,16475,607,17082
979,2018,12,아라동,여성,16624,615,17239
980,2018,12,안덕면,남성,6138,319,6457
981,2018,12,안덕면,여성,5729,351,6080
982,2018,12,애월읍,남성,18354,548,18902
983,2018,12,애월읍,여성,17097,551,17648
984,2018,12,연동,남성,20352,837,21189
985,2018,12,연동,여성,21045,983,22028
986,2018,12,영천동,남성,2687,124,2811
987,2018,12,영천동,여성,2605,62,2667
988,2018,12,예래동,남성,2114,138,2252
989,2018,12,예래동,여성,2022,140,2162
990,2018,12,오라동,남성,7426,115,7541
991,2018,12,오라동,여성,7247,118,7365
992,2018,12,외도동,남성,10825,127,10952
993,2018,12,외도동,여성,10620,169,10789
994,2018,12,용담1동,남성,3880,39,3919
995,2018,12,용담1동,여성,3647,44,3691
996,2018,12,용담2동,남성,7820,84,7904
997,2018,12,용담2동,여성,7606,163,7769
998,2018,12,우도면,남성,984,21,1005
999,2018,12,우도면,여성,868,19,887
1000,2018,12,이도1동,남성,3884,53,3937
1001,2018,12,이도1동,여성,3967,85,4052
1002,2018,12,이도2동,남성,24256,296,24552
1003,2018,12,이도2동,여성,25200,385,25585
1004,2018,12,이호동,남성,2324,78,2402
1005,2018,12,이호동,여성,2171,81,2252
1006,2018,12,일도1동,남성,1517,66,1583
1007,2018,12,일도1동,여성,1367,43,1410
1008,2018,12,일도2동,남성,16893,103,16996
1009,2018,12,일도2동,여성,17495,193,17688
1010,2018,12,정방동,남성,1189,65,1254
1011,2018,12,정방동,여성,1144,46,1190
1012,2018,12,조천읍,남성,12431,353,12784
1013,2018,12,조천읍,여성,11675,259,11934
1014,2018,12,중문동,남성,5758,150,5908
1015,2018,12,중문동,여성,5401,173,5574
1016,2018,12,중앙동,남성,1855,45,1900
1017,2018,12,중앙동,여성,2024,60,2084
1018,2018,12,천지동,남성,1816,64,1880
1019,2018,12,천지동,여성,1754,54,1808
1020,2018,12,추자면,남성,979,329,1308
1021,2018,12,추자면,여성,825,16,841
1022,2018,12,표선면,남성,6360,287,6647
1023,2018,12,표선면,여성,6014,163,6177
1024,2018,12,한경면,남성,4582,252,4834
1025,2018,12,한경면,여성,4507,106,4613
1026,2018,12,한림읍,남성,10990,2347,13337
1027,2018,12,한림읍,여성,10319,1347,11666
1028,2018,12,화북동,남성,12458,228,12686
1029,2018,12,화북동,여성,12527,178,12705
1030,2018,12,효돈동,남성,2683,57,2740
1031,2018,12,효돈동,여성,2595,30,2625
1032,2019,1,건입동,남성,4896,154,5050
1033,2019,1,건입동,여성,4610,100,4710
1034,2019,1,구좌읍,남성,7996,414,8410
1035,2019,1,구좌읍,여성,7578,196,7774
1036,2019,1,남원읍,남성,9758,511,10269
1037,2019,1,남원읍,여성,9274,250,9524
1038,2019,1,노형동,남성,26493,1230,27723
1039,2019,1,노형동,여성,27468,1022,28490
1040,2019,1,대륜동,남성,7114,99,7213
1041,2019,1,대륜동,여성,7029,111,7140
1042,2019,1,대정읍,남성,10453,976,11429
1043,2019,1,대정읍,여성,10884,770,11654
1044,2019,1,대천동,남성,6976,112,7088
1045,2019,1,대천동,여성,6683,145,6828
1046,2019,1,도두동,남성,1624,96,1720
1047,2019,1,도두동,여성,1452,59,1511
1048,2019,1,동홍동,남성,11246,637,11883
1049,2019,1,동홍동,여성,11638,649,12287
1050,2019,1,봉개동,남성,2614,45,2659
1051,2019,1,봉개동,여성,2383,51,2434
1052,2019,1,삼도1동,남성,6928,77,7005
1053,2019,1,삼도1동,여성,7191,78,7269
1054,2019,1,삼도2동,남성,4376,165,4541
1055,2019,1,삼도2동,여성,4018,117,4135
1056,2019,1,삼양동,남성,12576,85,12661
1057,2019,1,삼양동,여성,12451,170,12621
1058,2019,1,서홍동,남성,5239,58,5297
1059,2019,1,서홍동,여성,5284,66,5350
1060,2019,1,성산읍,남성,8075,1123,9198
1061,2019,1,성산읍,여성,7357,607,7964
1062,2019,1,송산동,남성,2310,424,2734
1063,2019,1,송산동,여성,2073,172,2245
1064,2019,1,아라동,남성,16621,600,17221
1065,2019,1,아라동,여성,16726,607,17333
1066,2019,1,안덕면,남성,6120,321,6441
1067,2019,1,안덕면,여성,5738,344,6082
1068,2019,1,애월읍,남성,18400,615,19015
1069,2019,1,애월읍,여성,17078,553,17631
1070,2019,1,연동,남성,20340,905,21245
1071,2019,1,연동,여성,21078,994,22072
1072,2019,1,영천동,남성,2695,120,2815
1073,2019,1,영천동,여성,2600,62,2662
1074,2019,1,예래동,남성,2115,143,2258
1075,2019,1,예래동,여성,2024,139,2163
1076,2019,1,오라동,남성,7482,122,7604
1077,2019,1,오라동,여성,7298,118,7416
1078,2019,1,외도동,남성,10842,128,10970
1079,2019,1,외도동,여성,10601,171,10772
1080,2019,1,용담1동,남성,3845,39,3884
1081,2019,1,용담1동,여성,3634,45,3679
1082,2019,1,용담2동,남성,7772,85,7857
1083,2019,1,용담2동,여성,7588,175,7763
1084,2019,1,우도면,남성,983,21,1004
1085,2019,1,우도면,여성,872,18,890
1086,2019,1,이도1동,남성,3859,55,3914
1087,2019,1,이도1동,여성,3965,86,4051
1088,2019,1,이도2동,남성,24358,295,24653
1089,2019,1,이도2동,여성,25291,384,25675
1090,2019,1,이호동,남성,2341,76,2417
1091,2019,1,이호동,여성,2183,83,2266
1092,2019,1,일도1동,남성,1511,61,1572
1093,2019,1,일도1동,여성,1359,43,1402
1094,2019,1,일도2동,남성,16802,107,16909
1095,2019,1,일도2동,여성,17388,201,17589
1096,2019,1,정방동,남성,1186,66,1252
1097,2019,1,정방동,여성,1160,46,1206
1098,2019,1,조천읍,남성,12442,359,12801
1099,2019,1,조천읍,여성,11682,261,11943
1100,2019,1,중문동,남성,5757,150,5907
1101,2019,1,중문동,여성,5389,174,5563
1102,2019,1,중앙동,남성,1844,47,1891
1103,2019,1,중앙동,여성,2003,57,2060
1104,2019,1,천지동,남성,1801,63,1864
1105,2019,1,천지동,여성,1749,56,1805
1106,2019,1,추자면,남성,975,319,1294
1107,2019,1,추자면,여성,814,16,830
1108,2019,1,표선면,남성,6344,280,6624
1109,2019,1,표선면,여성,5990,163,6153
1110,2019,1,한경면,남성,4583,252,4835
1111,2019,1,한경면,여성,4503,108,4611
1112,2019,1,한림읍,남성,11011,2343,13354
1113,2019,1,한림읍,여성,10326,1348,11674
1114,2019,1,화북동,남성,12429,229,12658
1115,2019,1,화북동,여성,12514,176,12690
1116,2019,1,효돈동,남성,2681,57,2738
1117,2019,1,효돈동,여성,2598,29,2627
1118,2019,2,건입동,남성,4867,149,5016
1119,2019,2,건입동,여성,4590,107,4697
1120,2019,2,구좌읍,남성,8022,409,8431
1121,2019,2,구좌읍,여성,7611,197,7808
1122,2019,2,남원읍,남성,9763,510,10273
1123,2019,2,남원읍,여성,9257,252,9509
1124,2019,2,노형동,남성,26462,1215,27677
1125,2019,2,노형동,여성,27397,1032,28429
1126,2019,2,대륜동,남성,7177,99,7276
1127,2019,2,대륜동,여성,7089,115,7204
1128,2019,2,대정읍,남성,10466,964,11430
1129,2019,2,대정읍,여성,10883,771,11654
1130,2019,2,대천동,남성,6929,107,7036
1131,2019,2,대천동,여성,6683,145,6828
1132,2019,2,도두동,남성,1636,92,1728
1133,2019,2,도두동,여성,1453,59,1512
1134,2019,2,동홍동,남성,11241,639,11880
1135,2019,2,동홍동,여성,11635,650,12285
1136,2019,2,봉개동,남성,2660,43,2703
1137,2019,2,봉개동,여성,2434,54,2488
1138,2019,2,삼도1동,남성,6897,76,6973
1139,2019,2,삼도1동,여성,7139,78,7217
1140,2019,2,삼도2동,남성,4351,159,4510
1141,2019,2,삼도2동,여성,3994,114,4108
1142,2019,2,삼양동,남성,12578,86,12664
1143,2019,2,삼양동,여성,12465,166,12631
1144,2019,2,서홍동,남성,5216,55,5271
1145,2019,2,서홍동,여성,5284,61,5345
1146,2019,2,성산읍,남성,8109,1117,9226
1147,2019,2,성산읍,여성,7355,612,7967
1148,2019,2,송산동,남성,2309,425,2734
1149,2019,2,송산동,여성,2060,172,2232
1150,2019,2,아라동,남성,16665,581,17246
1151,2019,2,아라동,여성,16828,593,17421
1152,2019,2,안덕면,남성,6100,319,6419
1153,2019,2,안덕면,여성,5735,355,6090
1154,2019,2,애월읍,남성,18425,604,19029
1155,2019,2,애월읍,여성,17165,550,17715
1156,2019,2,연동,남성,20332,928,21260
1157,2019,2,연동,여성,21030,1005,22035
1158,2019,2,영천동,남성,2707,120,2827
1159,2019,2,영천동,여성,2613,65,2678
1160,2019,2,예래동,남성,2116,138,2254
1161,2019,2,예래동,여성,2010,137,2147
1162,2019,2,오라동,남성,7511,121,7632
1163,2019,2,오라동,여성,7308,124,7432
1164,2019,2,외도동,남성,10849,127,10976
1165,2019,2,외도동,여성,10608,171,10779
1166,2019,2,용담1동,남성,3810,39,3849
1167,2019,2,용담1동,여성,3617,46,3663
1168,2019,2,용담2동,남성,7751,85,7836
1169,2019,2,용담2동,여성,7594,176,7770
1170,2019,2,우도면,남성,980,19,999
1171,2019,2,우도면,여성,881,18,899
1172,2019,2,이도1동,남성,3848,55,3903
1173,2019,2,이도1동,여성,3973,84,4057
1174,2019,2,이도2동,남성,24412,290,24702
1175,2019,2,이도2동,여성,25304,391,25695
1176,2019,2,이호동,남성,2331,77,2408
1177,2019,2,이호동,여성,2188,83,2271
1178,2019,2,일도1동,남성,1511,55,1566
1179,2019,2,일도1동,여성,1362,42,1404
1180,2019,2,일도2동,남성,16766,105,16871
1181,2019,2,일도2동,여성,17354,197,17551
1182,2019,2,정방동,남성,1166,67,1233
1183,2019,2,정방동,여성,1155,53,1208
1184,2019,2,조천읍,남성,12498,356,12854
1185,2019,2,조천읍,여성,11730,258,11988
1186,2019,2,중문동,남성,5731,155,5886
1187,2019,2,중문동,여성,5396,171,5567
1188,2019,2,중앙동,남성,1847,48,1895
1189,2019,2,중앙동,여성,2001,53,2054
1190,2019,2,천지동,남성,1816,63,1879
1191,2019,2,천지동,여성,1753,55,1808
1192,2019,2,추자면,남성,965,318,1283
1193,2019,2,추자면,여성,799,15,814
1194,2019,2,표선면,남성,6332,283,6615
1195,2019,2,표선면,여성,5990,161,6151
1196,2019,2,한경면,남성,4584,255,4839
1197,2019,2,한경면,여성,4509,107,4616
1198,2019,2,한림읍,남성,11029,2322,13351
1199,2019,2,한림읍,여성,10327,1348,11675
1200,2019,2,화북동,남성,12413,229,12642
1201,2019,2,화북동,여성,12493,180,12673
1202,2019,2,효돈동,남성,2687,56,2743
1203,2019,2,효돈동,여성,2605,29,2634
1204,2019,3,건입동,남성,4864,147,5011
1205,2019,3,건입동,여성,4592,108,4700
1206,2019,3,구좌읍,남성,8010,419,8429
1207,2019,3,구좌읍,여성,7591,205,7796
1208,2019,3,남원읍,남성,9785,509,10294
1209,2019,3,남원읍,여성,9250,253,9503
1210,2019,3,노형동,남성,26445,1216,27661
1211,2019,3,노형동,여성,27373,1071,28444
1212,2019,3,대륜동,남성,7211,95,7306
1213,2019,3,대륜동,여성,7120,114,7234
1214,2019,3,대정읍,남성,10479,956,11435
1215,2019,3,대정읍,여성,10909,771,11680
1216,2019,3,대천동,남성,6957,101,7058
1217,2019,3,대천동,여성,6695,138,6833
1218,2019,3,도두동,남성,1645,107,1752
1219,2019,3,도두동,여성,1461,60,1521
1220,2019,3,동홍동,남성,11217,644,11861
1221,2019,3,동홍동,여성,11625,652,12277
