base_date,emd_nm,short_nationality_CHN,short_nationality_ETC,short_nationality_HKG,short_nationality_IDN,short_nationality_JPN,short_nationality_MYS,short_nationality_SGP,short_nationality_THA,short_nationality_USA,short_nationality_VNM,short_visit_pop_cnt
2018-09,이호동,720,670,491,28,393,383,280,648,304,5,43397.7333
2018-09,일도1동,641,519,401,21,238,438,299,280,353,5,19192.230500000005
2018-09,일도2동,720,630,292,3,296,354,244,200,470,2,40265.7466
2018-09,정방동,720,720,711,158,510,680,637,286,684,73,88156.43629999999
2018-09,조천읍,720,720,711,173,659,682,555,545,712,52,157843.73300000004
2018-09,중문동,720,720,511,28,392,612,370,373,618,43,67709.0023
2018-09,중앙동,720,652,293,68,255,557,284,155,457,0,30175.9722
2018-09,천지동,720,710,482,146,480,625,370,253,277,5,46242.7625
2018-09,추자면,720,720,458,92,126,241,180,591,202,164,88663.4426
2018-09,표선면,720,720,621,107,485,513,464,571,694,116,117763.26539999996
2018-09,한경면,720,704,489,31,197,247,99,404,418,1,50243.96960000001
2018-09,한림읍,720,720,565,235,530,573,563,623,706,229,156305.6346
2018-09,화북동,697,365,179,0,488,89,27,61,188,49,12795.149300000003
2018-09,효돈동,690,229,10,0,70,89,20,16,413,0,8867.3145
2018-10,건입동,744,744,742,225,740,732,724,661,702,178,263845.41959999996
2018-10,구좌읍,744,744,572,26,583,651,666,517,706,99,116079.2608
2018-10,남원읍,744,744,645,68,494,621,529,696,671,274,245423.2748
2018-10,노형동,744,744,742,417,724,702,682,660,733,330,518686.6875
2018-10,대륜동,744,744,611,300,541,709,591,581,728,197,238230.99129999997
2018-10,대정읍,744,579,558,5,520,442,210,360,614,57,46791.434799999995
2018-10,대천동,740,744,480,128,406,530,371,313,595,169,267808.53820000007
2018-10,도두동,744,744,724,270,707,719,696,716,690,183,380033.5599
2018-10,동홍동,744,738,506,34,576,522,559,308,623,25,95262.2289
2018-10,봉개동,744,726,294,58,537,319,262,685,498,115,73343.8152
2018-10,삼도1동,741,694,569,85,513,686,496,261,373,14,51258.567699999985
2018-10,삼도2동,744,744,736,356,740,736,679,656,692,421,314002.7257
2018-10,삼양동,717,451,165,34,112,466,206,40,266,0,18256.957799999996
2018-10,서홍동,744,528,181,133,30,105,147,45,317,0,29610.1347
2018-10,성산읍,744,744,714,212,649,740,725,632,744,277,280550.125
2018-10,송산동,744,736,77,25,243,417,312,264,442,29,35455.5548
2018-10,아라동,744,707,474,134,573,499,443,104,495,151,63811.82449999999
2018-10,안덕면,744,744,741,116,672,744,738,694,744,59,313005.2816000001
2018-10,애월읍,744,744,744,321,697,741,730,744,744,554,581161.9944
2018-10,연동,744,744,744,586,744,743,744,737,742,658,2017345.5662999998
2018-10,영천동,744,697,410,64,415,194,176,300,411,125,51635.67440000001
2018-10,예래동,744,744,722,136,688,608,725,655,744,220,456168.3177000001
2018-10,오라동,744,722,350,122,649,660,433,543,507,104,63509.98369999999
2018-10,외도동,744,672,345,0,395,384,347,740,353,39,65113.420200000015
2018-10,용담1동,744,620,384,134,290,315,200,194,290,53,28288.251400000005
2018-10,용담2동,744,744,744,497,744,729,744,744,744,586,1240575.5289
2018-10,우도면,736,670,418,18,208,407,260,549,284,51,79385.19930000001
2018-10,이도1동,744,724,547,193,734,532,489,316,668,58,77374.2458
2018-10,이도2동,744,744,611,225,659,645,554,327,577,217,99618.81749999999
2018-10,이호동,744,628,558,81,174,477,365,689,294,59,43393.1142
2018-10,일도1동,717,647,454,71,350,463,390,287,266,4,28421.468200000003
2018-10,일도2동,744,727,287,8,454,325,146,46,633,34,69995.14289999999
2018-10,정방동,744,744,673,210,659,730,638,576,707,130,163356.28280000002
2018-10,조천읍,744,744,690,251,659,725,551,528,721,243,194356.99939999997
2018-10,중문동,744,744,523,49,513,592,553,508,731,105,102965.05710000002
2018-10,중앙동,744,683,419,124,332,539,303,308,381,63,46075.7917
2018-10,천지동,744,735,420,247,418,655,431,318,562,108,58457.94410000001
2018-10,추자면,743,739,543,44,312,128,188,655,200,81,63336.00960000001
2018-10,표선면,744,744,675,301,546,700,493,632,701,228,142824.02999999997
2018-10,한경면,744,601,379,0,279,314,209,163,400,30,47528.393299999996
2018-10,한림읍,744,744,646,118,561,534,482,707,739,181,191003.29269999996
2018-10,화북동,744,360,124,7,425,146,63,94,265,12,24555.737800000003
2018-10,효돈동,721,264,204,0,13,139,63,20,183,2,11321.092300000004
2018-11,건입동,720,718,719,282,715,694,673,671,590,132,188237.12840000007
2018-11,구좌읍,720,714,615,88,576,700,619,465,504,33,77588.4113
2018-11,남원읍,720,720,621,286,441,445,449,720,606,295,187729.11450000003
2018-11,노형동,720,720,720,318,646,709,678,679,612,295,385166.8466
2018-11,대륜동,720,668,630,359,346,690,463,436,661,91,63362.810800000014
2018-11,대정읍,720,614,214,152,271,301,90,317,659,57,59734.08080000002
2018-11,대천동,720,614,380,171,198,543,353,184,521,36,36183.580299999994
2018-11,도두동,720,720,715,190,651,666,626,708,583,96,354609.83249999996
2018-11,동홍동,720,685,445,44,339,524,514,405,547,19,69669.40819999999
2018-11,봉개동,720,695,328,61,209,420,209,614,229,72,75792.2444
2018-11,삼도1동,686,596,381,255,458,695,427,207,392,54,42380.3597
2018-11,삼도2동,720,720,708,412,703,719,690,647,577,202,217829.53130000006
2018-11,삼양동,715,379,215,98,361,422,129,72,292,26,19141.426399999997
2018-11,서홍동,720,466,38,10,98,202,100,12,47,2,21812.420599999998
2018-11,성산읍,720,720,702,450,531,720,708,709,649,227,208562.96319999997
2018-11,송산동,716,568,265,36,157,577,279,251,511,31,24943.903399999996
2018-11,아라동,720,716,549,165,551,654,585,286,424,219,75325.73270000001
2018-11,안덕면,720,720,698,260,684,715,718,667,717,98,247104.6537
2018-11,애월읍,720,720,718,503,623,706,710,720,681,292,491485.10560000007
2018-11,연동,720,720,720,514,720,720,720,710,685,599,1705942.2756
2018-11,영천동,720,670,341,2,118,173,235,255,497,24,31715.5687
2018-11,예래동,720,720,718,98,699,718,714,452,713,61,272172.03079999995
2018-11,오라동,720,691,514,123,570,660,286,437,240,81,57716.1465
2018-11,외도동,720,690,401,130,28,399,306,712,267,53,63973.6561
2018-11,용담1동,699,505,304,92,294,436,139,137,262,66,21550.814599999994
2018-11,용담2동,720,720,720,564,720,720,720,720,720,497,1001192.1969999999
2018-11,우도면,703,637,440,80,84,370,279,573,262,81,50508.0839
2018-11,이도1동,720,662,443,61,650,530,406,222,423,25,57774.326700000005
2018-11,이도2동,720,718,653,40,684,663,567,440,563,38,97133.033
2018-11,이호동,715,696,560,97,150,336,372,653,123,1,57838.9429
2018-11,일도1동,646,419,457,111,198,473,239,359,132,4,20482.8387
2018-11,일도2동,720,671,433,77,291,357,161,88,499,52,78135.33940000001
2018-11,정방동,720,662,693,50,530,675,699,639,565,66,75861.7571
2018-11,조천읍,720,719,702,113,551,712,558,606,642,160,139851.9513
2018-11,중문동,720,720,662,235,418,678,517,632,571,90,217433.27269999997
2018-11,중앙동,718,574,429,129,263,431,398,377,286,75,30250.797199999997
2018-11,천지동,717,667,418,106,352,634,452,414,203,73,39623.0951
2018-11,추자면,714,713,336,35,141,92,156,608,98,100,60367.30039999999
2018-11,표선면,720,717,621,328,520,658,590,659,593,111,124561.3954
2018-11,한경면,720,495,540,36,132,409,173,409,343,5,30053.146699999998
2018-11,한림읍,720,720,639,335,363,491,428,679,638,86,151597.6569
2018-11,화북동,720,419,274,18,172,87,64,240,209,18,25433.452100000002
2018-11,효돈동,671,247,63,4,84,149,46,88,78,40,9571.1198
2018-12,건입동,744,744,700,188,632,740,724,551,589,110,177013.88940000001
2018-12,구좌읍,744,655,635,51,302,709,659,452,418,13,72022.27160000001
2018-12,남원읍,744,744,711,175,373,683,388,734,408,199,135609.04860000004
2018-12,노형동,744,744,743,362,704,744,744,640,519,129,414260.09059999994
2018-12,대륜동,744,707,598,411,380,719,683,403,575,59,63447.396600000015
2018-12,대정읍,744,740,405,35,234,363,266,560,461,186,69836.1582
2018-12,대천동,744,617,214,215,197,536,392,194,280,59,31336.1242
2018-12,도두동,744,744,717,154,447,718,433,739,221,33,350728.41469999996
2018-12,동홍동,744,690,538,90,319,699,578,295,516,5,76494.92400000003
2018-12,봉개동,744,710,369,28,125,483,182,577,314,78,60154.21979999999
2018-12,삼도1동,744,573,456,223,307,677,546,227,164,2,39784.8028
2018-12,삼도2동,744,742,737,456,654,739,728,640,347,28,187610.7195
2018-12,삼양동,739,353,219,50,201,355,9,112,124,2,14553.324999999995
2018-12,서홍동,744,736,472,232,311,442,215,474,237,124,184114.23750000005
2018-12,성산읍,744,744,728,357,432,733,743,664,713,140,209952.9995
2018-12,송산동,660,473,187,52,254,511,303,304,316,76,21761.3215
2018-12,아라동,744,705,543,163,325,695,604,350,292,141,60870.26200000001
2018-12,안덕면,744,744,735,287,564,744,720,600,667,174,349656.26720000006
2018-12,애월읍,744,744,733,434,576,744,727,744,712,317,445648.0831
2018-12,연동,744,744,744,663,744,744,740,744,664,343,1721029.0352
2018-12,영천동,744,672,490,31,245,304,261,530,208,53,66673.9985
2018-12,예래동,744,744,698,134,578,718,728,424,677,45,144677.94710000005
2018-12,오라동,744,737,407,196,453,661,309,359,122,41,53103.8983
2018-12,외도동,737,633,505,50,77,438,500,742,58,0,63442.17330000001
2018-12,용담1동,742,535,249,192,246,541,88,147,208,0,21564.8885
2018-12,용담2동,744,744,744,477,744,744,744,744,688,285,971386.4447999997
2018-12,우도면,685,646,243,27,29,247,128,417,46,20,35255.1918
2018-12,이도1동,744,708,572,162,522,691,589,319,263,49,58206.65410000001
2018-12,이도2동,744,721,521,153,651,729,624,341,552,51,73025.56010000002
2018-12,이호동,744,739,593,103,135,655,276,728,50,100,63002.6187
2018-12,일도1동,725,468,248,17,246,498,307,182,57,6,19478.052200000002
2018-12,일도2동,744,696,331,4,330,361,91,126,159,51,72706.5447
2018-12,정방동,744,693,627,120,445,732,715,387,324,9,68379.13470000001
2018-12,조천읍,744,744,600,326,454,739,587,523,574,120,110988.35600000001
2018-12,중문동,744,744,572,81,321,579,512,639,360,57,153810.99360000005
2018-12,중앙동,744,522,424,51,290,596,438,264,178,0,30736.599899999997
2018-12,천지동,743,527,419,187,249,698,511,219,287,7,34860.07230000001
2018-12,추자면,727,736,523,17,155,154,211,635,130,205,55610.4422
2018-12,표선면,744,744,584,191,458,744,600,605,416,92,126133.99149999999
2018-12,한경면,744,447,217,17,207,388,176,395,158,15,27018.878600000004
2018-12,한림읍,744,744,554,373,318,538,496,533,353,91,145598.30600000004
2018-12,화북동,633,292,341,1,561,250,114,181,113,0,14728.0483
2018-12,효돈동,724,322,100,25,76,202,126,76,37,0,13009.412400000001
2019-01,건입동,744,744,648,275,640,632,411,507,297,73,146051.7196
2019-01,구좌읍,744,740,559,55,271,608,316,499,246,71,81056.3475
2019-01,남원읍,744,744,610,243,257,636,363,728,524,276,145043.72419999997
2019-01,노형동,744,744,729,270,600,740,360,646,340,248,449902.0947
2019-01,대륜동,744,741,440,207,240,642,220,370,473,29,58875.4618
2019-01,대정읍,744,621,295,9,330,257,40,399,386,0,50163.782900000006
2019-01,대천동,742,648,204,84,230,320,130,105,160,2,27045.511199999994
2019-01,도두동,744,744,736,154,549,587,100,712,311,147,364390.49029999995
2019-01,동홍동,744,694,564,19,401,301,150,206,310,44,64525.821399999986
2019-01,봉개동,724,715,251,22,95,373,68,578,186,76,51945.2817
2019-01,삼도1동,736,698,419,155,279,654,163,147,363,13,45155.31110000002
2019-01,삼도2동,744,741,638,518,677,730,469,629,351,41,193334.1295
2019-01,삼양동,735,408,39,0,137,43,0,121,271,0,17024.806399999998
2019-01,서홍동,744,744,598,177,239,372,171,591,184,137,177326.62120000002
2019-01,성산읍,744,744,709,455,420,725,522,633,458,79,226104.3889
2019-01,송산동,695,350,185,0,83,247,95,147,170,12,12989.192500000001
2019-01,아라동,744,743,247,54,301,390,67,388,311,177,48145.4219
2019-01,안덕면,744,744,715,147,432,656,411,704,738,25,183637.51080000002
2019-01,애월읍,744,744,740,282,649,731,477,744,668,480,465023.4271
2019-01,연동,744,744,744,418,744,743,643,743,646,252,1698053.1233
2019-01,영천동,744,742,411,34,324,251,144,635,239,64,79887.99369999999
2019-01,예래동,744,744,591,155,567,469,276,319,693,150,148938.3414
2019-01,오라동,744,704,413,226,234,468,81,510,65,20,48274.526300000005
2019-01,외도동,724,685,382,5,23,230,227,744,71,44,57603.2831
2019-01,용담1동,718,431,349,126,72,242,18,70,165,13,18320.664200000003
2019-01,용담2동,744,744,744,532,731,738,551,744,683,361,1036293.7758000001
2019-01,우도면,716,692,222,8,96,221,73,530,136,74,37836.25570000001
2019-01,이도1동,744,714,357,29,418,311,103,177,307,0,60262.37660000001
2019-01,이도2동,744,739,407,96,266,642,286,230,214,52,80270.56470000002
2019-01,이호동,744,735,581,24,259,159,97,716,99,3,65376.25540000001
2019-01,일도1동,744,439,169,163,133,404,118,306,36,2,23861.9591
2019-01,일도2동,744,677,409,35,473,185,63,73,123,0,87076.49290000001
2019-01,정방동,744,701,564,67,365,597,333,445,303,6,65417.18819999999
2019-01,조천읍,744,744,682,342,310,593,126,572,536,316,131199.74910000002
2019-01,중문동,744,744,396,172,274,601,301,554,310,90,128810.79810000001
2019-01,중앙동,738,396,226,217,105,424,69,236,83,1,26226.645399999994
2019-01,천지동,737,639,407,204,134,536,127,327,85,11,36039.08580000001
2019-01,추자면,703,728,410,36,21,87,77,620,27,201,47281.6783
2019-01,표선면,744,718,432,308,364,423,110,612,472,197,108150.15340000001
2019-01,한경면,744,504,285,8,115,99,11,228,114,33,26027.274100000006
2019-01,한림읍,744,744,540,108,327,328,68,674,304,217,152325.0653
2019-01,화북동,726,275,61,0,129,26,119,16,42,2,10317.162799999998
2019-01,효돈동,705,362,96,0,77,72,17,44,57,0,10683.795100000001
2019-02,건입동,672,672,665,270,394,622,297,571,215,70,182875.7851
2019-02,구좌읍,672,648,629,70,378,611,257,328,233,23,82434.27010000001
2019-02,남원읍,672,672,519,363,228,500,269,660,377,223,113166.03130000002
2019-02,노형동,672,672,672,376,573,670,294,627,355,142,571739.2698
2019-02,대륜동,672,652,555,205,314,609,153,370,350,150,70496.326
2019-02,대정읍,672,668,494,198,379,356,62,361,250,86,55913.64600000002
2019-02,대천동,672,416,335,56,97,428,33,126,195,0,24482.303199999995
2019-02,도두동,672,672,672,272,484,536,127,645,201,99,470769.9123999999
2019-02,동홍동,672,670,578,68,114,536,50,257,189,2,75704.99600000001
2019-02,봉개동,670,667,283,100,322,360,39,509,47,40,47214.9491
2019-02,삼도1동,672,637,311,150,192,619,31,239,105,115,45740.51519999999
2019-02,삼도2동,672,672,661,444,577,641,359,440,338,146,199326.3943
2019-02,삼양동,607,509,141,0,123,350,8,88,54,0,18016.3274
2019-02,서홍동,672,672,441,260,203,338,177,609,203,182,128448.13539999997
2019-02,성산읍,672,672,672,370,306,672,319,541,555,254,242013.39740000005
2019-02,송산동,603,418,173,14,190,275,28,101,111,25,13727.140700000002
2019-02,아라동,672,616,384,88,293,329,78,88,213,381,68537.8374
2019-02,안덕면,672,672,672,164,527,655,340,540,617,67,232870.32190000004
2019-02,애월읍,672,672,672,359,509,667,455,672,610,391,488870.10109999997
2019-02,연동,672,672,672,485,672,672,545,565,596,414,1955998.1511000004
2019-02,영천동,672,671,417,226,336,201,143,617,140,144,60691.75720000001
2019-02,예래동,672,672,552,299,441,543,266,239,434,192,235985.97140000004
2019-02,오라동,672,568,379,175,318,529,99,384,202,170,56365.866599999994
2019-02,외도동,672,656,444,127,96,142,173,663,17,13,71177.8754
2019-02,용담1동,661,567,391,96,156,220,5,164,227,161,24880.936899999997
2019-02,용담2동,672,672,672,641,656,644,482,672,567,419,1007191.4652999998
2019-02,우도면,672,640,305,45,214,240,131,423,97,50,54313.28389999998
2019-02,이도1동,672,643,518,224,422,409,82,145,192,67,69050.4086
2019-02,이도2동,672,668,477,261,416,573,250,339,325,161,88989.7941
2019-02,이호동,672,670,585,202,187,279,118,662,131,6,81551.3826
2019-02,일도1동,663,465,347,68,196,353,48,217,35,15,23961.7774
2019-02,일도2동,672,646,394,47,368,264,4,119,187,9,68248.17089999998
2019-02,정방동,672,667,587,30,296,602,105,234,100,33,81537.85370000004
2019-02,조천읍,672,672,657,200,622,645,83,462,251,45,108964.87680000001
2019-02,중문동,672,672,611,237,290,500,131,600,230,163,116328.79770000001
2019-02,중앙동,672,607,294,120,309,439,12,144,84,4,27251.655499999993
2019-02,천지동,672,612,469,85,109,554,75,242,129,0,44248.11660000001
2019-02,추자면,662,650,471,217,15,37,84,570,181,59,40014.2033
2019-02,표선면,672,655,474,174,266,570,301,575,282,160,88025.75019999998
2019-02,한경면,672,559,253,16,67,177,19,272,54,102,24589.4645
2019-02,한림읍,672,672,581,359,373,336,95,584,444,57,133151.84029999998
2019-02,화북동,583,80,64,2,232,52,0,63,49,31,10626.084200000001
2019-02,효돈동,554,202,95,51,0,65,6,9,220,0,6398.325300000001
2019-03,건입동,744,744,744,442,732,720,612,608,460,180,171055.89729999998
2019-03,구좌읍,744,744,605,399,462,726,507,373,460,159,95425.595
2019-03,남원읍,744,744,609,290,325,570,489,744,520,381,112023.58469999998
2019-03,노형동,744,744,742,389,714,723,457,599,562,463,500013.9146
2019-03,대륜동,744,731,683,176,425,729,424,350,402,57,80047.02519999999
2019-03,대정읍,744,730,377,111,555,342,95,398,297,5,74495.0986
2019-03,대천동,744,697,494,119,199,458,231,212,277,54,59728.77659999999
2019-03,도두동,744,744,744,256,589,679,320,738,389,103,405639.9646
2019-03,동홍동,744,734,504,102,423,662,351,324,292,34,52449.15739999999
2019-03,봉개동,742,736,378,111,234,413,140,672,413,95,70946.02160000002
2019-03,삼도1동,736,568,569,415,483,713,263,157,137,38,55182.25780000001
2019-03,삼도2동,744,744,738,375,738,725,574,619,421,248,207756.24330000003
2019-03,삼양동,744,509,95,12,326,64,39,119,77,0,26202.8093
2019-03,서홍동,744,744,547,276,369,424,180,732,422,154,256301.70739999998
2019-03,성산읍,744,744,723,458,679,744,602,675,665,405,258110.85470000003
2019-03,송산동,711,599,356,87,190,480,45,156,237,64,14902.6394
2019-03,아라동,744,744,538,177,628,506,316,270,308,403,87191.80219999999
2019-03,안덕면,744,744,744,373,642,730,627,615,730,166,245742.02449999994
2019-03,애월읍,744,744,739,554,670,742,614,744,708,615,561388.9039
2019-03,연동,744,744,744,594,744,744,736,669,700,504,1820686.6835999999
2019-03,영천동,737,720,340,210,246,301,244,728,259,310,54307.4383
2019-03,예래동,744,744,728,292,713,711,549,286,662,216,188038.41820000004
2019-03,오라동,744,723,613,210,444,636,293,405,273,124,63063.4022
2019-03,외도동,742,564,440,94,118,289,358,736,163,3,51326.5715
2019-03,용담1동,737,552,498,160,385,462,106,215,156,61,25879.1312
2019-03,용담2동,744,744,744,649,744,740,675,744,727,542,956900.9652000002
2019-03,우도면,744,676,551,130,191,421,151,551,226,58,58465.2141
2019-03,이도1동,744,733,533,156,657,585,275,272,409,78,58529.86200000001
2019-03,이도2동,744,738,623,278,641,703,313,407,270,25,101574.8711
2019-03,이호동,744,732,640,46,267,556,108,645,67,28,61055.6262
2019-03,일도1동,691,443,562,94,253,508,245,220,127,11,22009.473300000005
2019-03,일도2동,744,737,245,26,288,257,42,83,104,216,80104.5298
2019-03,정방동,744,742,654,316,317,715,562,199,308,116,67606.3423
2019-03,조천읍,744,744,701,255,552,686,482,622,545,264,126382.5523
2019-03,중문동,744,744,679,216,444,592,419,649,617,283,147611.0312
2019-03,중앙동,744,699,441,170,166,562,189,259,380,6,30000.0477
2019-03,천지동,744,656,456,273,200,615,269,100,281,52,36273.3311
2019-03,추자면,736,744,526,330,34,139,234,666,249,113,81723.35080000001
2019-03,표선면,744,744,538,272,611,666,579,583,369,92,123577.0301
2019-03,한경면,744,721,413,32,181,348,77,212,99,15,37596.73109999999
2019-03,한림읍,744,744,559,466,617,596,390,687,686,86,130637.26370000001
2019-03,화북동,718,558,34,9,326,78,58,92,209,167,22211.6766
2019-03,효돈동,689,372,64,3,6,84,9,9,55,1,6127.422600000001
2019-04,건입동,720,720,720,596,707,706,684,580,681,480,223433.48850000006
2019-04,구좌읍,720,720,707,350,511,714,559,499,621,467,107314.70690000002
2019-04,남원읍,720,720,677,551,473,547,508,720,672,366,140697.21060000002
2019-04,노형동,720,720,720,553,648,720,707,509,710,364,491115.90300000005
2019-04,대륜동,720,718,697,414,447,683,552,473,583,188,84202.82600000002
2019-04,대정읍,720,719,558,225,383,476,192,395,337,246,69379.46410000001
2019-04,대천동,720,711,575,193,337,517,196,232,515,94,50215.21620000001
2019-04,도두동,720,720,720,460,687,623,410,703,659,187,442873.4831
2019-04,동홍동,720,716,708,235,465,633,557,410,473,129,54136.930100000005
2019-04,봉개동,720,704,425,227,359,362,106,665,368,126,63234.6987
2019-04,삼도1동,718,708,661,489,418,714,452,244,345,193,52752.2509
2019-04,삼도2동,720,720,720,696,719,720,677,528,669,555,300534.44909999997
2019-04,삼양동,720,668,319,58,192,284,201,181,177,38,39623.863600000004
2019-04,서홍동,720,720,543,555,309,321,217,697,384,336,223596.74790000002
2019-04,성산읍,720,720,720,707,678,720,696,684,706,569,294655.8006000001
2019-04,송산동,703,692,342,170,411,497,325,235,331,313,25145.835400000004
2019-04,아라동,720,720,648,402,304,496,370,232,399,282,70803.397
2019-04,안덕면,720,720,720,555,692,720,693,568,720,255,285762.4283999999
2019-04,애월읍,720,720,720,635,673,717,697,720,699,524,605716.8637000001
2019-04,연동,720,720,720,692,720,720,717,710,720,679,1708541.2589
2019-04,영천동,720,720,583,293,447,286,421,707,478,333,85391.33800000002
2019-04,예래동,720,720,720,556,717,695,695,602,718,276,280060.6938
2019-04,오라동,720,720,684,432,428,662,304,486,397,260,81296.52530000001
2019-04,외도동,720,700,548,107,442,266,262,706,436,125,52092.50949999999
2019-04,용담1동,714,692,538,246,234,381,172,240,196,111,22073.5824
2019-04,용담2동,720,720,720,720,720,720,699,720,720,665,1048393.0789
2019-04,우도면,712,688,533,212,221,330,223,662,291,150,66479.84619999999
2019-04,이도1동,720,719,644,334,635,590,321,314,444,94,56504.90220000001
2019-04,이도2동,720,720,667,489,610,685,480,337,634,268,99069.17580000003
2019-04,이호동,720,706,663,159,346,369,109,659,280,200,57802.88719999999
2019-04,일도1동,698,699,626,340,324,472,328,190,263,23,26107.132300000005
2019-04,일도2동,720,702,378,319,393,259,70,143,262,73,59723.71289999999
2019-04,정방동,720,720,714,206,444,692,663,567,615,399,91993.58559999998
2019-04,조천읍,720,720,714,590,641,711,534,578,698,375,181312.04140000002
2019-04,중문동,720,720,716,433,449,648,514,697,688,322,173039.17309999999
2019-04,중앙동,712,698,551,290,181,557,291,191,271,167,23173.3406
2019-04,천지동,720,714,669,469,321,683,425,219,453,170,55688.6535
2019-04,추자면,719,718,343,244,63,125,117,644,279,184,58039.77430000001
2019-04,표선면,720,720,680,609,598,695,535,634,574,402,135932.9026
2019-04,한경면,720,688,541,164,327,343,102,430,401,301,42177.90380000001
2019-04,한림읍,720,720,685,590,477,588,519,663,693,464,127514.46290000003
2019-04,화북동,661,663,301,204,459,264,31,177,211,297,30638.482899999995
2019-04,효돈동,585,272,162,0,65,135,146,38,178,15,6431.648899999999
2019-05,건입동,744,744,744,478,726,711,603,608,694,427,229049.59470000002
2019-05,구좌읍,744,744,740,311,581,740,618,449,744,267,144463.64340000003
2019-05,남원읍,744,744,632,435,317,575,485,737,679,498,131525.0271
2019-05,노형동,744,744,744,310,739,744,654,555,690,276,574207.8548000001
2019-05,대륜동,744,744,735,227,494,726,534,448,658,375,102205.3124
2019-05,대정읍,744,744,491,116,356,508,164,388,577,221,82275.8728
2019-05,대천동,742,702,679,63,352,511,258,373,617,43,56759.475000000006
2019-05,도두동,744,744,744,176,725,677,415,718,616,299,489079.3428
2019-05,동홍동,744,744,717,137,461,703,452,100,375,36,75253.41670000002
2019-05,봉개동,736,729,444,90,317,234,208,645,292,83,50610.77139999999
2019-05,삼도1동,744,733,703,231,448,651,304,29,499,99,49940.648
2019-05,삼도2동,744,744,744,419,740,738,607,427,695,317,282860.2063
2019-05,삼양동,744,663,199,0,335,436,63,31,108,0,56826.31159999999
2019-05,서홍동,744,744,498,385,189,249,187,705,286,180,91507.75809999999
2019-05,성산읍,744,744,744,479,644,744,663,632,740,536,330434.09150000004
2019-05,송산동,736,706,501,322,425,536,259,377,443,215,35278.3083
2019-05,아라동,744,735,554,91,478,501,369,127,490,114,59199.07229999999
2019-05,안덕면,744,744,744,302,705,735,735,623,730,177,392833.6351
2019-05,애월읍,744,744,744,523,709,733,659,743,742,411,580525.8862
2019-05,연동,744,744,744,556,744,744,717,729,740,688,1880428.0507000007
2019-05,영천동,740,740,553,175,446,530,294,663,396,310,90659.58520000002
2019-05,예래동,744,744,743,351,738,648,537,415,743,265,341486.69109999994
2019-05,오라동,744,744,725,187,589,658,160,427,546,104,100033.3964
2019-05,외도동,744,713,534,22,160,357,172,741,346,82,54335.1415
2019-05,용담1동,744,699,534,69,236,419,79,82,202,76,29085.8768
2019-05,용담2동,744,744,744,615,744,735,697,744,744,635,1190762.5730999997
2019-05,우도면,744,742,635,171,246,438,250,664,276,149,123566.85999999997
2019-05,이도1동,744,742,673,215,697,585,269,99,462,190,63037.36200000001
2019-05,이도2동,744,737,700,117,590,655,339,306,551,143,83912.33339999997
2019-05,이호동,744,741,739,66,187,432,189,690,247,152,67044.5767
2019-05,일도1동,717,679,623,136,370,560,170,130,116,90,28150.981000000007
2019-05,일도2동,744,685,491,310,290,279,66,23,467,74,62871.54399999999
2019-05,정방동,744,744,740,204,526,725,566,171,591,360,95682.12649999998
2019-05,조천읍,744,744,716,321,736,736,545,659,744,554,223672.5717
2019-05,중문동,744,744,690,316,601,680,367,615,620,261,178167.13710000002
2019-05,중앙동,744,705,608,152,214,462,168,74,313,119,30692.8807
2019-05,천지동,744,731,703,264,423,688,384,135,330,116,51251.35899999999
2019-05,추자면,741,744,497,207,67,174,228,641,122,111,91672.68480000002
2019-05,표선면,744,744,698,303,488,712,329,635,636,349,133919.11469999998
2019-05,한경면,744,732,459,221,270,410,218,574,306,326,51444.6974
2019-05,한림읍,744,744,699,399,637,472,448,647,671,272,158323.28030000004
2019-05,화북동,720,609,179,235,344,90,40,60,481,108,22866.5987
2019-05,효돈동,717,515,195,14,118,95,63,137,141,17,10192.4559
2019-06,건입동,720,720,720,582,705,700,680,339,664,451,225132.59870000006
2019-06,구좌읍,720,720,712,307,574,662,650,330,720,86,110985.76460000001
2019-06,남원읍,720,720,630,482,574,604,528,719,684,533,191646.4279
2019-06,노형동,720,720,720,475,712,708,682,432,692,333,491718.80220000003
2019-06,대륜동,720,720,710,447,537,676,562,384,636,169,114391.7325
2019-06,대정읍,720,720,430,76,196,314,153,136,615,67,41371.65869999999
2019-06,대천동,717,702,649,266,183,487,303,263,593,246,50181.7229
2019-06,도두동,720,720,720,308,696,625,277,358,653,261,422785.95089999994
2019-06,동홍동,720,709,698,339,412,509,479,67,612,50,73151.51160000001
2019-06,봉개동,710,719,404,183,243,237,209,643,450,156,60317.60169999999
2019-06,삼도1동,716,699,641,344,349,590,370,116,399,100,40690.12100000001
2019-06,삼도2동,720,720,720,694,713,715,635,406,647,476,244808.98990000004
2019-06,삼양동,720,645,226,136,166,338,2,33,330,62,43280.141599999995
2019-06,서홍동,720,720,580,406,373,432,506,715,310,273,367882.70780000003
2019-06,성산읍,720,720,720,603,635,720,706,545,707,477,287908.4085000001
2019-06,송산동,714,635,523,198,346,484,249,104,604,118,26289.172399999996
2019-06,아라동,720,711,553,355,549,349,551,140,707,274,65849.7578
2019-06,안덕면,720,720,720,378,713,717,704,451,720,481,434399.43139999994
