base_date,emd_nm,use_cnt,mct_cat_nm_0,mct_cat_nm_1,mct_cat_nm_2,mct_cat_nm_3,mct_cat_nm_4,mct_cat_nm_5,mct_cat_nm_6,mct_cat_nm_7,mct_cat_nm_8,mct_cat_nm_9,mct_cat_nm_10
2018-12,삼양동,155850,1403539301,1671716861,93059792,195222348,164813078,192491162,15687061,26382853,430583696,477160590,39884077
2018-12,서홍동,60163,1230873370,650264368,33053615,75898676,56399003,81802438,1476808,10967915,57009567,173869494,14959472
2018-12,성산읍,47771,555124594,565020786,11321876,53197280,38073484,52321004,2806237,5728667,343291717,148609137,8497682
2018-12,송산동,17807,438628527,189618014,12218775,20806092,14380975,20030567,1221284,807315,22566842,79113853,6139015
2018-12,아라동,222927,2333624638,2524486227,177246932,272932126,248043364,280594527,11049401,40473392,658261314,312808104,69291622
2018-12,안덕면,45640,579671260,539652204,33148441,53821503,42531526,63376141,1708691,6348363,234660215,71738353,8081349
2018-12,알수없음,5245,86360978,59510433,2332411,6677828,2822335,9128444,0,1447131,8550899,21883316,2661373
2018-12,애월읍,163978,1557765942,1876536087,116165605,216158415,158289940,191665986,7830201,25465381,1206161052,191872117,38461624
2018-12,연동,323521,3484636673,3816260089,218575699,444088640,291806918,331235444,14052311,122415613,927596688,594010507,232582771
2018-12,영천동,24860,508552416,225885581,10140027,31768474,19995489,26651455,1192613,5300614,24700770,35399631,2491862
2018-12,예래동,18334,235685283,198148978,7375288,29222791,15578519,24932554,149894,1051270,117570867,35439319,5460367
2018-12,오라동,105570,1171144947,1207747279,72043734,149924180,103219054,126152577,15428016,23001184,324433535,121394122,30143231
2018-12,외도동,157346,1764419478,1624370338,131559029,189502735,144830351,205330688,6827219,25732474,469346663,122567771,23747938
2018-12,용담1동,44675,485786940,554982285,26133417,56678040,37642164,47542957,2455646,13608162,147964745,98985319,14608026
2018-12,용담2동,103978,1141530083,1149031320,61540088,135679723,95584641,110873523,12840081,29343008,351886528,396567011,37210808
2018-12,우도면,3865,61309813,37793912,7295059,4662810,7268855,6174274,0,2020048,18856468,24987481,614666
2018-12,이도1동,58128,615440174,680149938,37203691,88467137,59206679,58190109,8680774,17718175,187576951,129811424,22671870
2018-12,이도2동,369368,3365170436,4309099459,217255268,493320921,388306444,424046504,23855278,92241780,1131694871,745776190,162009485
2018-12,이호동,24397,277606055,323617132,12171091,33151724,19633807,23663585,1540689,5808141,102569095,48334317,4566536
2018-12,일도1동,22561,225345108,287938832,12476412,32933925,19004154,20292278,3067294,3479251,183148385,39885688,10028563
2018-12,일도2동,224355,1818395603,2612856553,129696784,280548753,258927040,244889174,25174647,53832066,1049599690,532908182,86013429
2018-12,정방동,11119,209526063,166417751,5151223,14833973,9169444,14852081,382280,1788165,15119529,35748210,3943520
2018-12,조천읍,111060,918324841,1182331582,60145127,130920438,123978932,138255233,9501670,19807134,796923675,272264043,17548614
2018-12,중문동,53212,663245550,535085921,30918536,75232201,50611310,72643613,660942,11235511,480199464,167598645,13424014
2018-12,중앙동,17515,398761052,197800726,9637480,22589227,15695871,18014140,4502856,2373154,55579389,111451874,4550138
2018-12,천지동,18009,335723730,212752804,13673552,20628030,16553184,22479170,541731,4226709,69530393,102746955,5429885
2018-12,추자면,2365,25777342,38427692,781612,7351345,1206295,5199511,0,545755,5684051,1368160,965307
2018-12,표선면,36200,423564353,423792440,11768163,49211005,29305894,37182289,596055,12203283,247090351,144431221,8573283
2018-12,한경면,24467,314283446,290847619,18291696,33281498,21990914,27095455,385801,2083929,149076125,63567630,8298041
2018-12,한림읍,75232,767826984,945905003,44009020,119098731,63471986,81871299,9136492,14122731,581298791,145947462,17466977
2018-12,화북동,159953,1446005839,1862739832,91940509,205844653,179946947,180269068,12988969,45790102,485191490,437449192,45205667
2018-12,효돈동,24805,435664702,281406420,10404404,23362338,20207246,29594860,1012036,3190529,67405874,52362804,8151266
2019-01,건입동,64485,686511252,731974704,37093007,80582864,53241747,63129117,9786770,14286709,452254292,199006619,29274816
2019-01,구좌읍,46086,513319700,603927002,16563187,54472888,34412348,49689760,1454676,3468688,291156424,136183076,6467071
2019-01,남원읍,53532,779943009,612750915,24291379,68746016,35891570,69161696,2107570,8822620,288027309,179419046,14361656
2019-01,노형동,421568,4408068164,4425027050,251416917,527121465,394273515,449797437,19265403,115502381,1367113961,677755934,225704144
2019-01,대륜동,72592,1272790649,721165839,51655586,87547281,66132834,85394764,2031617,13682606,108523809,151931502,16625810
2019-01,대정읍,95278,1502908623,920628570,124336068,107118377,107361809,123524076,3456113,8777350,254815233,237144733,20212532
2019-01,대천동,77677,1191688044,735347975,49193602,122128149,70249087,88853998,1298243,8045485,143779340,126513001,26438264
2019-01,도두동,17909,233723581,197755355,10636765,23673192,12343071,21131030,1231847,5268422,66470496,126770135,6441921
2019-01,동홍동,133235,2325044364,1364780271,60075303,164673800,105748664,145016511,5672834,18279020,185239269,236843637,36933112
2019-01,봉개동,19566,182213059,203886375,7070168,20866452,17875570,20917607,2902310,3187511,92273442,60208347,2867100
2019-01,삼도1동,95801,1001921678,1037903860,62971224,117224150,73077254,105478497,8620163,21689863,317568701,211324343,37367317
2019-01,삼도2동,54809,546340592,599445877,34363451,75169326,45419947,53498428,7533180,10030826,218306074,131710308,32277108
2019-01,삼양동,151790,1272042283,1591293429,78515855,192296578,138846163,186951723,17299428,27031220,466581796,494305446,48140345
2019-01,서홍동,60698,1247578074,701483281,28909222,84251494,50846263,76749401,3206122,16323859,70338615,114872677,14024254
2019-01,성산읍,47414,580771974,527302880,17376724,48440409,30973843,54836155,4443502,4508389,309729745,97512974,8915172
2019-01,송산동,17500,389746594,205576754,7031437,26538783,13911779,23274313,998958,3520497,37929570,92869695,3543132
2019-01,아라동,219551,2185410971,2411534566,158923663,306883922,233952796,275602001,14406926,35176299,677180098,381706332,66632813
2019-01,안덕면,43912,558332387,523343898,29529521,70911431,38853487,56039180,1481838,4152768,209964427,124407050,7079373
2019-01,알수없음,6302,114271343,62744723,3147271,7276398,4585808,9942298,0,1440089,21783069,5760658,1827399
2019-01,애월읍,154798,1484862309,1757232941,88968736,213625609,133813273,187906415,5950490,22071137,1091006046,254872599,33816112
2019-01,연동,321511,3407236145,3656285593,202597811,442180711,264710641,315128091,13750008,104246499,955067710,594000145,249909394
2019-01,영천동,25058,470234833,244309817,11369963,20275427,18285467,26039002,525635,1519060,27625115,41116629,3276245
2019-01,예래동,16077,268549288,181106507,7885632,22833685,13189120,22607737,939101,1581935,96031887,69946528,5185050
2019-01,오라동,103540,1176663273,1138742660,66089902,154738544,89457549,116585318,3767973,21739157,359978239,138747270,32645304
2019-01,외도동,157598,1688123131,1636607530,95688030,189824655,127470539,194406839,4982718,35567070,512385280,157678832,34050159
2019-01,용담1동,44956,490507545,535491152,22871360,46597920,38740514,47636765,3622103,11359752,133389616,115935314,11968744
2019-01,용담2동,99727,1128558319,1084615190,52468784,126730246,74786045,105082233,6458520,26691192,321307698,312599410,38092643
2019-01,우도면,3475,59996687,35094814,11426148,2306255,4951030,4624079,0,110660,15728687,14199237,153918
2019-01,이도1동,57972,557638525,634866557,34287599,79960401,51191743,59025743,3734775,14195163,198646248,140177499,22883080
2019-01,이도2동,354651,3432252543,4009953854,221276165,441513230,326393623,403128399,18055437,91548264,1177460597,733141439,163456944
2019-01,이호동,24390,285095571,319169144,21049544,31058781,17579906,28256630,2108073,5412783,111226982,29776293,6351381
2019-01,일도1동,21759,207751023,252532379,16067832,35070669,17141092,21577041,723314,1929005,155976783,54415798,11641130
2019-01,일도2동,220266,1727353558,2556536299,126517433,267844532,220110084,242908361,18218660,49222574,1038706774,487418622,91702550
2019-01,정방동,10961,202390752,115247411,7007393,16413393,9717564,12445931,0,4054180,14331878,56934570,3299680
2019-01,조천읍,108564,847049032,1084647242,58765178,123074643,113096384,136959206,9002946,15459202,815067037,296720406,18874347
2019-01,중문동,52996,654504034,557867700,28549651,73468683,49217367,68571575,1459203,8754715,423191296,174162141,18705061
2019-01,중앙동,16760,371010637,209327878,11967527,21269858,14703502,18582329,599576,3953077,28843330,92151913,3603995
2019-01,천지동,18406,347004511,191545368,9273057,29813313,16069048,19601659,0,2197607,47190961,102562303,4792584
2019-01,추자면,3010,27983202,51553476,1651852,4905256,2200627,3710128,0,1184565,11104833,19054596,1681529
2019-01,표선면,36834,425659629,437766584,16603527,44451116,21734286,40119583,1944598,9496640,272917288,158696752,7554557
2019-01,한경면,25354,297341902,275329574,18535651,41470338,15040236,26157912,1030144,1368160,132795269,45826419,7923960
2019-01,한림읍,73624,784654821,891125163,43029481,99916986,64093774,90815293,5073761,11051916,605022035,194779409,14920841
2019-01,화북동,155971,1321009085,1733787219,83705715,184015005,154311685,178722340,9087953,34614448,472243115,435083678,45730563
2019-01,효돈동,23238,454759633,281202805,8574087,22121940,14904902,20448711,491934,4458089,80675015,67701990,6959156
2019-02,건입동,58294,565420894,640922248,35802886,78159158,56307738,60338874,6655696,9140516,366201855,147343995,31582163
2019-02,구좌읍,39205,450269808,456830209,21550935,45706604,25294066,42704349,2127690,6543024,290689636,100543461,8341702
2019-02,남원읍,47182,664425060,534501735,16244085,74416838,32713767,52142338,2132720,10646498,320083951,142858841,16033628
2019-02,노형동,376562,4092377012,3972307409,258335689,514770200,371683575,402909086,16834907,125410475,1258055021,522448901,228691423
2019-02,대륜동,64362,1060683899,658693289,37144487,95147480,61776350,76926255,2152337,9177235,122320799,122270448,14642985
2019-02,대정읍,87715,1448107751,829176969,137570018,101428441,95891621,126415547,2561276,8194373,242714298,185031165,15805115
2019-02,대천동,68232,1074217717,642886816,47902754,108930183,64914819,77646667,2941041,7515826,129100432,100048864,34183529
2019-02,도두동,16296,199399815,181331300,10043101,20315214,10500584,15920805,1907879,2680487,90501573,85386060,5205044
2019-02,동홍동,116722,2088515164,1173702089,64672118,126837486,96378351,127853697,4187475,23073616,235562445,216541401,34180545
2019-02,봉개동,18044,192345442,197603902,9225020,20136096,15583347,19650601,718284,2399310,73148442,38702432,2601667
2019-02,삼도1동,84882,924285590,923041323,50550092,113142808,71601970,98541273,7294506,24345200,291855489,140364517,34757682
2019-02,삼도2동,50014,518842944,577422624,30253563,64233100,43229182,49430616,3962634,14585994,207937788,112755249,25471981
2019-02,삼양동,135905,1169082010,1452713993,74557905,195066488,141613165,160871178,9932490,23574604,421171559,424650255,47562877
2019-02,서홍동,52729,1028903451,526331254,32986515,75715584,49227556,65348151,4498329,18548125,94444439,160738881,10760860
2019-02,성산읍,40601,591622184,417108776,11914686,45763242,30833754,46910660,1854561,4385657,234106691,184383102,9161692
2019-02,송산동,14839,318262136,154159190,5704020,22778355,12757093,18092004,1335968,2539647,35933164,42519346,3748306
2019-02,아라동,191471,1955302788,2123620531,145089460,262299712,220876105,247387018,7665217,34996225,616070429,293290577,72520153
2019-02,안덕면,38265,510788449,411268395,25850202,49112417,35132541,49994530,815866,5406747,244853813,53118665,6690051
2019-02,알수없음,6175,94317532,66452336,2885208,8196385,4430379,9254395,1473790,462760,10494390,4956864,2471742
2019-02,애월읍,138294,1304735579,1543095383,81808900,189880488,134939853,165041167,6780943,26764630,1111354208,265769291,36944983
2019-02,연동,289260,3139119087,3255990312,206311081,405701240,264739158,291276165,4972658,106868386,895470697,567183002,266637221
2019-02,영천동,21583,405371978,202868226,8207350,24120862,16640903,26431795,904394,2784105,51907841,50112984,3037617
2019-02,예래동,15975,207155523,216143683,7503251,28299283,12171801,21331526,1794704,3049689,92836448,55523656,6024491
2019-02,오라동,89575,1022741901,1011511053,56295399,127327961,82604372,103223297,3028060,18824272,325882334,97371343,31596147
2019-02,외도동,135065,1541811596,1326059136,91080550,167261584,132744758,175324223,5987209,27243486,465561360,143444538,32968934
2019-02,용담1동,39713,456806644,466643457,13805187,54517655,34363204,41345292,2591456,13134336,138360511,86439897,15722573
2019-02,용담2동,89463,1006146223,985797712,41574308,120964458,70976725,97040419,8082204,29353571,313294055,336244335,37099721
2019-02,우도면,2756,57737763,26034777,10965903,2904825,5644416,3742521,180074,646355,8901038,3498064,111163
2019-02,이도1동,53270,524241815,565496593,30766398,72668410,52987699,54507797,5011389,14208744,199925852,116966166,24388056
2019-02,이도2동,318357,3178944005,3639267706,206158198,420677008,322750784,362151198,16269585,83489952,1126634441,646307442,158674323
2019-02,이호동,20073,229497774,257623377,12489163,29074406,15927901,25196176,1337980,3246865,97182017,25273185,4301656
2019-02,일도1동,19080,202388089,221558071,11361714,31125640,15768503,18388724,2987569,3130169,131023957,77211658,9923094
2019-02,일도2동,196570,1597913081,2249288319,136819844,279675746,209321163,208788812,20933351,55279700,961016310,410487349,93901818
2019-02,정방동,10175,199489449,101947185,7737146,13299823,5759407,10802931,744440,2693565,19294879,39181789,5069385
2019-02,조천읍,97120,798148279,984749558,52180592,113099600,97639996,120098194,8378471,14261056,787363658,188715649,21021617
2019-02,중문동,45452,601074148,464332964,27486436,57135016,37956483,61800894,380771,7831710,330614921,99253218,16967508
2019-02,중앙동,15275,305919847,195330745,11424438,19870009,13289015,13422807,1016563,3987281,34312750,114769109,2099019
2019-02,천지동,15288,261937501,183901026,7551992,22992633,11284909,14853591,65390,2660870,29311167,82523589,3086911
2019-02,추자면,2725,30992548,36835847,1384759,5162792,1572379,2374663,0,588510,10543888,2509970,862645
2019-02,표선면,31444,382463748,327730656,11799273,42554806,20535988,30342621,1172493,6184385,195578576,108509827,8232098
2019-02,한경면,21198,273486441,229628454,14170517,36409152,15903104,20029360,905903,1587971,130185557,58636722,7472870
2019-02,한림읍,67026,686239213,792963404,35823635,81807920,60667486,71633765,1601049,13848093,571586668,179804850,16655990
2019-02,화북동,139512,1244922434,1540006624,77460896,187562664,140633320,160053142,10115330,26115760,451115820,353995706,47411931
2019-02,효돈동,20219,356943390,222897902,7456975,17316278,15837713,22454322,780153,3553192,72594420,57239640,8505227
2019-03,건입동,65265,563697978,708394613,35068075,87865455,57137896,55776848,8522380,12410375,376028057,154703419,30265552
2019-03,구좌읍,46432,504322246,498323851,24079791,44804105,32070739,42868340,2709830,5131810,264354530,107983046,9512963
2019-03,남원읍,54293,847224763,578321002,22971491,78677990,37943740,56148428,3191095,11769025,274799546,204808563,16077686
2019-03,노형동,434049,4420570426,4452322354,270120570,540667948,411269455,433884592,8981425,123868420,1274121018,637802735,275161116
2019-03,대륜동,74490,1205902337,730114709,50505708,109629945,70657031,82936102,1201395,9048085,137045293,127237322,18855690
2019-03,대정읍,102439,1500352200,929980182,161530236,122270601,111272411,143330718,3903650,8377445,259468089,202051687,17636318
2019-03,대천동,79874,1195622000,761310380,42427096,112725090,74966246,94937683,1412485,7517430,136040744,65343012,37531723
2019-03,도두동,19643,240251083,219982545,8031674,17098795,13346957,21676065,518635,4276845,86736207,73116023,8531269
2019-03,동홍동,132471,2318235938,1273108287,54336992,163618485,107517436,135530083,4481370,23499670,246951068,193675183,39520362
2019-03,봉개동,21542,201963799,238415933,11004910,31113303,19880998,19460631,1458440,2317950,87454897,55775185,3756494
2019-03,삼도1동,96560,1018953632,1038501451,52626461,108306037,77999810,101748211,4599035,22106375,263316703,167882054,42925055
2019-03,삼도2동,56171,552297700,608311487,34067503,73957250,44400124,53458950,2009395,11276145,220723187,117841146,31567501
2019-03,삼양동,157542,1304175427,1753179773,86542080,213593033,145428242,180102196,15712065,35773190,440371774,420202677,61393337
2019-03,서홍동,59483,1204296787,627266458,26706068,70848470,50237702,71615617,1203415,15537335,89715348,112670602,16091123
2019-03,성산읍,47265,634747701,492877730,16945871,55666655,37888894,53095701,1835170,2839110,261539509,184213803,16835286
2019-03,송산동,17336,309429720,191128866,6454658,27172030,17207934,19688032,978690,1729120,51946527,47160537,5173221
2019-03,아라동,229971,2204349809,2491390515,147990505,314146967,259539701,260097983,12092225,40695425,707890879,242739921,75493625
2019-03,안덕면,45775,544481226,485989262,26886504,68247720,38226992,56871184,0,5753970,207452403,78033380,9477335
2019-03,알수없음,5702,83957980,61676156,2945312,3255735,4705244,9108180,0,1809920,11579201,3613780,3018385
2019-03,애월읍,163658,1437482430,1858765851,91157215,207948951,149295471,183674160,5658020,28293635,1127035222,251570442,42985264
2019-03,연동,336941,3420440052,3704272523,204622682,422360286,275163878,301661985,17295240,110581365,1001147712,496199221,297789759
2019-03,영천동,26336,448919455,272261863,12919516,25208085,18680058,26342669,1494548,2763865,42385311,63248273,3577420
2019-03,예래동,17885,216315399,204693469,8671860,30729250,13018352,20152530,1226645,5013135,102105353,68933966,7334393
2019-03,오라동,107281,1098881978,1216886992,58245026,127504925,96222657,114560721,7822450,19268780,340677198,97678115,36375859
2019-03,외도동,157806,1625914370,1559672825,84317040,176747475,133880228,179381204,7215440,33505235,483032204,165710806,38137829
2019-03,용담1동,45322,481777936,510978143,19063046,53470410,38228812,41620788,2504800,15818620,148562220,73502151,17293372
2019-03,용담2동,100833,1060210192,1081175759,52199503,124814285,78771474,99089437,8165345,22178085,314784736,364194407,50451472
2019-03,우도면,2954,42540349,18835142,2523132,2121000,4824519,4439455,0,85850,17723774,6609340,711040
2019-03,이도1동,60711,570090705,660630449,36609169,81783740,54385428,60171105,1759420,18958205,173032553,92786332,33348182
2019-03,이도2동,362186,3339838872,3953170216,212790688,432932683,351439866,385576019,22538150,91413585,1069240498,626067899,206174503
2019-03,이호동,25227,258504103,333151785,17854932,29940460,18269241,23800449,1812445,6828610,135107708,38710120,5489350
2019-03,일도1동,23077,230996603,281751523,10877196,31292325,18059210,19615666,3819063,4022325,173210162,50928191,14283048
2019-03,일도2동,221789,1705903341,2565535093,109854507,288233295,224480526,225470286,14086975,56431023,986029779,402700087,113766832
2019-03,정방동,10682,213247520,106198622,6369666,17597230,9323923,10706859,461570,2950715,17033152,63934516,4301085
2019-03,조천읍,115519,904801334,1115835261,62227720,117998251,123997382,140030241,4710241,21097385,848358119,213305745,31319496
2019-03,중문동,53466,671184413,527095067,31529475,67151113,47896622,67801958,578225,12399770,489249077,187040892,18965104
2019-03,중앙동,16726,339403792,188627853,10327957,18864275,12508957,17066071,352490,3045150,43972376,76438568,4081915
2019-03,천지동,17616,356058993,180157135,6859920,18769840,14417858,17708583,404000,3297145,23876004,68094100,4882340
2019-03,추자면,2961,26661279,52779065,0,4748515,1444958,2465915,2829010,994850,11435828,10922241,747400
2019-03,표선면,36023,390236282,375025609,15898966,36998825,24150014,40819606,664075,7759830,203730945,114336244,13191610
2019-03,한경면,26307,302453174,310323915,12411587,52822546,18507096,21772521,470660,3940515,136337435,51603325,6767535
2019-03,한림읍,78419,790733249,1005950512,41350461,97394300,61855237,84362423,5185845,7735085,522544719,251014650,21379429
2019-03,화북동,162141,1377380288,1815734384,94325747,187391613,150196326,168124557,12571470,41686235,432329700,328216526,53984764
2019-03,효돈동,22557,387089426,238598361,9550359,23592590,15503004,24281966,783760,3491065,100729228,48891222,9393759
2019-04,건입동,64785,577628347,690242792,32407821,77203932,57204274,52553795,6001866,14381562,401304695,235573999,39044764
2019-04,구좌읍,47363,511597275,532988264,23742962,55501797,29988495,39555279,2608008,6201117,319180077,107932596,11946594
2019-04,남원읍,54625,757092498,556900057,28500802,91604760,34826039,53829710,2294479,8084115,290137495,186754873,15997371
2019-04,노형동,431708,4352500121,4274606951,217591182,491610573,380792614,398277386,13772148,127916607,1304417319,495709842,269526213
2019-04,대륜동,75080,1127969544,770236963,39006958,105869256,63904208,81127302,2235870,7320573,141514145,118819752,24487735
2019-04,대정읍,99838,1407019115,942799272,161627722,112118994,104301968,133046433,822861,11201658,258785840,145400249,15802293
2019-04,대천동,80394,1186776208,715218769,46752143,111437079,76589757,89005776,1499199,6106308,153522420,113263803,36744323
2019-04,도두동,17896,218875707,209841826,6272756,18772182,14469685,18024560,1254318,4664907,70576430,131448522,7488542
2019-04,동홍동,131363,2210838193,1248352842,70999672,142737231,101302253,132319395,8744330,22576203,240692009,158974670,37689168
2019-04,봉개동,20599,190076226,220716063,5755819,27849510,18108221,16592081,1400344,2840721,83850094,32315725,4451967
2019-04,삼도1동,98298,1015458574,1029351151,42517426,126941747,83778260,92023492,4324203,20845305,327026460,139213026,42624098
2019-04,삼도2동,56027,509751744,618862910,30361695,81033303,39061363,55556858,7221201,13691535,219650450,133006736,32666060
2019-04,삼양동,155176,1271655378,1665982888,85961152,201871177,141083705,167617800,12121356,33059949,410398451,423576542,65334864
2019-04,서홍동,58972,1119099834,615601167,27967236,68859726,49087743,70617039,1550913,11888136,96890540,125607833,18355894
2019-04,성산읍,49102,564998060,493186832,21310377,51279501,39120837,49302049,2354001,6806982,275777911,156448287,15649468
2019-04,송산동,17204,312291318,178152703,5177991,20194317,13792435,17303403,1525056,983580,33305440,55964032,5541662
2019-04,아라동,226999,2001890993,2339848043,136469976,274623516,235817363,247538545,12137225,46372755,606870069,330673086,81011889
2019-04,안덕면,43852,491751160,474091798,34344814,62898420,34909641,51062597,934401,6243705,196080853,54019787,9723702
2019-04,알수없음,5605,83315619,57103968,2729181,4278066,4178445,6909751,0,2430051,12831412,18600917,3602387
2019-04,애월읍,166501,1429154183,1800680886,98959564,201024993,146956194,177288521,5308797,27484470,1155097239,254160802,41691371
2019-04,연동,330078,3305030687,3601039948,212882872,423763275,307214877,295652541,14343537,129359022,989112246,480793728,302275162
2019-04,영천동,26087,453151125,266201060,9806445,33694713,17261228,25712302,1727856,3247335,42886624,62551940,4647268
2019-04,예래동,18703,221425108,206848700,7463040,26972400,14694491,22192709,605865,3744195,112589459,67157728,8865047
2019-04,오라동,104479,1061374232,1234876379,63287184,143663317,90144300,107020653,7283562,25253670,331872669,102429541,38486319
2019-04,외도동,153884,1583674619,1548417295,84025982,172729830,120178242,167061316,4922970,29778645,473771121,156857839,35389766
2019-04,용담1동,44579,456556496,516305480,16976844,53502757,38366923,40319175,1979835,10503012,132412025,92515880,19957700
2019-04,용담2동,99949,1047311441,1070016738,37827171,122268627,71310922,104614634,4750590,22788129,306789096,332440966,49473516
2019-04,우도면,3010,63643659,29263635,3381183,1817088,4638242,4458254,0,195195,13883792,27896306,1396785
2019-04,이도1동,59497,548643355,613266365,21913048,84732963,51359206,53577225,4757688,15449811,187778961,98181466,35789840
2019-04,이도2동,361710,3219226133,3767554001,201914577,398081850,358174613,367696732,21122127,98043407,1112758410,587484427,208097467
2019-04,이호동,25217,248156220,317609138,15112909,33344883,17760823,29299884,81120,7167459,102029190,37640239,5194975
2019-04,일도1동,23164,216861022,280390926,10929425,32201598,17246978,19078258,3754842,3453684,196566590,90265927,11500074
2019-04,일도2동,219483,1681071805,2324488482,113824417,254116106,223527586,213068598,10580076,65696223,1002478831,440348821,117852149
2019-04,정방동,10951,210284309,133737223,8594157,16385733,7718422,8228103,667212,1618344,17620585,48548546,4863651
2019-04,조천읍,114601,851574996,1122107661,51722973,127076965,103582892,126760648,9604101,21743709,914490602,255281902,26571667
2019-04,중문동,53699,625053307,547382943,25330430,71684223,48756652,67892776,1822665,9853545,482195128,198096410,14987721
2019-04,중앙동,17239,315424120,205387982,12279007,24416106,13117414,17057051,602367,2947191,52236769,115917641,5838105
2019-04,천지동,17501,288483508,174997388,9319167,24467313,12686718,18772638,591162,1272570,21707715,81414516,2973555
2019-04,추자면,3119,26611517,54379807,1039350,3901365,1919454,1246206,0,1389180,9414788,15047000,1287780
2019-04,표선면,37339,415221696,448920616,29682315,47319324,40335760,34339060,1444443,7902102,239111948,92845542,9195459
2019-04,한경면,27276,287520718,315777195,6927192,46738809,17146088,23806286,673296,1216800,143950381,55866230,6525597
2019-04,한림읍,79009,789563948,925946422,37265767,111825441,61817552,79899449,3524157,11597625,572419987,190995773,21277978
2019-04,화북동,162613,1309822283,1721813802,76587523,193384048,150901604,171013381,9354150,34805550,430132665,419283019,55015330
2019-04,효돈동,21543,358248790,225646132,8690614,26785824,12526606,19526431,438555,2166918,99883970,38739110,7824277
2019-05,건입동,68214,608248977,709108787,39843153,92548728,58052409,61720944,5851179,14145735,424145900,224592992,34249341
2019-05,구좌읍,50068,511479519,554140516,24546144,55302134,33865402,43909894,1789572,4795071,307668211,153420127,12077106
2019-05,남원읍,57488,845843300,646201124,25766003,85536732,36130495,70396561,2557605,9041547,314216981,179703239,19190790
2019-05,노형동,460012,4700863739,4718290711,253482152,576543786,389029316,425445744,18108144,141729393,1385168407,492496138,320949825
2019-05,대륜동,81866,1258389568,860877906,56635449,115026093,69691910,89833308,1379253,14128701,173106112,134835334,27332420
2019-05,대정읍,109658,1451473479,1025821441,192864485,135673305,115188922,144441105,1015026,10791039,310670862,301738225,17762604
2019-05,대천동,85716,1222569215,816374836,48772601,137716884,74750105,98230419,1757508,10026513,148863344,124108642,39782105
2019-05,도두동,20134,231024476,223286886,11013082,17218869,12716288,19305886,1388271,3377241,78783504,89565749,11336127
2019-05,동홍동,141030,2337690861,1325471707,74162754,192899238,105233098,147044852,14210064,19733388,279064987,226247845,50927065
2019-05,봉개동,22027,211590899,242057348,9682526,28203294,16813114,24090685,1004505,2362716,91314919,85683726,7553266
2019-05,삼도1동,102651,1080525192,1140658117,53686444,132624770,86063413,102623684,7492956,23836578,333627473,130240014,43193776
2019-05,삼도2동,59966,606706690,626244887,27712064,88000650,40734660,53759854,5085150,12466884,207317559,119557840,31923270
2019-05,삼양동,163712,1357493639,1773769535,84914615,207250674,138711671,180311103,12494439,34636134,464452650,450376207,75930859
2019-05,서홍동,65339,1333779134,659252828,41783250,79820823,55003913,68926979,2116324,12150252,111746498,210593649,20216167
2019-05,성산읍,51360,677160479,536690489,16435956,51242030,35266298,46020255,2490471,4864209,288610019,154921375,12810415
2019-05,송산동,18302,354224434,192614561,16364163,18493413,13812675,16488311,1143783,2342175,68245118,89985063,7369209
2019-05,아라동,238235,2139198050,2604304615,157052000,323900618,242406596,250953356,7970409,52626042,680640817,312560877,94007945
2019-05,안덕면,47970,519944508,506775181,50544413,61667088,35782480,64938118,3128745,4477938,239538974,59951343,12218027
2019-05,알수없음,6725,101281008,78609856,3277642,9663288,3473937,6261849,0,1295085,11988432,16415215,2642595
2019-05,애월읍,172606,1462708459,1947598715,95593025,236766087,142816390,180092866,5482784,27687765,1199905473,250120545,52679047
2019-05,연동,349523,3600315976,3803081302,200670367,456885257,264767630,314696886,29540213,124635023,958155047,528205303,320962912
2019-05,영천동,27001,462820193,280640259,17786001,37473798,19254138,27294982,927351,4073130,53375089,73329218,5055085
2019-05,예래동,20253,271345236,221319005,10836880,27695781,15992781,23417290,780057,4362708,97750763,76027953,12902318
2019-05,오라동,109570,1142351896,1291845989,63747520,166098419,94710144,116728743,8214396,25200300,351665478,103923083,48730284
2019-05,외도동,162091,1657530396,1680921093,103583421,218860848,137911049,174156667,4058100,25932762,550119192,161243795,47517334
2019-05,용담1동,46027,512618794,510946882,23766840,63918081,35542251,42970919,2435862,10069599,140086414,90695881,23678718
2019-05,용담2동,104642,1113111930,1137874011,50523972,131498622,75582716,96159410,10084599,22658226,364658210,372298915,55037810
2019-05,우도면,3640,68393516,32277927,699446,1821636,3223186,6259494,0,395790,19095990,7638697,1189374
2019-05,이도1동,61510,614555159,681033925,30679511,71697609,55997577,54817465,3004497,15212364,200886174,115608598,39895782
2019-05,이도2동,388348,3503084569,4152113660,215014940,471560839,352900607,384906127,21351588,112042137,1305759908,739642307,231254966
2019-05,이호동,26978,278668826,327829000,17103663,42409149,17261010,30286602,1968930,7440351,111538885,33469557,8690997
2019-05,일도1동,23451,208223716,313816281,12461533,34100064,17213966,16135206,3952389,2565120,176464927,86646599,15498941
2019-05,일도2동,230961,1748498817,2604098751,105629167,284721471,222170835,220605630,16782498,68963903,1068740667,462137081,134582245
2019-05,정방동,11580,221165903,124706766,7279229,15095130,9390647,10297605,731961,1277550,13875898,44544161,6284694
2019-05,조천읍,121828,891162805,1213339926,51983135,141795425,110144100,143342163,7277526,27025443,946558640,272700964,32635438
